set,sequence,file,jd,diff_flux,check_diff_flux,n_comps,good,minutes_combined,diff_flux_norm,check_diff_flux_norm
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0001_flat_0p3_late_bias_cal.fits,2461181.672184375,115.9404543027488,170.09982141638636,4,True,0.0,0.9733630473263188,0.97944167805172
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0002_flat_0p3_late_bias_cal.fits,2461181.672376852,121.17583263624475,174.18136235657377,4,True,0.2771667391061783,1.0173159871284272,1.002943356502682
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0003_flat_0p3_late_bias_cal.fits,2461181.6725682872,116.01758167440926,174.97177847511313,4,True,0.5528334528207779,0.9740105601721428,1.007494604605443
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0004_flat_0p3_late_bias_cal.fits,2461181.6727600694,118.01104773893313,174.93323687462603,4,True,0.8289997279644012,0.9907464459764177,1.007272680504985
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,118.60388701208787,173.41689105913304,4,True,1.10649973154068,0.995723551206537,0.9985414997332097
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,116.7302783131929,171.51075845778314,4,True,1.3809996843338013,0.9799939123706275,0.9875659108224775
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,118.08671571023591,166.53665975953106,4,True,1.6569996625185013,0.9913817066158142,0.958924848561247
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,120.80932529473364,176.91533666202994,4,True,1.931832879781723,1.0142390222765456,1.0186856915574107
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,119.69159477666648,174.26508038065893,4,True,2.2079998254776,1.0048552606749692,1.0034254082844556
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0010_flat_0p3_late_bias_cal.fits,2461181.6739096064,117.97615240620341,168.1027694111942,4,True,2.4843330681324005,0.9904534867361979,0.9679425715221848
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0011_flat_0p3_late_bias_cal.fits,2461181.67410081,119.28216756469875,173.27716254230953,4,True,2.7596665173768997,1.0014179676171155,0.9977369372601294
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0012_flat_0p3_late_bias_cal.fits,2461181.674292361,117.79789282346215,169.64447757707808,4,True,3.0354995280504227,0.9889569315284784,0.9768197897372644
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0013_flat_0p3_late_bias_cal.fits,2461181.6744832178,118.52425250504652,175.66541381362234,4,True,3.310333415865898,0.995054990030783,1.0114885850473294
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0014_flat_0p3_late_bias_cal.fits,2461181.674675,117.05105625250124,174.46188878337483,4,True,3.5864996910095215,0.9826869619571412,1.0045586390580428
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0015_flat_0p3_late_bias_cal.fits,2461181.6748667825,120.36038682178352,176.70043108465563,4,True,3.8626666367053986,1.010470017551485,1.0174482565173648
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0016_flat_0p3_late_bias_cal.fits,2461181.675058449,119.62846987050602,177.18130735020716,4,True,4.138666614890099,1.0043253037122157,1.0202171615787883
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0017_flat_0p3_late_bias_cal.fits,2461181.6752502313,120.253450658801,171.5591894282655,4,True,4.414832890033722,1.0095722488641357,0.9878447783168931
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0018_flat_0p3_late_bias_cal.fits,2461181.67544213,118.92487029355858,175.1578038424753,4,True,4.691166803240776,0.9984183247165432,1.0085657462236541
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0019_flat_0p3_late_bias_cal.fits,2461181.6756346063,118.34546213323149,173.71249826739944,4,True,4.968332871794701,0.9935539786522347,1.000243618040553
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0020_flat_0p3_late_bias_cal.fits,2461181.6758256946,119.05036423935442,174.37813015105164,4,True,5.2435000240802765,0.99947189286267,1.0040763534523858
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0021_flat_0p3_late_bias_cal.fits,2461181.676017361,121.1719501066232,175.74234722953457,4,True,5.5195000022649765,1.0172833918545299,1.011931570779777
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0022_flat_0p3_late_bias_cal.fits,2461181.676209028,119.2547391320783,170.40874057797132,4,True,5.7954999804496765,1.0011876957683516,0.9812204471267589
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0023_flat_0p3_late_bias_cal.fits,2461181.6764001157,117.79591350005212,174.03960643096494,4,True,6.070666462182999,0.9889403143754958,1.0021271201274995
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0024_flat_0p3_late_bias_cal.fits,2461181.6765917824,123.41626210036964,176.93736500806907,4,True,6.346666440367699,1.0361252221244002,1.0188125316682914
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0025_flat_0p3_late_bias_cal.fits,2461181.676783449,113.86468178708425,172.68470524685384,4,True,6.622666418552399,0.9559361683861389,0.9943255440981422
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0026_flat_0p3_late_bias_cal.fits,2461181.676976158,119.15307489120981,172.93173822466662,4,True,6.900167092680931,1.0003341868193745,0.9957479700143387
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0027_flat_0p3_late_bias_cal.fits,2461181.6771674766,119.47933992458621,175.3190334196579,4,True,7.1756661683321,1.0030733025924938,1.009494112675261
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0028_flat_0p3_late_bias_cal.fits,2461181.677359375,122.93702335049421,177.15231811864882,4,True,7.452000081539154,1.0321018353541749,1.0200502404064642
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0029_flat_0p3_late_bias_cal.fits,2461181.677550463,117.35671403805557,174.9253313736978,4,True,7.727166563272476,0.9852530722538051,1.0072271603096636
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0030_flat_0p3_late_bias_cal.fits,2461181.677741667,118.62686843389055,169.1969961271503,4,True,8.002500012516975,0.9959164887527306,0.9742431733800878
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0031_flat_0p3_late_bias_cal.fits,2461181.6779328706,118.3849605131994,173.27341515828923,4,True,8.277833461761475,0.9938855821785555,0.9977153596707905
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0032_flat_0p3_late_bias_cal.fits,2461181.6781244213,117.50145326622858,177.54211607104403,4,True,8.553666472434998,0.9864682116721333,1.0222947128428022
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0033_flat_0p3_late_bias_cal.fits,2461181.678316204,118.35589999755639,170.8034061852944,4,True,8.829833418130875,0.9936416083884468,0.9834929477178064
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0034_flat_0p3_late_bias_cal.fits,2461181.6785078705,117.64901483589972,173.627879885069,4,True,9.105833396315575,0.9877070456924684,0.9997563819594469
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0035_flat_0p3_late_bias_cal.fits,2461181.678699537,118.49573594174237,173.25283466793823,4,True,9.381833374500275,0.994815582921988,0.9975968563717472
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0036_flat_0p3_late_bias_cal.fits,2461181.6788909724,118.7307310660291,171.70705415870606,4,True,9.657500088214874,0.9967884540104975,0.9886961894383242
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0037_flat_0p3_late_bias_cal.fits,2461181.67908206,115.20145619856619,168.95275133664174,4,True,9.932666569948196,0.9671588845862173,0.972836801959594
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal.fits,2461181.6792738424,120.5897972206298,175.5539951545921,4,True,10.20883284509182,1.0123960028018641,1.0108470318848501
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0039_flat_0p3_late_bias_cal.fits,2461181.6794653935,120.52708574893187,,4,True,10.484666526317596,1.011869516774521,
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,2461181.679657176,118.55096946802456,171.0249727936096,4,True,10.760833472013474,0.9952792888284374,0.9847687372444589
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0041_flat_0p3_late_bias_cal.fits,2461181.679848843,119.66188889110015,174.5606230177201,4,True,11.036833450198174,1.0046058687653698,1.0051271547881773
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0042_flat_0p3_late_bias_cal.fits,2461181.6800405094,120.10807275965975,169.7514248026638,4,True,11.312833428382874,1.0083517475665256,0.9774355962044224
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0043_flat_0p3_late_bias_cal.fits,2461181.6802317128,118.2150312538355,173.02966061008678,4,True,11.588166207075119,0.9924589631203582,0.9963118110854
v8_balanced_common_src2_src1_src5_src4,V_8 generic,light_V_8s_2026_05_20-0044_flat_0p3_late_bias_cal.fits,2461181.6804236113,121.58123712747253,174.28456001783724,4,True,11.864500120282173,1.020719507956031,1.003537572826234
