search,rank,period_d,period_min,frequency_cpd,power,fap,sinusoid_amp_norm,sinusoid_rms_norm
short_3_to_45min,1,0.0033995834169151316,4.895400120357789,294.15368807376564,0.06712525312185626,0.5611499927746061,0.005836168261719934,0.017085602641868643
wide_3_to_54min,1,0.003399703798425997,4.895573469733436,294.1432722647727,0.06714728699644848,0.5604153798725594,0.00583618884245647,0.017085727609008772
