sequence,n,span_min,best_period_min,power,fap
V0399 named,107,29.802499786019325,4.473319906698822,0.09301095821412458,0.9816995550571856
V_8 generic,83,22.62699991464615,4.915896993528933,0.08217562929866389,0.9999982326898579
