period_d,period_min,frequency_cpd,power
0.03125,45.0,32.0,0.013688173865034483
0.030002343740113024,43.20337498576275,33.330729381085106,0.013426039022785993
0.028850487997677924,41.54470271665621,34.66145876217021,0.013148104669252344
0.027783806753282743,40.008681724727154,35.99218814325531,0.012852851950699195
0.02679318944848946,38.58219280582482,37.32291752434042,0.012538886826637933
0.02587078012190455,37.25392337554255,38.653646905425525,0.012205000096875855
0.025009768636490303,36.014066836546036,39.984376286510624,0.011850190025781436
0.024204222253371124,34.85408004485441,41.31510566759573,0.01147365933042459
0.023448948739272793,33.766486184552825,42.64583504868084,0.011074801935266663
0.02273938432814776,32.74471343253278,43.97656442976594,0.010653195590289202
0.022071501427006462,31.782962054889303,45.30729381085105,0.010208614123367448
0.021441732122404855,30.87609425626299,46.63802319193615,0.00974106816217329
0.020846904419241107,30.01954236370719,47.968752573021256,0.009250876577544502
0.02028418880609973,29.209231880783612,49.29948195410636,0.008738764000029917
0.01975105324723248,28.44151667601477,50.63021133519146,0.008205973929665595
0.01924522509052177,27.713124130351346,51.96094071627657,0.007654383326622306
0.0187646586825491,27.021108502870703,53.291670097361674,0.007086603789518689
0.018307507717499408,26.362811113199147,54.62239947844678,0.006506056542947859
0.017872101531809962,25.735826205806347,55.95312885953189,0.005917012851470246
0.017456924702934067,25.137971572225055,57.283858240616986,0.0053245969294841156
0.017060599427125362,24.567263175060525,58.61458762170209,0.004734753297579615
0.016681870244401317,24.021893151937896,59.9453170027872,0.004154183223751011
0.01631959075387079,23.500210685573936,61.2760463838723,0.003590254325023107
0.015972712023284312,23.00070531352941,62.606775764957405,0.003050883639546882
0.015640272445974476,22.521992322203246,63.93750514604251,0.002544388933330685
0.015321388838614398,22.062799927604733,65.26823452712762,0.0020792982612911092
0.015015248606242716,21.62195799298951,66.59896390821272,0.0016641068428530524
0.014721102828202343,21.198388072611376,67.92969328929783,0.0013069753855667657
0.014438260141135683,20.791094603235383,69.26042267038292,0.0010153754620084348
0.014166081313857855,20.399157091955313,70.59115205146804,0.0007957032371030507
0.01390397442449805,20.021723171277195,71.92188143255314,0.0006528982929868752
0.013651390563321998,19.658002411183677,73.25261081363824,0.0005901140961691439
0.013407819995580572,19.307260793636026,74.58334019472335,0.0006084864953697136
0.013172788727936542,18.96881576822862,75.91406957580845,0.000707035260182227
0.012945855429801166,18.64203181891368,77.24479895689356,0.000882713631129912
0.012726608667506223,18.32631648120896,78.57552833797865,0.0011305976614239893
0.012514664414842485,18.02111675737318,79.90625771906377,0.001444187049606413
0.012309663808274932,17.725915883915903,81.23698710014887,0.00181577678697618
0.012111271119230728,17.440230411692248,82.56771648123397,0.0022368557832228753
0.011919171919358823,17.163607563876702,83.89844586231908,0.00269849322320396
0.011733071417670314,16.895622841445253,85.22917524340419,0.0031916826128249145
0.011552692951062734,16.63587784953034,86.55990462448929,0.0037076240905961435
0.011377776611971825,16.383998321239428,87.8906340055744,0.0042379354287606285
0.011208077998834092,16.13963231832109,89.2213633866595,0.004774790306567692
0.011043367076726561,15.902448590486248,90.5520927677446,0.005310988875485396
0.010883427137013953,15.67213507730009,91.88282214882972,0.0058399706268669445
0.010728053846109193,15.448397538397238,93.21355152991481,0.006355783293691999
0.01057705437456718,15.23095829937674,94.54428091099992,0.006853023941269451
0.010430246598706807,15.0195551021378,95.87501029208502,0.007326769403462138
0.01028745836781088,14.813940049647668,97.20573967317013,0.0077725127434365
0.010148526830704573,14.613878636214585,98.53646905425524,0.008186120557320691
0.01001329781617391,14.41914885529043,99.86719843534034,0.008563822924485856
0.009881625262268363,14.229540377666442,101.19792781642545,0.00890224391523895
0.009753370690046262,14.044853793666618,102.52865719751054,0.009198476043094402
0.009628402717776976,13.864899913598844,103.85938657859565,0.009450197110528583
0.009506596612017224,13.689499121304802,105.19011595968075,0.00965582280806322
0.009387833872336881,13.51848077616511,106.52084534076586,0.00981468361034227
0.009272001846788036,13.35168265937477,107.85157472185097,0.009927210606972913
0.00915899337549434,13.188950460711848,109.18230410293607,0.00999511267470746
0.009048706459990419,13.030137302386205,110.51303348402118,0.010021527489403288
