mode,N,corr_v_dn_r,corr_v_dn_p,rms_before_pct,rms_after_pct,mad_before_pct,mad_after_pct,off_V0399 named,off_V_8 generic,beta_dn,beta_dn_V0399 named,beta_dn_V_8 generic
global_beta,142,0.2744972716377368,0.0009469273992134673,1.4888708646589432,1.4316673386643548,1.4662522061544923,1.4169230999983795,0.0015282750534768123,-0.001146841631096851,0.2596956556691221,,
per_sequence_beta,142,0.2744972716377368,0.0009469273992134673,1.4888708646589432,1.42969045194231,1.4662522061544923,1.3861255058845252,0.0015787048854948099,-0.001125630832674196,,0.20682159375777512,0.30775019238814316
