flat,sequence,file,jd,target_rate,dn_rate,ensemble_rate,diff_flux,check_diff_flux,n_comps,good,reject_reason,minutes_combined,diff_flux_norm,check_diff_flux_norm,v_resid,dn_resid,v_corr_norm,correction_mode
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.67410081,222007.7739944458,322548.65689086914,1415.4263288974762,156.84869601611496,227.8809220272971,8,True,ok,2.7596665173768997,0.992356900131573,0.9907896408077135,-0.007643099868427039,-0.009210359192286521,0.994748790400962,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.674292361,174665.01085662842,251567.26734924316,1113.3429222106934,156.883389090764,225.9566772560266,8,True,ok,3.0354995280504227,0.9925763977295079,0.9824233336645256,-0.007423602270492102,-0.01757666633547439,0.9971409816179763,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.6744832178,187068.294921875,277295.2137527466,1205.1264655590055,155.22710708631078,230.09636057085623,8,True,ok,3.310333415865898,0.9820973633643509,1.000422011693687,-0.01790263663564906,0.00042201169368705216,0.9819877687608588,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.674675,156384.59091186523,233228.5250854492,1006.062105178833,155.4422834404115,231.8231885336657,7,True,ok,3.5864996910095215,0.9834587501349179,1.0079299822679142,-0.016541249865082097,0.007929982267914193,0.9813993681904074,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.6748667825,170887.0870361328,251040.310546875,1075.4691185951233,158.89539186337703,233.42400651615824,8,True,ok,3.8626666367053986,1.0053060211513134,1.0148900816907274,0.0053060211513134,0.014890081690727364,1.0014391316236733,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.675058449,185428.77694702148,274756.6262664795,1168.832789182663,158.6444003480493,235.06923215134157,8,True,ok,4.138666614890099,1.0037180375184473,1.0220432584535266,0.003718037518447348,0.022043258453526615,0.9979934990612749,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.6752502313,209428.5072631836,298863.6688156128,1332.9426202774048,157.11742131825486,224.2134539545407,8,True,ok,4.414832890033722,0.9940570826296861,0.9748440787915795,-0.005942917370313938,-0.025155921208420473,1.0005899660818676,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.67544213,127863.46214294434,188454.5936279297,820.2137484550476,155.89041561884034,229.76278315610077,8,True,ok,4.691166803240776,0.986294011573044,0.9989716706822198,-0.013705988426956028,-0.0010283293177801855,0.9865610642294687,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.6756346063,219911.68732833865,322910.7644042969,1386.7233595848083,158.58367554591513,232.85881944108732,8,True,ok,4.968332871794701,1.0033338412966262,1.0124327390833825,0.003333841296626172,0.012432739083382494,1.000105112968604,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.6758256946,196515.3620758057,287903.07761764526,1220.0930285453796,161.06588389419403,235.96813593869095,8,True,ok,5.2435000240802765,1.0190383810508215,1.0259515477155907,0.01903838105082145,0.025951547715590717,1.0122988768511927,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.676017361,203667.4568977356,295586.02687072754,1271.5428156852722,160.17349505291585,232.4625039947455,8,True,ok,5.5195000022649765,1.0133923779488778,1.010709623189194,0.01339237794887782,0.010709623189194106,1.010611135332791,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0022_flat_4s_masked_clipmean_cal.fits,2461181.676209028,208445.83959198,297949.4380645752,1307.1500074863434,159.46589021777422,227.9382139449577,8,True,ok,5.7954999804496765,1.0089154740373074,0.9910387368619823,0.008915474037307414,-0.008961263138017705,1.0112426751435584,global_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0023_flat_4s_masked_clipmean_cal.fits,2461181.6764001157,220469.37432289124,325938.15519714355,1398.7824001312256,157.61520469674775,233.0156249939704,8,True,ok,6.070666462182999,0.9972064793601981,1.0131145044371275,-0.002793520639801872,0.013114504437127472,0.9938006995316226,global_beta
