median_pixel_sigma_real_flats_pct,p90_pixel_sigma_real_flats_pct,p99_pixel_sigma_real_flats_pct,median_abs_flat_deviation_from_1_pct,p99_abs_flat_deviation_from_1_pct
0.25938875875442,0.47709756724055197,0.6870558238972531,0.7829189300537109,2.907639741897583
