file,jd,minutes,set,target_flux_rate,bright_comp_ensemble_flux_rate,diff_flux,diff_flux_err,n_bright_comps,good,reject_reason
light_V_8s_2026_05_20-0021_flat_0p3_late_bias_cal.fits,2461181.676017361,5.5195000022649765,generic_V,203771.92554092407,14297.364143371582,14.25241208781795,6.332147666474492,3,True,ok
light_V_8s_2026_05_20-0022_flat_0p3_late_bias_cal.fits,2461181.676209028,5.7954999804496765,generic_V,208552.9726257324,16610.23641204834,12.555689603217036,0.03665307790744878,2,True,ok
light_V_8s_2026_05_20-0023_flat_0p3_late_bias_cal.fits,2461181.6764001157,6.070666462182999,generic_V,220583.2804965973,17853.254096984863,12.355354340352461,0.0319319210002556,2,True,ok
light_V_8s_2026_05_20-0024_flat_0p3_late_bias_cal.fits,2461181.6765917824,6.346666440367699,generic_V,158948.5138130188,12447.2532787323,12.76976616878218,0.06492375878946376,2,True,ok
light_V_8s_2026_05_20-0025_flat_0p3_late_bias_cal.fits,2461181.676783449,6.622666418552399,generic_V,221125.41875839233,18486.358491659164,11.961545528729285,0.0295296519811125,2,True,ok
light_V_8s_2026_05_20-0026_flat_0p3_late_bias_cal.fits,2461181.676976158,6.900167092680931,generic_V,227065.96070480347,18047.788071632385,12.58137339620621,0.02971897616710755,2,True,ok
light_V_8s_2026_05_20-0027_flat_0p3_late_bias_cal.fits,2461181.6771674766,7.1756661683321,generic_V,197368.7423171997,16159.880825042725,12.2135023428725,0.0399190756675222,2,True,ok
light_V_8s_2026_05_20-0028_flat_0p3_late_bias_cal.fits,2461181.677359375,7.452000081539154,generic_V,172898.94860839844,13882.832768917084,12.45415481741665,0.05486647969534149,2,True,ok
light_V_8s_2026_05_20-0029_flat_0p3_late_bias_cal.fits,2461181.677550463,7.727166563272476,generic_V,224322.55504989624,18399.302327156067,12.191905489743057,0.029800128826320334,2,True,ok
light_V_8s_2026_05_20-0030_flat_0p3_late_bias_cal.fits,2461181.677741667,8.002500012516975,generic_V,193333.1411743164,15826.516117095947,12.215773815532035,0.04235364460534706,2,True,ok
light_V_8s_2026_05_20-0031_flat_0p3_late_bias_cal.fits,2461181.6779328706,8.277833461761475,generic_V,207404.0467529297,16675.405468940735,12.437721357914574,0.037911453429163626,2,True,ok
light_V_8s_2026_05_20-0032_flat_0p3_late_bias_cal.fits,2461181.6781244213,8.553666472434998,generic_V,153637.23175048828,12814.039211273193,11.989758203277965,0.06286519685645461,2,True,ok
light_V_8s_2026_05_20-0033_flat_0p3_late_bias_cal.fits,2461181.678316204,8.829833418130875,generic_V,216752.25330352783,17602.02606344223,12.314051378079828,0.032960401439244634,2,True,ok
light_V_8s_2026_05_20-0034_flat_0p3_late_bias_cal.fits,2461181.6785078705,9.105833396315575,generic_V,197608.60961914065,16510.58186149597,11.96860360687712,0.04216856469729542,2,True,ok
light_V_8s_2026_05_20-0035_flat_0p3_late_bias_cal.fits,2461181.678699537,9.381833374500275,generic_V,216168.37565612793,17701.744782924652,12.211698807489697,0.032565384186542645,2,True,ok
light_V_8s_2026_05_20-0036_flat_0p3_late_bias_cal.fits,2461181.6788909724,9.657500088214874,generic_V,213440.9463691711,16996.53633737564,12.557908395713028,0.03617694175514734,2,True,ok
light_V_8s_2026_05_20-0037_flat_0p3_late_bias_cal.fits,2461181.67908206,9.932666569948196,generic_V,216479.81624603271,18068.05798125267,11.981354967459763,0.0316690877606175,2,True,ok
light_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal.fits,2461181.6792738424,10.20883284509182,generic_V,178990.2028274536,14451.212882041931,12.385825625050416,0.052532902056642246,2,True,ok
light_V_8s_2026_05_20-0039_flat_0p3_late_bias_cal.fits,2461181.6794653935,10.484666526317596,generic_V,227040.60580444336,18406.023793697357,12.335125084549073,0.029619329889771236,2,True,ok
light_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,2461181.679657176,10.760833472013474,generic_V,213038.4981994629,17543.438897132874,12.143485632926838,0.03347749496433562,2,True,ok
light_V_8s_2026_05_20-0041_flat_0p3_late_bias_cal.fits,2461181.679848843,11.036833450198174,generic_V,198913.84814453125,16366.740420341492,12.153540841724972,0.03905890963979482,2,True,ok
light_V_8s_2026_05_20-0042_flat_0p3_late_bias_cal.fits,2461181.6800405094,11.312833428382874,generic_V,196983.48907470703,15937.177788496017,12.359998218561396,0.040818282545982146,2,True,ok
light_V_8s_2026_05_20-0043_flat_0p3_late_bias_cal.fits,2461181.6802317128,11.588166207075119,generic_V,192641.7296447754,16109.148623943329,11.958529537585145,0.04142447533482891,2,True,ok
light_V_8s_2026_05_20-0044_flat_0p3_late_bias_cal.fits,2461181.6804236113,11.864500120282173,generic_V,228688.0346069336,18458.139535188675,12.389549562726067,0.029073452786945387,2,True,ok
light_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal.fits,2461181.680614699,12.139666602015495,generic_V,160770.29280090332,13286.761773586273,12.10003577549726,0.06132186938874694,2,True,ok
light_V_8s_2026_05_20-0046_flat_0p3_late_bias_cal.fits,2461181.6808056715,12.414666786789894,generic_V,210633.095703125,16695.911252975464,12.615849025047195,0.03541064489563265,2,True,ok
light_V_8s_2026_05_20-0047_flat_0p3_late_bias_cal.fits,2461181.6809974536,12.690833061933517,generic_V,217711.7915153503,17338.353704452515,12.556658793933913,0.033649823444659964,2,True,ok
light_V_8s_2026_05_20-0048_flat_0p3_late_bias_cal.fits,2461181.6811891203,12.966833040118217,generic_V,143570.20705413818,11641.948421478271,12.33214594811853,0.07607828434217521,2,True,ok
light_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.68138044,13.242333456873894,generic_V,215837.9758834839,17467.174632549286,12.356776663884704,0.03337953049106714,2,True,ok
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,13.518333435058594,generic_V,233171.63018798828,18439.28177690506,12.645374858365278,0.029173493308610233,2,True,ok
