file,jd,minutes,set,target_flux_rate,bright_comp_ensemble_flux_rate,diff_flux,diff_flux_err,n_bright_comps,good,reject_reason
light_V0399_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,2461181.699596991,39.47416663169861,V0399_named,245069.3776512146,22734.927592277527,10.779421955777787,3.7797947575063233,3,True,ok
light_V0399_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,2461181.699788773,39.75033290684223,V0399_named,252993.58805847168,23415.624552726746,10.804477475661038,3.8504338124213864,3,True,ok
light_V0399_V_8s_2026_05_20-0058_flat_0p3_late_bias_cal.fits,2461181.6999804396,40.02633288502693,V0399_named,222733.0709533691,20143.26495552063,11.057446319908781,3.5784232218673786,3,True,ok
light_V0399_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,2461181.7001721063,40.30233286321163,V0399_named,240993.7637939453,21786.86799621582,11.061423047856339,3.7523127267314678,3,True,ok
light_V0399_V_8s_2026_05_20-0060_flat_0p3_late_bias_cal.fits,2461181.7003641203,40.57883307337761,V0399_named,216444.2181892395,19564.768320083615,11.062958408102144,3.6113424578521776,3,True,ok
light_V0399_V_8s_2026_05_20-0061_flat_0p3_late_bias_cal.fits,2461181.70055544,40.854333490133286,V0399_named,244067.7834014893,22704.977243423466,10.749527770268253,3.8224018388100522,3,True,ok
light_V0399_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,2461181.700747222,41.13049976527691,V0399_named,233304.4708480835,21748.937838554382,10.727166199100731,3.698908310385522,3,True,ok
light_V0399_V_8s_2026_05_20-0063_flat_0p3_late_bias_cal.fits,2461181.70093831,41.40566624701023,V0399_named,232477.3215637207,21205.45472145081,10.96309061123568,3.8036819739716963,3,True,ok
light_V0399_V_8s_2026_05_20-0064_flat_0p3_late_bias_cal.fits,2461181.701130209,41.68200083076954,V0399_named,236397.12132263184,22256.946685791016,10.62127364817517,4.115016074800842,3,True,ok
light_V0399_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,2461181.7013217593,41.95783317089081,V0399_named,233315.5585899353,22483.99710083008,10.376960891056225,3.9088525810419914,3,True,ok
light_V0399_V_8s_2026_05_20-0066_flat_0p3_late_bias_cal.fits,2461181.701513542,42.234000116586685,V0399_named,238203.39588165283,22273.335372924805,10.694554358087293,3.9701547731794244,3,True,ok
light_V0399_V_8s_2026_05_20-0067_flat_0p3_late_bias_cal.fits,2461181.70170544,42.510333359241486,V0399_named,260994.58959960935,23968.65909385681,10.888994189353816,3.778040460019728,3,True,ok
light_V0399_V_8s_2026_05_20-0068_flat_0p3_late_bias_cal.fits,2461181.7018971066,42.786333337426186,V0399_named,239436.9409713745,22162.37921333313,10.803756161131231,3.644502705570497,3,True,ok
light_V0399_V_8s_2026_05_20-0069_flat_0p3_late_bias_cal.fits,2461181.7020890047,43.062666580080986,V0399_named,205170.08976745603,19437.112013816833,10.555585090090094,3.7728502127109875,3,True,ok
light_V0399_V_8s_2026_05_20-0070_flat_0p3_late_bias_cal.fits,2461181.702280787,43.33883285522461,V0399_named,207100.23192977905,18390.305596351624,11.261380668457452,3.5535536197444526,3,True,ok
light_V0399_V_8s_2026_05_20-0071_flat_0p3_late_bias_cal.fits,2461181.7024725694,43.61499980092049,V0399_named,238952.70917892456,21771.264671325684,10.975600764876209,4.08784295229674,3,True,ok
light_V0399_V_8s_2026_05_20-0072_flat_0p3_late_bias_cal.fits,2461181.7026641206,43.89083348214626,V0399_named,245099.63958740231,22655.479789733887,10.818558770865973,3.8420464277792723,3,True,ok
light_V0399_V_8s_2026_05_20-0073_flat_0p3_late_bias_cal.fits,2461181.7028560187,44.16716672480106,V0399_named,242907.1375751495,22463.818459510803,10.813261245543352,3.6652792863057626,3,True,ok
light_V0399_V_8s_2026_05_20-0074_flat_0p3_late_bias_cal.fits,2461181.7030475694,44.44299973547459,V0399_named,190775.7830810547,17384.885001182556,10.973658040768042,3.920408250802068,3,True,ok
light_V0399_V_8s_2026_05_20-0075_flat_0p3_late_bias_cal.fits,2461181.7032395834,44.719499945640564,V0399_named,254214.4809360504,23629.653274536133,10.75828231512808,4.130485091306629,3,True,ok
light_V0399_V_8s_2026_05_20-0076_flat_0p3_late_bias_cal.fits,2461181.703431134,44.99533295631409,V0399_named,221191.1690196991,20244.755729675293,10.92585022873214,3.7568012751036726,3,True,ok
light_V0399_V_8s_2026_05_20-0077_flat_0p3_late_bias_cal.fits,2461181.703622338,45.270666405558586,V0399_named,250204.75310325623,23317.54757976532,10.730320255479217,3.677348378537311,3,True,ok
light_V0399_V_8s_2026_05_20-0078_flat_0p3_late_bias_cal.fits,2461181.703814236,45.54699964821339,V0399_named,218499.7227783203,20502.78186035156,10.657076891641559,3.98461811597843,3,True,ok
light_V0399_V_8s_2026_05_20-0079_flat_0p3_late_bias_cal.fits,2461181.7040060186,45.823166593909264,V0399_named,268106.16564941406,24343.851961135864,11.013300856308051,4.119782189792334,3,True,ok
light_V0399_V_8s_2026_05_20-0080_flat_0p3_late_bias_cal.fits,2461181.7041976852,46.099166572093964,V0399_named,261798.965467453,24393.91148853302,10.732143780652738,3.904788447804253,3,True,ok
light_V0399_V_8s_2026_05_20-0081_flat_0p3_late_bias_cal.fits,2461181.704389352,46.375166550278664,V0399_named,249815.5061340332,22726.44735145569,10.99228147148269,3.886173405122037,3,True,ok
light_V0399_V_8s_2026_05_20-0082_flat_0p3_late_bias_cal.fits,2461181.704580671,46.650666296482086,V0399_named,287236.0617656708,,,,3,False,saturated
light_V0399_V_8s_2026_05_20-0083_flat_0p3_late_bias_cal.fits,2461181.704772338,46.926666274666786,V0399_named,227200.09252929688,20560.562111854553,11.050286042437559,3.671899818548009,3,True,ok
light_V0399_V_8s_2026_05_20-0084_flat_0p3_late_bias_cal.fits,2461181.704964236,47.20299951732159,V0399_named,219999.396982193,19400.036167144775,11.340153960886749,3.5281588501274754,3,True,ok
light_V0399_V_8s_2026_05_20-0085_flat_0p3_late_bias_cal.fits,2461181.7051554397,47.478332966566086,V0399_named,244224.54489135745,23037.685267925262,10.601088696674948,3.837225548202465,3,True,ok
light_V0399_V_8s_2026_05_20-0086_flat_0p3_late_bias_cal.fits,2461181.705346875,47.753999680280685,V0399_named,222623.6554222107,20979.78746032715,10.611339883361202,4.084319802873513,3,True,ok
light_V0399_V_8s_2026_05_20-0087_flat_0p3_late_bias_cal.fits,2461181.705539352,48.031166419386864,V0399_named,219467.5806465149,19935.534078598022,11.008863859941748,3.7679165988070684,3,True,ok
light_V0399_V_8s_2026_05_20-0088_flat_0p3_late_bias_cal.fits,2461181.7057315973,48.30799989402294,V0399_named,286215.9263305664,,,,3,False,saturated
light_V0399_V_8s_2026_05_20-0089_flat_0p3_late_bias_cal.fits,2461181.705923148,48.583832904696465,V0399_named,237148.92865753177,22171.60008239746,10.69606739144685,3.914419759116033,3,True,ok
light_V0399_V_8s_2026_05_20-0090_flat_0p3_late_bias_cal.fits,2461181.7061149306,48.85999985039234,V0399_named,251952.29607009888,22155.80154657364,11.371842970360191,3.584035495590673,3,True,ok
light_V0399_V_8s_2026_05_20-0091_flat_0p3_late_bias_cal.fits,2461181.706306713,49.13616679608822,V0399_named,247653.96411132812,23048.285490989685,10.745005922811222,4.085915281882281,3,True,ok
light_V0399_V_8s_2026_05_20-0092_flat_0p3_late_bias_cal.fits,2461181.706498958,49.41299960017204,V0399_named,227921.80810546875,20676.43174791336,11.023266049204565,3.7114753393937705,3,True,ok
light_V0399_V_8s_2026_05_20-0093_flat_0p3_late_bias_cal.fits,2461181.7066908563,49.68933284282684,V0399_named,260963.2859916687,23894.58112335205,10.921442173205984,3.7798612551349864,3,True,ok
light_V0399_V_8s_2026_05_20-0094_flat_0p3_late_bias_cal.fits,2461181.706882639,49.96549978852272,V0399_named,220744.19573020935,19968.69128227234,11.05451492087416,3.6243967062174764,3,True,ok
light_V0399_V_8s_2026_05_20-0095_flat_0p3_late_bias_cal.fits,2461181.7070737267,50.24066627025604,V0399_named,257497.88716125488,23261.764859199524,11.069576565658561,3.6235407440866285,3,True,ok
light_V0399_V_8s_2026_05_20-0096_flat_0p3_late_bias_cal.fits,2461181.7072653933,50.51666624844074,V0399_named,276574.8903808594,25071.542710781097,11.031426887900619,3.8940378164158918,3,True,ok
light_V0399_V_8s_2026_05_20-0097_flat_0p3_late_bias_cal.fits,2461181.707456597,50.79199969768524,V0399_named,248023.498046875,22625.649340629578,10.962049942208356,3.578023645362844,3,True,ok
light_V0399_V_8s_2026_05_20-0098_flat_0p3_late_bias_cal.fits,2461181.7076488426,51.06883317232132,V0399_named,238526.73048591617,21962.857414245605,10.860459820278319,4.140869962282717,3,True,ok
light_V0399_V_8s_2026_05_20-0099_flat_0p3_late_bias_cal.fits,2461181.707839815,51.34383335709572,V0399_named,275634.7908592224,25937.718247413635,10.626794085355106,3.845905611176425,3,True,ok
light_V0399_V_8s_2026_05_20-0100_flat_0p3_late_bias_cal.fits,2461181.7080314816,51.61983333528042,V0399_named,229199.96141815183,21297.95460510254,10.761594982611165,3.6004042990094347,3,True,ok
light_V0399_V_8s_2026_05_20-0101_flat_0p3_late_bias_cal.fits,2461181.7082226854,51.89516678452492,V0399_named,270164.6859512329,25007.029167175293,10.803549839732913,3.821367809622121,3,True,ok
light_V0399_V_8s_2026_05_20-0102_flat_0p3_late_bias_cal.fits,2461181.7084144675,52.17133305966854,V0399_named,230227.1424255371,21334.77115058899,10.791170001332835,3.78276453704939,3,True,ok
light_V0399_V_8s_2026_05_20-0103_flat_0p3_late_bias_cal.fits,2461181.7086069444,52.44849979877472,V0399_named,254406.69688415527,23659.469889640808,10.752848566380859,3.7747514729295273,3,True,ok
light_V0399_V_8s_2026_05_20-0104_flat_0p3_late_bias_cal.fits,2461181.708799537,52.72583283483982,V0399_named,218690.84701919556,20605.88870048523,10.6130267030922,3.5470704645952913,3,True,ok
light_V0399_V_8s_2026_05_20-0105_flat_0p3_late_bias_cal.fits,2461181.7089913194,53.0019997805357,V0399_named,219466.10537719727,19987.66543483734,10.980076992617686,3.995374763812649,3,True,ok
light_V0399_V_8s_2026_05_20-0106_flat_0p3_late_bias_cal.fits,2461181.709182986,53.2779997587204,V0399_named,262697.68003845215,23996.042593955994,10.947541829443958,3.5987982711453275,3,True,ok
light_V0399_V_8s_2026_05_20-0107_flat_0p3_late_bias_cal.fits,2461181.7093744213,53.553666472435,V0399_named,260122.1408996582,23995.21110391617,10.840585639073817,3.728070711945739,3,True,ok
light_V0399_V_8s_2026_05_20-0108_flat_0p3_late_bias_cal.fits,2461181.7095659724,53.829500153660774,V0399_named,265232.46862983704,24786.479095458984,10.70069159917227,3.8027984130311685,3,True,ok
light_V0399_V_8s_2026_05_20-0109_flat_0p3_late_bias_cal.fits,2461181.7097577546,54.1056664288044,V0399_named,262552.0541381836,23837.168937683105,11.014397507714387,3.623805647306385,3,True,ok
