object_id,file,jd,norm_flux,minutes
90,light_AMCVn_V_35s_2026_05_20-0007_flat_4s_masked_clipmean_cal.fits,2461181.7863908564,0.9864828537551229,84.35549966990948
90,light_AMCVn_V_35s_2026_05_20-0008_flat_4s_masked_clipmean_cal.fits,2461181.7868951387,0.9986358570685938,85.08166618645191
90,light_AMCVn_V_35s_2026_05_20-0009_flat_4s_masked_clipmean_cal.fits,2461181.7873987267,0.9958514577586055,85.80683290958405
90,light_AMCVn_V_35s_2026_05_20-0010_flat_4s_masked_clipmean_cal.fits,2461181.7879017363,1.0081393112865578,86.53116680681705
90,light_AMCVn_V_35s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.78840625,1.0101730466167924,87.25766658782959
90,light_AMCVn_V_35s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.788910301,0.9888965474333334,87.98349983990192
90,light_AMCVn_V_35s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.7894148147,1.015769299438344,88.70999962091446
90,light_AMCVn_V_35s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.789919329,0.9997959936591063,89.43650007247925
90,light_AMCVn_V_35s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.7904230324,1.0157482629465524,90.1618330925703
90,light_AMCVn_V_35s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.7909267363,1.0083272263126797,90.88716678321362
90,light_AMCVn_V_35s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.7914305557,1.0064485248128356,91.61266677081585
90,light_AMCVn_V_35s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.7919336804,1.0114072336482074,92.33716629445553
90,light_AMCVn_V_35s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.7924377313,1.0061240253086612,93.06299954652786
90,light_AMCVn_V_35s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.7929409724,0.9956449466751747,93.78766670823097
90,light_AMCVn_V_35s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.7934445604,1.011809355450702,94.5128334313631
90,light_AMCVn_V_35s_2026_05_20-0022_flat_4s_masked_clipmean_cal.fits,2461181.7939491896,1.002056510109789,95.23949950933456
90,light_AMCVn_V_35s_2026_05_20-0023_flat_4s_masked_clipmean_cal.fits,2461181.794453125,1.004239559448053,95.96516646444798
90,light_AMCVn_V_35s_2026_05_20-0024_flat_4s_masked_clipmean_cal.fits,2461181.794956597,1.000029385463479,96.69016622006893
90,light_AMCVn_V_35s_2026_05_20-0025_flat_4s_masked_clipmean_cal.fits,2461181.7954596067,0.99331737846255,97.41450011730194
90,light_AMCVn_V_35s_2026_05_20-0026_flat_4s_masked_clipmean_cal.fits,2461181.795962963,0.9981368807315113,98.13933290541172
90,light_AMCVn_V_35s_2026_05_20-0027_flat_4s_masked_clipmean_cal.fits,2461181.7964675925,1.001746798912959,98.86599965393543
90,light_AMCVn_V_35s_2026_05_20-0028_flat_4s_masked_clipmean_cal.fits,2461181.7969717593,1.006361182598979,99.59199987351894
90,light_AMCVn_V_35s_2026_05_20-0029_flat_4s_masked_clipmean_cal.fits,2461181.797475,0.9925597372571466,100.3166663646698
90,light_AMCVn_V_35s_2026_05_20-0030_flat_4s_masked_clipmean_cal.fits,2461181.797979514,0.9934778996200415,101.04316681623459
90,light_AMCVn_V_35s_2026_05_20-0031_flat_4s_masked_clipmean_cal.fits,2461181.7984827547,1.0072043870548606,101.76783330738544
90,light_AMCVn_V_35s_2026_05_20-0032_flat_4s_masked_clipmean_cal.fits,2461181.798986227,1.0021364048452286,102.4928330630064
90,light_AMCVn_V_35s_2026_05_20-0033_flat_4s_masked_clipmean_cal.fits,2461181.7994899307,1.0024247608363106,103.21816675364971
90,light_AMCVn_V_35s_2026_05_20-0034_flat_4s_masked_clipmean_cal.fits,2461181.799993403,0.9887131586059067,103.94316650927067
90,light_AMCVn_V_35s_2026_05_20-0035_flat_4s_masked_clipmean_cal.fits,2461181.800497338,1.0012034139832426,104.66883346438408
90,light_AMCVn_V_35s_2026_05_20-0036_flat_4s_masked_clipmean_cal.fits,2461181.8010010417,0.9917763235411351,105.39416648447514
90,light_AMCVn_V_35s_2026_05_20-0037_flat_4s_masked_clipmean_cal.fits,2461181.801504745,0.9885970223959616,106.11949950456619
90,light_AMCVn_V_35s_2026_05_20-0038_flat_4s_masked_clipmean_cal.fits,2461181.8020092594,0.9888609107335016,106.84599995613098
90,light_AMCVn_V_35s_2026_05_20-0039_flat_4s_masked_clipmean_cal.fits,2461181.8025134257,1.00503403853675,107.57199950516224
90,light_AMCVn_V_35s_2026_05_20-0040_flat_4s_masked_clipmean_cal.fits,2461181.8030171297,0.9979149301307613,108.29733319580555
90,light_AMCVn_V_35s_2026_05_20-0041_flat_4s_masked_clipmean_cal.fits,2461181.803522338,0.9924787243040688,109.02483344078064
90,light_AMCVn_V_35s_2026_05_20-0042_flat_4s_masked_clipmean_cal.fits,2461181.804026852,1.001158145402091,109.75133322179317
90,light_AMCVn_V_35s_2026_05_20-0043_flat_4s_masked_clipmean_cal.fits,2461181.804530324,0.9914199418768781,110.47633297741413
90,light_AMCVn_V_35s_2026_05_20-0044_flat_4s_masked_clipmean_cal.fits,2461181.805033912,0.9939201679245552,111.20149970054626
96,light_AMCVn_V_45s_2026_05_20-0001_flat_4s_masked_clipmean_cal.fits,2461181.7278106483,1.0028730852407826,0.0
96,light_AMCVn_V_45s_2026_05_20-0002_flat_4s_masked_clipmean_cal.fits,2461181.7284305557,0.9977401067079859,0.8926666527986526
96,light_AMCVn_V_45s_2026_05_20-0003_flat_4s_masked_clipmean_cal.fits,2461181.729050347,1.012387875486246,1.7851663380861282
96,light_AMCVn_V_45s_2026_05_20-0004_flat_4s_masked_clipmean_cal.fits,2461181.729670602,0.986067018134713,2.6783332228660583
96,light_AMCVn_V_45s_2026_05_20-0005_flat_4s_masked_clipmean_cal.fits,2461181.7302908567,0.9974478880525415,3.5715001076459885
96,light_AMCVn_V_45s_2026_05_20-0006_flat_4s_masked_clipmean_cal.fits,2461181.730911111,0.9992584999019922,4.464666321873665
96,light_AMCVn_V_45s_2026_05_20-0007_flat_4s_masked_clipmean_cal.fits,2461181.731531597,0.9876410483623793,5.358166471123695
96,light_AMCVn_V_45s_2026_05_20-0008_flat_4s_masked_clipmean_cal.fits,2461181.732152315,0.9857989270663152,6.251999884843826
96,light_AMCVn_V_45s_2026_05_20-0009_flat_4s_masked_clipmean_cal.fits,2461181.732770949,1.0041534615403436,7.1428332477808
96,light_AMCVn_V_45s_2026_05_20-0010_flat_4s_masked_clipmean_cal.fits,2461181.733390972,0.9991090843099527,8.035666197538376
96,light_AMCVn_V_45s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.734009838,1.0060130828184637,8.926833495497704
96,light_AMCVn_V_45s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.7346302085,1.005175596066902,9.820166677236557
96,light_AMCVn_V_45s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.73525,0.9999903854471603,10.712666362524033
96,light_AMCVn_V_45s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.7358685187,0.9888588523551284,11.603333428502083
96,light_AMCVn_V_45s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.73648831,0.9984455373096874,12.495833113789558
96,light_AMCVn_V_45s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.7371069444,0.9931790533515585,13.386666476726532
96,light_AMCVn_V_45s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.737727546,1.001564788748068,14.280332922935486
96,light_AMCVn_V_45s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.7383474535,0.9987815031620593,15.172999575734138
96,light_AMCVn_V_45s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.7389679397,0.9892995796422989,16.06649972498417
96,light_AMCVn_V_45s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.7395881945,1.0005491141644927,16.9596666097641
96,light_AMCVn_V_45s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.7402072917,1.007922007597146,17.851166501641273
96,light_AMCVn_V_45s_2026_05_20-0022_flat_4s_masked_clipmean_cal.fits,2461181.7408261574,0.9911661440186054,18.742333129048347
96,light_AMCVn_V_45s_2026_05_20-0023_flat_4s_masked_clipmean_cal.fits,2461181.741446412,1.0095703438456778,19.635500013828278
96,light_AMCVn_V_45s_2026_05_20-0024_flat_4s_masked_clipmean_cal.fits,2461181.742066088,1.0045597417424654,20.52783340215683
96,light_AMCVn_V_45s_2026_05_20-0025_flat_4s_masked_clipmean_cal.fits,2461181.7426853008,1.0054833833757022,21.419499590992928
96,light_AMCVn_V_45s_2026_05_20-0026_flat_4s_masked_clipmean_cal.fits,2461181.743304051,1.0032086078099363,22.310499921441078
96,light_AMCVn_V_45s_2026_05_20-0027_flat_4s_masked_clipmean_cal.fits,2461181.7439229167,1.0060697744115805,23.201666548848152
96,light_AMCVn_V_45s_2026_05_20-0028_flat_4s_masked_clipmean_cal.fits,2461181.7445425927,1.0053233795050471,24.093999937176704
96,light_AMCVn_V_45s_2026_05_20-0029_flat_4s_masked_clipmean_cal.fits,2461181.745163426,0.9956475994155961,24.98799964785576
96,light_AMCVn_V_40s_2026_05_20-0001_flat_4s_masked_clipmean_cal.fits,2461181.746172338,0.9861806993534389,26.440832912921906
96,light_AMCVn_V_40s_2026_05_20-0002_flat_4s_masked_clipmean_cal.fits,2461181.746734722,1.0018031255229316,27.250666245818138
96,light_AMCVn_V_40s_2026_05_20-0003_flat_4s_masked_clipmean_cal.fits,2461181.7472962965,1.0077398875597798,28.059333488345146
96,light_AMCVn_V_40s_2026_05_20-0004_flat_4s_masked_clipmean_cal.fits,2461181.747858681,0.9949438981455707,28.86916682124138
96,light_AMCVn_V_40s_2026_05_20-0005_flat_4s_masked_clipmean_cal.fits,2461181.7484207177,0.9928250635211678,29.678499922156334
96,light_AMCVn_V_40s_2026_05_20-0006_flat_4s_masked_clipmean_cal.fits,2461181.7489822917,0.9944584564099954,30.48716649413109
96,light_AMCVn_V_40s_2026_05_20-0007_flat_4s_masked_clipmean_cal.fits,2461181.749544213,0.9966346588987481,31.29633329808712
96,light_AMCVn_V_40s_2026_05_20-0008_flat_4s_masked_clipmean_cal.fits,2461181.7501061345,0.9905510101214549,32.10550010204315
96,light_AMCVn_V_40s_2026_05_20-0009_flat_4s_masked_clipmean_cal.fits,2461181.7506672456,1.0055216834318481,32.913500145077705
96,light_AMCVn_V_40s_2026_05_20-0010_flat_4s_masked_clipmean_cal.fits,2461181.751229051,1.001422614667187,33.72249998152256
96,light_AMCVn_V_40s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.751791088,1.0156622502976114,34.531833082437515
96,light_AMCVn_V_40s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.7523532407,0.9928449085595099,35.34133315086365
96,light_AMCVn_V_40s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.752915162,1.0070179561348163,36.15049995481968
96,light_AMCVn_V_40s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.7534769676,0.9999266234082518,36.959499791264534
96,light_AMCVn_V_40s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.754038889,0.9973163597736786,37.768666595220566
96,light_AMCVn_V_40s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.7546011573,0.9970062228093154,38.57833296060562
96,light_AMCVn_V_40s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.75516331,1.0025802429353767,39.38783302903175
96,light_AMCVn_V_40s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.755726273,0.9949750561465656,40.198499858379364
96,light_AMCVn_V_40s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.7562893517,1.0001185881622077,41.0093329846859
96,light_AMCVn_V_40s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.7568516205,0.9870592924324224,41.81900002062321
96,light_AMCVn_V_40s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.7574131945,1.0008568421452118,42.62766659259796
96,light_AMCVn_V_40s_2026_05_20-0022_flat_4s_masked_clipmean_cal.fits,2461181.757975,1.003864903632561,43.436666429042816
96,light_AMCVn_V_40s_2026_05_20-0023_flat_4s_masked_clipmean_cal.fits,2461181.7585376156,0.9954068334780621,44.24683302640915
96,light_AMCVn_V_40s_2026_05_20-0024_flat_4s_masked_clipmean_cal.fits,2461181.7590993056,0.997235883470368,45.05566656589508
96,light_AMCVn_V_40s_2026_05_20-0025_flat_4s_masked_clipmean_cal.fits,2461181.7596614584,1.0057777073153007,45.86516663432121
96,light_AMCVn_V_40s_2026_05_20-0026_flat_4s_masked_clipmean_cal.fits,2461181.7602230324,1.0003847631403655,46.67383320629597
96,light_AMCVn_V_40s_2026_05_20-0027_flat_4s_masked_clipmean_cal.fits,2461181.7607847224,0.9892499637170759,47.4826667457819
96,light_AMCVn_V_40s_2026_05_20-0028_flat_4s_masked_clipmean_cal.fits,2461181.7613462964,1.010818774654232,48.29133331775665
96,light_AMCVn_V_40s_2026_05_20-0029_flat_4s_masked_clipmean_cal.fits,2461181.7619086807,1.000461786263371,49.101166650652885
96,light_AMCVn_V_40s_2026_05_20-0030_flat_4s_masked_clipmean_cal.fits,2461181.762470602,0.9924727595788182,49.91033345460892
96,light_AMCVn_V_40s_2026_05_20-0031_flat_4s_masked_clipmean_cal.fits,2461181.763032176,1.0029371519811363,50.71900002658367
96,light_AMCVn_V_40s_2026_05_20-0032_flat_4s_masked_clipmean_cal.fits,2461181.763594792,0.9998948413191343,51.52916729450226
96,light_AMCVn_V_40s_2026_05_20-0033_flat_4s_masked_clipmean_cal.fits,2461181.764156713,1.0009665852553122,52.338333427906036
96,light_AMCVn_V_40s_2026_05_20-0034_flat_4s_masked_clipmean_cal.fits,2461181.76471875,1.0012246524815833,53.14766652882099
96,light_AMCVn_V_40s_2026_05_20-0035_flat_4s_masked_clipmean_cal.fits,2461181.765280209,1.0077893092051053,53.956167474389076
96,light_AMCVn_V_40s_2026_05_20-0036_flat_4s_masked_clipmean_cal.fits,2461181.765842593,0.9945818426359933,54.766000136733055
96,light_AMCVn_V_40s_2026_05_20-0037_flat_4s_masked_clipmean_cal.fits,2461181.766404861,0.989755700832637,55.57566650211811
96,light_AMCVn_V_40s_2026_05_20-0038_flat_4s_masked_clipmean_cal.fits,2461181.766967014,0.9864764986094783,56.38516657054424
96,light_AMCVn_V_40s_2026_05_20-0039_flat_4s_masked_clipmean_cal.fits,2461181.767529398,0.9907948866711903,57.194999903440475
96,light_AMCVn_V_40s_2026_05_20-0040_flat_4s_masked_clipmean_cal.fits,2461181.7680917825,1.0006647854637587,58.00483323633671
