file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,frame_artifact,good,reject_reason,minutes,diff_flux_norm
light_AMCVn_V_40s_2026_05_20-0062_flat_4s_masked_clipmean_cal.fits,2461181.7804569444,40.0,1.0119139131885466,0.008710739065428344,479.73305740356443,1.0465865278758555,6,True,False,True,ok,75.81066638231277,1.0062712828653757
light_AMCVn_V_40s_2026_05_20-0063_flat_4s_masked_clipmean_cal.fits,2461181.781018403,40.0,0.9957036139097049,0.008768159420645542,460.76168899536134,1.021563434623794,6,True,False,True,ok,76.6191666573286,0.9901513753926613
light_AMCVn_V_40s_2026_05_20-0064_flat_4s_masked_clipmean_cal.fits,2461181.7815800924,40.0,1.0132913971343325,0.008611410115233068,488.4775390625,1.0642148258859467,5,True,False,True,ok,77.42799952626228,1.0076410856906821
light_AMCVn_V_40s_2026_05_20-0065_flat_4s_masked_clipmean_cal.fits,2461181.7821424766,40.0,0.9949325967031752,0.008585553010318917,478.407177734375,1.0615075527511746,5,True,False,True,ok,78.23783285915852,0.9893846575292009
light_AMCVn_V_35s_2026_05_20-0001_flat_4s_masked_clipmean_cal.fits,2461181.7833690974,35.0,1.018182253876613,0.009222061038987994,488.2379608154297,1.0585834042416828,6,True,False,True,ok,80.00416673719883,1.0125046700571205
light_AMCVn_V_35s_2026_05_20-0002_flat_4s_masked_clipmean_cal.fits,2461181.7838724535,35.0,1.0130167014295621,0.009279930463432005,475.7064605712891,1.0366723266886035,6,True,False,True,ok,80.72899952530861,1.007367921743004
light_AMCVn_V_35s_2026_05_20-0003_flat_4s_masked_clipmean_cal.fits,2461181.784376273,35.0,1.0221581158463693,0.00941305974237595,474.7760057721819,1.0253915698991487,6,True,False,True,ok,81.45449951291084,1.0164583618412326
light_AMCVn_V_35s_2026_05_20-0004_flat_4s_masked_clipmean_cal.fits,2461181.7848802083,35.0,1.0206030534693518,0.009225445796258011,486.7974155970982,1.0529565778438545,6,True,False,True,ok,82.18016646802425,1.0149119707968342
light_AMCVn_V_35s_2026_05_20-0005_flat_4s_masked_clipmean_cal.fits,2461181.785383102,35.0,1.0224029077255816,0.009666583557816792,468.2232881818499,1.0109973006040918,6,True,False,True,ok,82.90433339774609,1.0167017887129453
light_AMCVn_V_35s_2026_05_20-0006_flat_4s_masked_clipmean_cal.fits,2461181.785886574,35.0,0.9794960539493213,0.00930924763272211,458.4757912772042,1.0333151085127419,6,True,False,True,ok,83.62933315336704,0.9740341919634284
