experiment,N,period_median_min,period_p16_min,period_p84_min,period_p2p5_min,period_p97p5_min,fap_median,fap_p16,fap_p84,fap_below_0p05_frac,period_near_median_pm1min_frac
row_resample_with_replacement,1000,8.835633197002942,8.714352507226016,18.459709778355162,8.578662953753513,19.809519404742858,0.00042627716645868903,8.955527194265936e-06,0.011419015306490522,0.947,0.566
perturb_by_scaled_errors,1000,8.835633197002942,8.697420639195864,18.578257121267516,8.629923282528672,19.732068968561816,0.2660189631341498,0.03388438563794914,0.8235324366792505,0.214,0.537
