iteration,single_sine_free_period_min,single_sine_free_period_s,single_sine_free_chi2,double_wave_free_period_min,double_wave_free_period_s,double_wave_free_chi2
62,10.047210300429185,602.8326180257511,135.81133514626958,17.470522803114573,1048.2313681868743,92.22286232070817
63,8.665236051502145,519.9141630901287,172.68825479945562,17.230255839822025,1033.8153503893216,153.68544151598275
64,8.715307582260372,522.9184549356223,176.14426279848925,17.52391546162403,1051.4349276974417,158.11757797994125
65,8.84549356223176,530.7296137339056,123.33628807481529,17.68409343715239,1061.0456062291435,114.82562273356913
66,8.785407725321889,527.1244635193134,105.8721854600542,17.799777530589544,1067.9866518353726,82.30020942128743
67,8.57510729613734,514.5064377682404,155.23097771696456,17.159065628476085,1029.5439377085652,129.4855321859655
68,8.795422031473533,527.725321888412,136.72457597579773,17.648498331479423,1058.9098998887655,127.08007498904686
69,8.795422031473533,527.725321888412,143.72748403986725,17.657397107897665,1059.4438264738599,122.49867220728085
70,10.317596566523605,619.0557939914163,183.06269363898883,17.363737486095662,1041.8242491657397,125.42294029883897
71,6.42203147353362,385.3218884120172,174.93624443424574,17.67519466073415,1060.5116796440489,138.1332457657729
72,8.875536480686694,532.5321888412017,122.80102952945379,17.790878754171302,1067.452725250278,117.68699907810341
73,8.985693848354792,539.1416309012875,147.4837527353991,17.96885428253615,1078.131256952169,115.45233436340936
74,8.88555078683834,533.1330472103004,76.9943971200158,17.799777530589544,1067.9866518353726,68.89855884487255
75,8.695278969957082,521.7167381974249,120.44937730183716,17.417130144605117,1045.0278086763071,104.33193373674095
76,9.836909871244636,590.2145922746781,211.42375718497078,17.372636262513904,1042.3581757508343,144.94333954691956
77,10.277539341917024,616.6523605150214,155.30031814527374,17.515016685205783,1050.9010011123469,139.0269522604405
78,9.8068669527897,588.412017167382,158.91155914076165,19.54393770856507,1172.6362625139043,134.2601195333514
79,8.835479256080115,530.1287553648069,120.82888944839743,17.630700778642936,1057.842046718576,104.68711755386457
80,9.796852646638055,587.8111587982833,161.6549401968182,17.470522803114573,1048.2313681868743,134.20586572124853
81,8.755364806866954,525.3218884120172,138.97845930084617,17.586206896551722,1055.1724137931033,133.6305425744522
82,8.535050071530758,512.1030042918455,189.25687799469296,17.28364849833148,1037.0189098998887,140.67212524544044
83,8.86552217453505,531.931330472103,114.25583824421349,17.870967741935484,1072.258064516129,101.90752372063123
84,8.815450643776824,528.9270386266095,154.02970802933405,17.808676307007786,1068.5205784204672,138.04744724258484
85,8.775393419170243,526.5236051502145,81.65575575442142,17.559510567296996,1053.5706340378197,81.40807421133462
86,8.855507868383405,531.3304721030044,93.91386176808298,17.790878754171302,1067.452725250278,76.32989454499662
87,7.753934191702433,465.236051502146,207.29990802088986,17.67519466073415,1060.5116796440489,161.29689636758988
88,8.835479256080115,530.1287553648069,132.06806646772662,17.719688542825363,1063.1813125695219,118.56417957601084
89,8.895565092989987,533.7339055793992,122.87787463092337,17.835372636262512,1070.1223581757508,109.43236453973533
90,8.895565092989987,533.7339055793992,113.36359841785146,17.870967741935484,1072.258064516129,100.41830707116443
91,10.9585121602289,657.5107296137339,192.1296704386698,17.728587319243605,1063.7152391546163,148.5486269753895
92,8.745350500715308,524.7210300429184,117.33292379919953,17.541713014460512,1052.5027808676307,113.63839205852105
93,8.775393419170243,526.5236051502145,111.5447776004751,19.61512791991101,1176.9076751946607,105.51558773594404
94,8.695278969957082,521.7167381974249,102.77838348880385,17.4349276974416,1046.0956618464961,98.0877940352475
95,8.685264663805437,521.1158798283262,134.8940920310307,17.32814238042269,1039.6885428253613,115.66541345480307
96,8.835479256080115,530.1287553648069,120.45782430972675,17.737486095661847,1064.2491657397109,110.45634435951837
97,8.745350500715308,524.7210300429184,129.80318013680082,17.479421579532815,1048.765294771969,112.50064831811011
98,8.875536480686694,532.5321888412017,154.70622451163888,17.835372636262512,1070.1223581757508,136.59095553824426
99,8.835479256080115,530.1287553648069,123.51231614282729,17.692992213570633,1061.579532814238,116.75689131188514
100,8.765379113018598,525.9227467811158,139.24937251527996,17.550611790878754,1053.0367074527253,128.19600872027
101,8.735336194563661,524.1201716738196,129.04593908204842,17.50611790878754,1050.3670745272525,123.28774238482802
102,8.765379113018598,525.9227467811158,154.48122464997724,17.50611790878754,1050.3670745272525,116.94278053210999
103,8.705293276108726,522.3175965665235,165.0222706155238,17.337041156840932,1040.222469410456,127.78773381731803
104,8.545064377682404,512.7038626609443,156.73702399685686,17.114571746384872,1026.8743047830924,132.5616207898424
105,8.86552217453505,531.931330472103,128.9035226724235,17.82647385984427,1069.5884315906562,118.10623358046317
106,8.805436337625178,528.3261802575107,108.25155231439169,17.666295884315907,1059.9777530589545,87.79208375289417
107,8.84549356223176,530.7296137339056,135.68861265815087,17.728587319243605,1063.7152391546163,120.16341469887927
108,8.815450643776824,528.9270386266095,109.7919917294621,19.383759733036708,1163.0255839822025,102.89961348849509
109,8.515021459227468,510.90128755364805,168.8710892842536,16.981090100111235,1018.8654060066741,140.64136967027994
110,8.815450643776824,528.9270386266095,146.200258502145,19.276974416017797,1156.6184649610677,127.42421471432917
111,8.745350500715308,524.7210300429184,137.471574811835,17.57730812013348,1054.6384872080089,124.02492093625652
112,9.8068669527897,588.412017167382,145.79671583857927,17.621802002224694,1057.3081201334817,134.38251959560156
113,8.735336194563661,524.1201716738196,186.1895854739949,17.648498331479423,1058.9098998887655,152.85232994063963
114,10.998569384835479,659.9141630901287,157.4853214888745,19.161290322580644,1149.6774193548385,140.32590376387867
115,6.622317596566523,397.3390557939914,122.07964101587177,17.372636262513904,1042.3581757508343,111.79780506857529
116,8.765379113018598,525.9227467811158,175.03973494373662,17.666295884315907,1059.9777530589545,142.68811474875685
117,8.775393419170243,526.5236051502145,150.08925718287404,17.42602892102336,1045.5617352614015,137.96323915684872
118,11.07868383404864,664.7210300429184,181.28929714331036,17.50611790878754,1050.3670745272525,161.41292106876682
119,11.01859799713877,661.1158798283261,176.55476472860636,19.276974416017797,1156.6184649610677,156.89588707833911
120,8.755364806866954,525.3218884120172,131.25744359319123,17.701890989988875,1062.1134593993324,115.1505453768113
121,10.01716738197425,601.030042918455,153.1534029528773,17.381535038932146,1042.8921023359287,117.53631321010693
122,8.695278969957082,521.7167381974249,136.93706552887457,17.452725250278085,1047.163515016685,127.6420469007293
123,8.785407725321889,527.1244635193134,128.26513301186256,17.550611790878754,1053.0367074527253,109.69000481577517
124,8.805436337625178,528.3261802575107,133.90468333896965,17.719688542825363,1063.1813125695219,116.83005244507294
125,9.756795422031473,585.4077253218884,109.53838692042481,17.35483870967742,1041.2903225806451,102.15876611977049
126,11.01859799713877,661.1158798283261,178.74121712107257,17.60400444938821,1056.2402669632927,164.24325720216817
127,8.625178826895565,517.5107296137339,174.27506322800448,17.345939933259178,1040.7563959955507,161.3668423654682
128,8.675250357653791,520.5150214592275,145.92645908746047,17.35483870967742,1041.2903225806451,120.87488681036473
129,8.665236051502145,519.9141630901287,149.07788990074698,17.381535038932146,1042.8921023359287,133.9557523281603
130,8.915593705293276,534.9356223175965,114.38450215592948,17.844271412680754,1070.6562847608452,100.67013438356922
131,8.695278969957082,521.7167381974249,123.95706180384694,19.499443826473858,1169.9666295884315,108.51109553806842
132,8.805436337625178,528.3261802575107,136.99740529316404,17.701890989988875,1062.1134593993324,115.68430796984552
133,8.875536480686694,532.5321888412017,114.80662536966535,17.764182424916573,1065.8509454949944,111.88489798689417
134,8.975679542203148,538.5407725321888,141.5028169998329,17.915461624026698,1074.9276974416018,123.47166880577745
135,8.665236051502145,519.9141630901287,152.3832474816198,17.310344827586206,1038.6206896551723,141.11168430959026
136,8.88555078683834,533.1330472103004,115.04532284709468,17.764182424916573,1065.8509454949944,109.8149882794812
137,9.746781115879827,584.8068669527896,135.80064487760598,19.39265850945495,1163.559510567297,129.67602735267224
138,9.866952789699571,592.0171673819742,143.35383991461933,17.710789766407117,1062.647385984427,128.70782772410786
139,8.785407725321889,527.1244635193134,127.1597974675371,17.621802002224694,1057.3081201334817,118.38844922290536
140,8.735336194563661,524.1201716738196,125.67375804203925,17.595105672969968,1055.706340378198,108.05838909257584
141,10.257510729613735,615.4506437768241,199.23331616279322,17.470522803114573,1048.2313681868743,145.13592910774372
142,8.815450643776824,528.9270386266095,108.58394631781601,17.728587319243605,1063.7152391546163,99.5141563533565
143,9.76680972818312,586.0085836909872,173.49581648079226,17.443826473859843,1046.6295884315905,142.74601836949864
144,8.725321888412017,523.519313304721,127.03096594144422,17.57730812013348,1054.6384872080089,116.82205500918636
145,8.755364806866954,525.3218884120172,135.4273634264237,17.870967741935484,1072.258064516129,97.75057006361234
146,8.615164520743921,516.9098712446353,153.82793592851496,17.21245828698554,1032.7474972191324,133.62477554061132
147,8.835479256080115,530.1287553648069,110.02212572935571,17.853170189099,1071.19021134594,97.1991902442354
148,9.816881258941343,589.0128755364806,109.4602081506949,17.92436040044494,1075.4616240266964,90.56221170899519
149,9.796852646638055,587.8111587982833,123.30170562493839,17.52391546162403,1051.4349276974417,119.43580048009436
150,8.785407725321889,527.1244635193134,144.2349970591263,17.515016685205783,1050.9010011123469,111.09524432149269
151,8.665236051502145,519.9141630901287,176.00127465206856,17.470522803114573,1048.2313681868743,131.83335898276553
152,8.745350500715308,524.7210300429184,155.01478358286852,19.526140155728587,1171.5684093437153,137.39392579722616
153,8.735336194563661,524.1201716738196,162.68218915173827,17.559510567296996,1053.5706340378197,139.81555109297992
154,8.765379113018598,525.9227467811158,137.8590949046752,17.56840934371524,1054.1045606229143,129.86441069581667
155,6.502145922746781,390.12875536480686,138.45938378016413,19.54393770856507,1172.6362625139043,126.6657223789769
156,8.785407725321889,527.1244635193134,160.15781749377197,17.666295884315907,1059.9777530589545,138.13446385971176
157,12.0,720.0,134.68495697189516,17.666295884315907,1059.9777530589545,113.75976611761027
158,8.645207439198856,518.7124463519314,179.88199196616762,17.57730812013348,1054.6384872080089,143.83370257238886
159,8.63519313304721,518.1115879828326,183.25414133527357,17.167964404894327,1030.0778642936596,138.3206228206356
160,8.765379113018598,525.9227467811158,168.90233183888063,17.56840934371524,1054.1045606229143,134.7409985449992
161,8.805436337625178,528.3261802575107,137.4831299577708,17.710789766407117,1062.647385984427,124.99525350642318
162,8.615164520743921,516.9098712446353,190.25494639180744,17.114571746384872,1026.8743047830924,154.48542329705776
163,8.545064377682404,512.7038626609443,156.489502066005,17.28364849833148,1037.0189098998887,128.28800421445342
164,8.86552217453505,531.931330472103,141.98110607876845,17.728587319243605,1063.7152391546163,120.08901572444667
165,12.0,720.0,99.5955103579133,17.67519466073415,1060.5116796440489,96.11588286370198
166,8.815450643776824,528.9270386266095,105.20593976180211,17.701890989988875,1062.1134593993324,97.23241388504948
167,12.0,720.0,157.85259991108268,17.666295884315907,1059.9777530589545,117.85302013014065
168,8.88555078683834,533.1330472103004,131.1438514353153,17.879866518353726,1072.7919911012236,111.74390504758802
169,8.805436337625178,528.3261802575107,144.26630301117086,17.666295884315907,1059.9777530589545,129.07995699661535
170,8.735336194563661,524.1201716738196,153.3181216096487,17.515016685205783,1050.9010011123469,132.49399673686364
171,8.775393419170243,526.5236051502145,112.73913213487049,17.550611790878754,1053.0367074527253,104.16003725805862
172,8.515021459227468,510.90128755364805,193.4103690400819,16.972191323692993,1018.3314794215796,139.79580424333855
173,8.795422031473533,527.725321888412,114.59820691472443,17.550611790878754,1053.0367074527253,111.14114347437314
174,8.765379113018598,525.9227467811158,170.19858506135958,17.67519466073415,1060.5116796440489,125.96490730726535
175,8.795422031473533,527.725321888412,158.4725281445926,17.835372636262512,1070.1223581757508,130.03865093607263
176,8.755364806866954,525.3218884120172,206.71408491292325,17.515016685205783,1050.9010011123469,148.54692465602267
177,9.756795422031473,585.4077253218884,163.1348296794455,19.348164627363737,1160.8898776418241,148.0692199980023
178,8.82546494992847,529.5278969957083,138.86004702544074,17.68409343715239,1061.0456062291435,123.77375128288837
179,8.82546494992847,529.5278969957083,152.20250676401756,17.81757508342603,1069.0545050055616,130.94531148044516
180,8.895565092989987,533.7339055793992,143.93591343654873,17.78197997775306,1066.9187986651837,118.66182504062017
181,8.645207439198856,518.7124463519314,194.32695994793684,17.28364849833148,1037.0189098998887,154.3836309557674
182,8.695278969957082,521.7167381974249,161.67884627804756,17.417130144605117,1045.0278086763071,150.70353952583645
183,8.745350500715308,524.7210300429184,173.5937746341865,19.499443826473858,1169.9666295884315,148.34370305438853
184,8.815450643776824,528.9270386266095,157.08015093657139,17.728587319243605,1063.7152391546163,128.04806010837362
185,12.0,720.0,119.01893566523877,17.764182424916573,1065.8509454949944,111.16594434186031
186,8.725321888412017,523.519313304721,150.91752433125515,17.408231368186875,1044.4938820912125,125.09052446041696
187,8.695278969957082,521.7167381974249,142.57765925319353,17.4349276974416,1046.0956618464961,122.66021307739506
188,6.381974248927039,382.9184549356223,153.3243817419349,17.719688542825363,1063.1813125695219,125.57074586422817
189,8.535050071530758,512.1030042918455,167.39809136916693,17.10567296996663,1026.3403781979978,142.22186188522343
190,8.755364806866954,525.3218884120172,162.37612554882537,17.461624026696327,1047.6974416017797,135.95749116309383
191,8.82546494992847,529.5278969957083,147.77144003534607,17.595105672969968,1055.706340378198,110.27048648128324
192,8.815450643776824,528.9270386266095,142.18855207748055,17.915461624026698,1074.9276974416018,117.58296531268893
193,8.745350500715308,524.7210300429184,136.83941636538168,17.31924360400445,1039.154616240267,102.26706021044211
194,8.63519313304721,518.1115879828326,115.20982130140825,19.17018909899889,1150.2113459399334,104.90902241425718
195,8.705293276108726,522.3175965665235,133.43399533593845,19.39265850945495,1163.559510567297,125.18068672921919
196,8.82546494992847,529.5278969957083,159.76888874294252,17.701890989988875,1062.1134593993324,128.4229296621392
197,8.685264663805437,521.1158798283262,143.13310406598822,17.515016685205783,1050.9010011123469,121.93298708967347
198,8.915593705293276,534.9356223175965,147.771206497901,17.879866518353726,1072.7919911012236,124.58341643031352
199,10.988555078683834,659.31330472103,166.12771229641498,17.74638487208009,1064.7830923248052,146.23463464287045
200,8.855507868383405,531.3304721030044,104.19343434644486,17.764182424916573,1065.8509454949944,93.07351606288458
201,8.815450643776824,528.9270386266095,132.23969561007019,17.790878754171302,1067.452725250278,109.37484030891937
202,8.745350500715308,524.7210300429184,102.46209744654735,17.488320355951057,1049.2992213570635,99.66689748236968
203,8.715307582260372,522.9184549356223,156.20224389744442,17.550611790878754,1053.0367074527253,132.7052564692993
204,9.796852646638055,587.8111587982833,141.46256415611518,17.57730812013348,1054.6384872080089,131.66071573852852
205,8.88555078683834,533.1330472103004,147.95391095679412,17.808676307007786,1068.5205784204672,123.15828342949793
206,11.929899856938484,715.793991416309,172.73546419372354,17.595105672969968,1055.706340378198,129.44164853072957
207,8.84549356223176,530.7296137339056,155.68057361986445,17.808676307007786,1068.5205784204672,131.62405150345805
208,8.815450643776824,528.9270386266095,113.59666675041314,17.773081201334815,1066.3848720800888,105.71693314649075
209,8.725321888412017,523.519313304721,132.34789967152824,17.692992213570633,1061.579532814238,105.34238773922263
210,8.745350500715308,524.7210300429184,184.30456966780446,17.50611790878754,1050.3670745272525,154.91268075408158
211,11.048640915593705,662.9184549356223,153.08469026415162,17.56840934371524,1054.1045606229143,145.1480701968837
212,8.595135908440628,515.7081545064377,132.13967043452647,17.21245828698554,1032.7474972191324,118.91004927054428
213,8.755364806866954,525.3218884120172,110.73862166634112,17.515016685205783,1050.9010011123469,105.84765155842743
214,8.755364806866954,525.3218884120172,177.28522193225615,17.550611790878754,1053.0367074527253,131.45701647430917
215,12.0,720.0,109.86068097344804,17.701890989988875,1062.1134593993324,109.70362252850518
216,9.776824034334764,586.6094420600858,120.50221210352785,19.35706340378198,1161.4238042269187,110.57540382476787
217,8.82546494992847,529.5278969957083,141.7959995571341,17.82647385984427,1069.5884315906562,118.25926255220162
218,8.88555078683834,533.1330472103004,111.22370350112344,17.790878754171302,1067.452725250278,107.09492498447072
219,8.805436337625178,528.3261802575107,121.71021536181848,17.67519466073415,1060.5116796440489,115.72643070280475
220,8.785407725321889,527.1244635193134,102.55242341525727,17.60400444938821,1056.2402669632927,100.40390280343222
221,9.756795422031473,585.4077253218884,97.12367784046353,21.555061179087875,1293.3036707452725,95.0991964446259
222,8.82546494992847,529.5278969957083,142.79696717630713,17.4972191323693,1049.833147942158,118.92937469278746
223,8.835479256080115,530.1287553648069,156.54669255658962,17.790878754171302,1067.452725250278,137.14786989960513
224,8.795422031473533,527.725321888412,155.46580178948895,17.639599555061178,1058.3759733036707,129.484717095828
225,8.88555078683834,533.1330472103004,138.57544527446566,17.906562847608456,1074.3937708565072,117.39341100487125
226,8.735336194563661,524.1201716738196,127.56428324470355,17.4349276974416,1046.0956618464961,116.23776116654996
227,8.685264663805437,521.1158798283262,134.86148349486075,17.381535038932146,1042.8921023359287,126.28885425889439
228,8.755364806866954,525.3218884120172,99.07215088829525,17.52391546162403,1051.4349276974417,90.88342738837324
229,8.605150214592275,516.3090128755365,157.8467639051997,17.35483870967742,1041.2903225806451,122.60121977095606
230,8.685264663805437,521.1158798283262,155.16673779088376,17.488320355951057,1049.2992213570635,131.74289361430823
231,8.745350500715308,524.7210300429184,156.74908051430458,17.639599555061178,1058.3759733036707,140.82944606062188
232,8.88555078683834,533.1330472103004,152.90508096668873,18.057842046718577,1083.4705228031146,130.54683786493135
233,8.815450643776824,528.9270386266095,118.23015126055554,17.737486095661847,1064.2491657397109,89.93508673717051
234,8.755364806866954,525.3218884120172,167.65713724401152,17.60400444938821,1056.2402669632927,139.51809508378898
235,8.88555078683834,533.1330472103004,135.54509038636849,17.862068965517242,1071.7241379310344,123.04445678250795
236,8.765379113018598,525.9227467811158,169.65255693606457,17.612903225806452,1056.774193548387,153.14348663833348
237,8.84549356223176,530.7296137339056,96.41618689310113,17.710789766407117,1062.647385984427,93.15068886319833
238,9.786838340486408,587.2103004291845,144.68417612352135,19.25027808676307,1155.0166852057844,130.0807188025755
239,8.895565092989987,533.7339055793992,121.63946885449573,17.862068965517242,1071.7241379310344,113.00339520660543
240,8.855507868383405,531.3304721030044,114.83508057516323,14.24916573971079,854.9499443826473,87.55802648757782
241,8.895565092989987,533.7339055793992,102.91795339882034,17.82647385984427,1069.5884315906562,91.74475166698423
242,8.675250357653791,520.5150214592275,157.14639076529085,17.390433815350388,1043.4260289210233,132.40103740649803
243,8.725321888412017,523.519313304721,136.19982339085004,17.390433815350388,1043.4260289210233,118.13793500355703
244,8.725321888412017,523.519313304721,121.35660048664576,17.452725250278085,1047.163515016685,116.5795290506861
245,8.795422031473533,527.725321888412,154.05023298343826,17.710789766407117,1062.647385984427,135.25817020263094
246,9.76680972818312,586.0085836909872,180.5079494844333,17.363737486095662,1041.8242491657397,156.0866607767387
247,8.595135908440628,515.7081545064377,135.9699323989014,17.488320355951057,1049.2992213570635,104.94147948658765
248,9.957081545064376,597.4248927038626,141.90787728672183,17.67519466073415,1060.5116796440489,121.80374229296791
249,8.84549356223176,530.7296137339056,155.14466267525228,17.737486095661847,1064.2491657397109,125.92720393083621
