model,N_boot,period_median_s,minus_1sigma_s,plus_1sigma_s,period_p2p5_s,period_p97p5_s
single_sine_free,250,527.1244635193134,7.210300429184713,57.77854077253198,413.54721030042924,704.3025751072964
double_wave_free,250,1056.5072302558399,13.615127919911174,13.615127919910947,1026.8743047830924,1171.2080088987764
