file,jd,minutes,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comps,n_sources,good,reject_reason
light_V0399_V_8s_2026_05_20-0018_flat_0p3_late_bias_cal.fits,2461181.6923153936,4.685499966144562,145.57039801157524,2111.495477281684,232005.79425048828,1593.7704191207886,11,29,True,ok
light_V0399_V_8s_2026_05_20-0019_flat_0p3_late_bias_cal.fits,2461181.6925069443,4.961332976818085,141.61814277570835,1976.4188555400626,223778.26028060913,1580.152485370636,11,27,True,ok
light_V0399_V_8s_2026_05_20-0020_flat_0p3_late_bias_cal.fits,2461181.692698148,5.236666426062584,144.72457320875952,2129.6887618839455,234296.61059570312,1618.913812637329,11,28,True,ok
light_V0399_V_8s_2026_05_20-0021_flat_0p3_late_bias_cal.fits,2461181.6928898147,5.512666404247284,149.4580545600737,2201.2894160194833,228764.45483398438,1530.6264724731445,11,27,True,ok
light_V0399_V_8s_2026_05_20-0022_flat_0p3_late_bias_cal.fits,2461181.6930810185,5.787999853491783,141.24468888292873,2039.649005093709,220096.73046875,1558.2655334472656,11,27,True,ok
light_V0399_V_8s_2026_05_20-0023_flat_0p3_late_bias_cal.fits,2461181.693271991,6.063000038266182,145.99592170568866,2090.2847292375777,213253.86248779297,1460.6836957931519,11,26,True,ok
light_V0399_V_8s_2026_05_20-0024_flat_0p3_late_bias_cal.fits,2461181.6934636575,6.339000016450882,142.7727859909348,2068.4189076792163,200717.47729492188,1405.8524942398071,11,25,True,ok
light_V0399_V_8s_2026_05_20-0025_flat_0p3_late_bias_cal.fits,2461181.6936555556,6.615333259105682,146.327917780122,2031.955441703503,232114.93785858154,1586.2655696868896,11,26,True,ok
light_V0399_V_8s_2026_05_20-0026_flat_0p3_late_bias_cal.fits,2461181.6938471063,6.891166269779205,146.9775734346827,2097.0745836941687,215924.53985214233,1469.0985488891602,11,25,True,ok
light_V0399_V_8s_2026_05_20-0027_flat_0p3_late_bias_cal.fits,2461181.6940381946,7.166333422064781,147.77103681778667,2197.8440388489344,224973.28406524658,1522.445053577423,11,29,True,ok
light_V0399_V_8s_2026_05_20-0028_flat_0p3_late_bias_cal.fits,2461181.6942291665,7.441332936286926,142.7468002929668,2039.2491830107556,222195.40621948242,1556.5701351165771,11,24,True,ok
light_V0399_V_8s_2026_05_20-0029_flat_0p3_late_bias_cal.fits,2461181.694420139,7.716333121061325,146.52553452968016,2148.1087839842294,227051.23852348328,1549.567720413208,11,27,True,ok
light_V0399_V_8s_2026_05_20-0030_flat_0p3_late_bias_cal.fits,2461181.6946113426,7.991666570305824,142.55986870370276,2052.2104186940383,241749.15566825867,1695.772855758667,11,27,True,ok
light_V0399_V_8s_2026_05_20-0031_flat_0p3_late_bias_cal.fits,2461181.6948032407,8.267999812960625,144.60909782583295,2079.6367122749075,238632.84550857544,1650.1924781799316,11,29,True,ok
light_V0399_V_8s_2026_05_20-0032_flat_0p3_late_bias_cal.fits,2461181.6949944445,8.543333262205124,145.70994205648367,2140.41623845213,233578.30480575562,1603.0361518859863,11,30,True,ok
