raw_file,reduced_file,flat,exptime,jd,max_adu_raw,max_adu_cal
light_V0399_V_8s_2026_05_20-0001.fit,light_V0399_V_8s_2026_05_20-0001_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.689061574,49081.0,48427.14790505236
light_V0399_V_8s_2026_05_20-0002.fit,light_V0399_V_8s_2026_05_20-0002_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.689252662,49258.0,48468.307742846926
light_V0399_V_8s_2026_05_20-0003.fit,light_V0399_V_8s_2026_05_20-0003_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.68944375,47289.0,46510.88598209079
light_V0399_V_8s_2026_05_20-0004.fit,light_V0399_V_8s_2026_05_20-0004_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6896349536,48882.0,48094.518722001674
light_V0399_V_8s_2026_05_20-0005.fit,light_V0399_V_8s_2026_05_20-0005_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6898260415,46275.0,45646.132755138155
light_V0399_V_8s_2026_05_20-0006.fit,light_V0399_V_8s_2026_05_20-0006_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6900171298,52584.0,51937.646345074725
light_V0399_V_8s_2026_05_20-0007.fit,light_V0399_V_8s_2026_05_20-0007_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6902081016,52909.0,52188.56634384231
light_V0399_V_8s_2026_05_20-0008.fit,light_V0399_V_8s_2026_05_20-0008_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.690400463,53701.0,52947.18729971613
light_V0399_V_8s_2026_05_20-0009.fit,light_V0399_V_8s_2026_05_20-0009_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.690591667,45981.0,45328.629252719344
light_V0399_V_8s_2026_05_20-0010.fit,light_V0399_V_8s_2026_05_20-0010_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.690783102,51951.0,51150.70722319616
light_V0399_V_8s_2026_05_20-0011.fit,light_V0399_V_8s_2026_05_20-0011_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.690974884,42170.0,41605.89541786098
light_V0399_V_8s_2026_05_20-0012.fit,light_V0399_V_8s_2026_05_20-0012_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.691166551,50668.0,49765.2373414795
light_V0399_V_8s_2026_05_20-0013.fit,light_V0399_V_8s_2026_05_20-0013_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6913577546,43390.0,42610.66033274863
light_V0399_V_8s_2026_05_20-0014.fit,light_V0399_V_8s_2026_05_20-0014_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6915494213,52917.0,52400.06444047961
light_V0399_V_8s_2026_05_20-0015.fit,light_V0399_V_8s_2026_05_20-0015_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6917408565,33747.0,33283.95158826611
light_V0399_V_8s_2026_05_20-0016.fit,light_V0399_V_8s_2026_05_20-0016_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.691932523,52377.0,51500.634468955046
light_V0399_V_8s_2026_05_20-0017.fit,light_V0399_V_8s_2026_05_20-0017_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.692123727,54026.0,53586.10084707764
light_V0399_V_8s_2026_05_20-0018.fit,light_V0399_V_8s_2026_05_20-0018_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6923153936,55851.0,55511.197017012295
light_V0399_V_8s_2026_05_20-0019.fit,light_V0399_V_8s_2026_05_20-0019_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6925069443,53423.0,53076.081904592815
light_V0399_V_8s_2026_05_20-0020.fit,light_V0399_V_8s_2026_05_20-0020_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.692698148,56793.0,55703.47978438343
light_V0399_V_8s_2026_05_20-0021.fit,light_V0399_V_8s_2026_05_20-0021_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6928898147,55739.0,55073.16014754955
light_V0399_V_8s_2026_05_20-0022.fit,light_V0399_V_8s_2026_05_20-0022_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6930810185,53270.0,52589.848062650635
light_V0399_V_8s_2026_05_20-0023.fit,light_V0399_V_8s_2026_05_20-0023_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.693271991,50970.0,50223.611554988216
light_V0399_V_8s_2026_05_20-0024.fit,light_V0399_V_8s_2026_05_20-0024_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6934636575,46849.0,46245.262999465755
light_V0399_V_8s_2026_05_20-0025.fit,light_V0399_V_8s_2026_05_20-0025_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6936555556,54509.0,54219.51890439708
light_V0399_V_8s_2026_05_20-0026.fit,light_V0399_V_8s_2026_05_20-0026_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6938471063,49513.0,48687.316103765836
light_V0399_V_8s_2026_05_20-0027.fit,light_V0399_V_8s_2026_05_20-0027_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6940381946,55010.0,53731.670279725004
light_V0399_V_8s_2026_05_20-0028.fit,light_V0399_V_8s_2026_05_20-0028_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6942291665,52059.0,50822.75323858559
light_V0399_V_8s_2026_05_20-0029.fit,light_V0399_V_8s_2026_05_20-0029_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.694420139,55678.0,55010.34815056748
light_V0399_V_8s_2026_05_20-0030.fit,light_V0399_V_8s_2026_05_20-0030_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6946113426,64089.0,63105.78928858957
light_V0399_V_8s_2026_05_20-0031.fit,light_V0399_V_8s_2026_05_20-0031_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6948032407,62526.0,61864.279622788235
light_V0399_V_8s_2026_05_20-0032.fit,light_V0399_V_8s_2026_05_20-0032_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6949944445,55839.0,55261.17094126679
light_V0399_V_8s_2026_05_20-0033.fit,light_V0399_V_8s_2026_05_20-0033_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.695186111,51440.0,50868.119564755434
light_V0399_V_8s_2026_05_20-0034.fit,light_V0399_V_8s_2026_05_20-0034_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.695378125,65411.0,64454.25700253984
light_V0399_V_8s_2026_05_20-0035.fit,light_V0399_V_8s_2026_05_20-0035_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.695569792,60463.0,59691.172283891116
light_V0399_V_8s_2026_05_20-0036.fit,light_V0399_V_8s_2026_05_20-0036_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.695762153,65156.0,64342.1915603505
light_V0399_V_8s_2026_05_20-0037.fit,light_V0399_V_8s_2026_05_20-0037_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6959542823,40904.0,40074.42605376362
light_V0399_V_8s_2026_05_20-0038.fit,light_V0399_V_8s_2026_05_20-0038_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6961469906,54542.0,53965.92483184755
light_V0399_V_8s_2026_05_20-0039.fit,light_V0399_V_8s_2026_05_20-0039_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.696338542,60818.0,60233.43800279215
light_V0399_V_8s_2026_05_20-0040.fit,light_V0399_V_8s_2026_05_20-0040_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6965310187,65535.0,64814.94929957911
light_V0399_V_8s_2026_05_20-0041.fit,light_V0399_V_8s_2026_05_20-0041_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.696722801,65241.0,64220.825559396806
light_V0399_V_8s_2026_05_20-0042.fit,light_V0399_V_8s_2026_05_20-0042_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.696914352,54590.0,53702.927143016335
light_V0399_V_8s_2026_05_20-0043.fit,light_V0399_V_8s_2026_05_20-0043_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.697106134,62282.0,61464.61733769578
light_V0399_V_8s_2026_05_20-0044.fit,light_V0399_V_8s_2026_05_20-0044_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6972972224,58538.0,57203.36777719641
light_V0399_V_8s_2026_05_20-0045.fit,light_V0399_V_8s_2026_05_20-0045_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.6974885417,54412.0,53045.09237175614
light_V0399_V_8s_2026_05_20-0046.fit,light_V0399_V_8s_2026_05_20-0046_flat_6s_masked_cal.fits,flat_6s_masked,8.0,2461181.697679977,60296.0,59513.07894007449
