raw_file,reduced_file,flat,exptime,jd,max_adu_raw,max_adu_cal
light_V_8s_2026_05_20-0065.fit,light_V_8s_2026_05_20-0065_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.684446991,50920.0,50394.69409427976
light_V_8s_2026_05_20-0066.fit,light_V_8s_2026_05_20-0066_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.684639352,41956.0,41423.058408262
light_V_8s_2026_05_20-0067.fit,light_V_8s_2026_05_20-0067_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6848310186,58057.0,56960.919215422
light_V_8s_2026_05_20-0068.fit,light_V_8s_2026_05_20-0068_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6850228007,57433.0,56508.904765167164
light_V_8s_2026_05_20-0069.fit,light_V_8s_2026_05_20-0069_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.685213773,56904.0,56225.231805935044
light_V_8s_2026_05_20-0070.fit,light_V_8s_2026_05_20-0070_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.685405671,47837.0,47118.61719961396
light_V_8s_2026_05_20-0071.fit,light_V_8s_2026_05_20-0071_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6855980325,57437.0,56674.732655752
light_V_8s_2026_05_20-0072.fit,light_V_8s_2026_05_20-0072_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6857905095,54854.0,53786.56388441196
light_V_8s_2026_05_20-0073.fit,light_V_8s_2026_05_20-0073_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.68598206,42970.0,42095.341715517316
light_V_8s_2026_05_20-0074.fit,light_V_8s_2026_05_20-0074_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.686173727,60965.0,60265.268419456675
light_V_8s_2026_05_20-0075.fit,light_V_8s_2026_05_20-0075_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.686365625,58365.0,57604.614376796555
light_V_8s_2026_05_20-0076.fit,light_V_8s_2026_05_20-0076_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.686557176,42168.0,41536.300278088085
light_V_8s_2026_05_20-0077.fit,light_V_8s_2026_05_20-0077_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6867488427,57476.0,56749.494489178905
light_V_8s_2026_05_20-0078.fit,light_V_8s_2026_05_20-0078_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6869399305,65370.0,64507.51311115921
light_V_8s_2026_05_20-0079.fit,light_V_8s_2026_05_20-0079_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6871314817,50721.0,49990.80980465056
light_V_8s_2026_05_20-0080.fit,light_V_8s_2026_05_20-0080_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.687323264,58467.0,57414.15288698245
light_V_8s_2026_05_20-0081.fit,light_V_8s_2026_05_20-0081_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6875149305,50355.0,49238.028626502244
light_V_8s_2026_05_20-0082.fit,light_V_8s_2026_05_20-0082_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.687706597,48366.0,47788.96323892438
light_V_8s_2026_05_20-0083.fit,light_V_8s_2026_05_20-0083_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6878975695,62786.0,62155.03838407102
