region,file,minutes,norm_flux,rel_err,n_bright_comps,plot
early_high_noise_0_5min,light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,1.931832879781723,1.1828319269786254,0.6265585401935188,3,analysis/may20/qc/V0399_UMa/V8s_noise_region_full_overlays/early_high_noise_0_5min_light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.png
middle_low_noise_10_18min,light_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,15.175166800618172,0.9996114612097959,0.001993099533957101,2,analysis/may20/qc/V0399_UMa/V8s_noise_region_full_overlays/middle_low_noise_10_18min_light_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.png
late_high_noise_after20min,light_V_8s_2026_05_20-0079_flat_0p3_late_bias_cal.fits,21.523833498358727,0.9044187322791009,0.33501258837437453,3,analysis/may20/qc/V0399_UMa/V8s_noise_region_full_overlays/late_high_noise_after20min_light_V_8s_2026_05_20-0079_flat_0p3_late_bias_cal.png
