file,minutes,good,reject_reason,n_comparisons,plot
light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,38.09433303773403,True,ok,7,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal_min40_overlay.png
light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,38.92233297228813,True,ok,4,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal_min40_overlay.png
light_V0399_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,39.75033290684223,True,ok,3,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal_min40_overlay.png
light_V0399_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,40.30233286321163,True,ok,4,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal_min40_overlay.png
light_V0399_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,41.13049976527691,True,ok,4,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal_min40_overlay.png
light_V0399_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,41.95783317089081,True,ok,3,analysis/may20/qc/V0399_UMa/min40_overlays/light_V0399_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal_min40_overlay.png
