period_days,frequency_cpd,power
0.125,8.0,0.8128275810028986
0.07107937087697057,14.06877955814879,0.7958397244850863
0.04965845136567159,20.13755911629758,0.7650781839200405
0.03815870703735862,26.206338674446368,0.7150334167839849
0.030983620037992113,32.27511823259516,0.6405790906189219
0.02607976907974639,38.34389779074395,0.5430540523814343
0.022516093595175507,44.412677348892736,0.4378164212326244
0.019809253957179526,50.481456907041526,0.3508322327919261
0.017683392015797376,56.550236465190316,0.2996668079002391
0.015969589806829353,62.61901602333911,0.28218417866361856
0.0145586270680888,68.6877955814879,0.28546219714150095
0.0133767497792952,74.75657513963668,0.29737142668307526
0.012372355231091847,80.82535469778547,0.30994262626634345
0.011508256668449481,86.89413425593426,0.31807658366530617
0.010756977798694053,92.96291381408305,0.3181153742318351
0.010097777448289061,99.03169337223184,0.30764520301678994
0.009514705044785172,105.10047293038063,0.2860952502885692
0.008995293011466288,111.16925248852942,0.2553091654839317
0.008529655287985822,117.23803204667821,0.21947250732954124
0.008109852059144912,123.306811604827,0.18404704330880534
0.007729433280349532,129.3755911629758,0.15388095145462535
0.007383104921052544,135.44437072112459,0.13143446100369183
0.007066481086927399,141.51315027927336,0.1162027417459838
0.006775897300581519,147.58192983742217,0.10551356723155544
0.0065082680316530025,153.65070939557094,0.09595635600962797
0.00626097670704268,159.71948895371975,0.08467266098869035
0.006031789878596938,165.78826851186852,0.07021167627190694
0.005818789576745109,171.85704807001733,0.05292589699408711
0.005620319508024576,177.9258276281661,0.034856330326096016
0.005434941900157917,183.9946071863149,0.019018251532969738
0.005261402614825965,190.06338674446368,0.008191950526748799
0.005098602737386274,196.1321663026125,0.0037163983302861653
0.004945575282761613,202.20094586076127,0.004961370095146409
0.004801465973936527,208.26972541891004,0.00975275374950013
0.004665517285879326,214.33850497705885,0.015380554181491295
0.004537055125509071,220.40728453520762,0.019587885080686176
0.0044154776532489845,226.47606409335643,0.021193227536835713
0.004300245854939761,232.5448436515052,0.02029423310908523
0.004190875552488326,238.613623209654,0.018085004713618992
0.0040869306034605766,244.68240276780278,0.016315923437839792
0.003988017088191032,250.7511823259516,0.01652796478175112
0.0038937783210609127,256.8199618841004,0.019368564982818536
0.0038038905527632795,262.88874144224917,0.024313243579746884
0.003718059254414828,268.95752100039795,0.029884811681911667
0.003636015893640409,275.0263005585467,0.03420208608094241
0.0035575151282792065,281.09508011669556,0.03562461313170347
0.0034823323559319062,287.16385967484433,0.03332176247395364
