search,rank,period_d,period_min,frequency_cpd,power,fap,amp_pct,rms_pct
short_3_to_45min,1,0.00324963225464218,4.679470446684739,307.72712776083364,0.03959440896353019,0.9999999997694745,0.3991063339649729,1.3859982083506739
delta_scuti_18_to_480min,1,0.020501427728832768,29.522055929519187,48.777090709327595,0.026282871112308558,1.0,0.32004720711614354,1.3955401688207958
