file,jd,object_id,role,x,y,flux,flux_err,flux_rate,flux_rate_err,flag,dx,dy
light_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.68138044,gaia_774290626745586944_src8,comparison,911.446347108664,1309.6177434331294,64.0815315246582,42.08668573373028,8.010191440582275,5.260835716716285,ok,21.44998743871861,-86.97636455423037
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,target_V0399_direct,target,1866.3701661034547,623.6357837299842,1865373.0415039062,4303.506108272948,233171.63018798828,537.9382635341185,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,DN_UMa_direct,check,1791.5387133237289,678.0868450636775,2675436.185546875,7718.784025596662,334429.5231933594,964.8480031995828,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774287774887292672_src5,comparison,1915.044409953302,1087.0107441983619,-0.4937744140625,42.305258349971,-0.0617218017578125,5.288157293746375,nonpositive_flux,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774288805679445888_src7,comparison,1791.3960312592915,1343.825494848262,-59.240379333496094,43.980407502847356,-7.405047416687012,5.4975509378559195,nonpositive_flux,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774289041901756032_src4,comparison,1875.5452551018536,1446.4288130583702,31.897377014160156,43.189170861579484,3.9871721267700195,5.3986463576974355,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774271076054448768_src2,comparison,1491.908950407437,264.91581792945334,-24.10552978515625,43.238471789182704,-3.0131912231445312,5.404808973647838,nonpositive_flux,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774272862760870784_src1,comparison,601.1620813255084,83.33988079370508,98.22836303710938,43.10353363839779,12.278545379638672,5.387941704799724,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774384016513181696_src3,comparison,262.7813907518733,1044.3238015177974,8.865501403808594,43.01469127885437,1.1081876754760742,5.3768364098567965,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774289488578357504_src6,comparison,828.4736214883297,963.2989681765418,-49.07823181152344,41.666539469674575,-6.13477897644043,5.208317433709322,nonpositive_flux,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,gaia_774290626745586944_src8,comparison,913.3971407969409,1310.3701121537408,62.143028259277344,44.31047240089463,7.767878532409668,5.538809050111829,ok,23.400781126995525,-86.22399583361903
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,target_V0399_direct,target,1865.8659634698906,624.3077118694418,1741653.1437988281,4586.549298654642,217706.64297485352,573.3186623318303,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,DN_UMa_direct,check,1791.0888223278016,678.7756655271379,2531364.499267578,8063.760756327364,316420.56240844727,1007.9700945409205,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774287774887292672_src5,comparison,1914.5673631385562,1087.691118499821,39.555458068847656,43.690041734037194,4.944432258605957,5.461255216754649,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774288805679445888_src7,comparison,1790.918984444546,1344.505869149721,47.307891845703125,42.85920589497901,5.913486480712891,5.357400736872377,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774289041901756032_src4,comparison,1875.068208287108,1447.1091873598293,19.121002197265625,43.080923766591575,2.390125274658203,5.385115470823947,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774271076054448768_src2,comparison,1491.4319035926915,265.5961922309124,46.286705017089844,43.700401329852966,5.7858381271362305,5.462550166231621,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774272862760870784_src1,comparison,600.6850345107628,84.02025509516412,56.208465576171875,43.60087412910016,7.026058197021484,5.45010926613752,ok,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774384016513181696_src3,comparison,262.3043439371276,1045.0041758192565,-14.355545043945312,41.237206748616245,-1.794443130493164,5.154650843577031,nonpositive_flux,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774289488578357504_src6,comparison,827.9965746735841,963.979342478001,-5.152290344238281,43.062044749005196,-0.6440362930297852,5.3827555936256495,nonpositive_flux,22.92373431224985,-85.54362153215999
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,gaia_774290626745586944_src8,comparison,912.9200939821952,1311.0504864552,28.754783630371094,40.08190170716929,3.5943479537963867,5.010237713396161,ok,22.92373431224985,-85.54362153215999
