sequence,file,jd,diff_flux,target_flux_rate,comparison_ensemble_flux_rate,n_comps,good,reject_reason,check_diff_flux,minutes_combined,diff_flux_norm,check_diff_flux_norm
V_8 generic,light_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.68138044,118.71350722165317,215837.9758834839,1818.1416835784912,4,True,ok,174.48566744079997,13.242333456873894,0.9966438534588674,1.00469555753295
V_8 generic,light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,122.58032870172232,233171.63018798828,1902.1945254802706,4,True,ok,175.81247275902123,13.518333435058594,1.029107251691539,1.0123353564257744
V_8 generic,light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,118.90144548198292,217706.64297485352,1830.983989238739,4,True,ok,172.8144889677622,13.794166445732117,0.9982216647490154,0.9950728440325679
V_8 generic,light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,116.38870566876594,205164.5902290344,1762.7534308433533,4,True,ok,176.22313076203073,14.070166423916817,0.9771262835342374,1.0146999418805023
V_8 generic,light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,120.68158334110888,216429.93557929993,1793.3965530395508,4,True,ok,173.19909205138293,14.346499666571617,1.0131665812722441,0.9972874042035821
V_8 generic,light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,119.52797126977404,220528.567987442,1844.9954905509949,4,True,ok,174.39407259228935,14.622499644756317,1.0034815807438282,1.0041681506763223
V_8 generic,light_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.682530903,118.44652288919856,177449.37664031982,1498.1391797065735,4,True,ok,174.73997872415944,14.898999854922295,0.9944024211219903,1.0061598922279955
V_8 generic,light_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,2461181.6827226854,120.26309196531152,245853.3204345703,2044.295688867569,4,True,ok,,15.175166800618172,1.009653191202526,
V_8 generic,light_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,2461181.682914352,116.91052275274379,197210.2832183838,1686.848014831543,4,True,ok,174.63517334892614,15.451166778802872,0.9815071311862684,1.0055564186221293
V_8 generic,light_V_8s_2026_05_20-0058_flat_0p3_late_bias_cal.fits,2461181.68310625,118.64166716795329,193859.68438339233,1633.9932589530945,4,True,ok,174.74312716907468,15.727500021457672,0.9960407296052485,1.0061780211016496
V_8 generic,light_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,2461181.683298148,119.11326880676198,232460.90953826904,1951.5954172611237,4,True,ok,171.79493187869755,16.003833264112473,1.0,0.989202192918017
V_8 generic,light_V_8s_2026_05_20-0060_flat_0p3_late_bias_cal.fits,2461181.683489236,120.4355166071331,201666.83404541016,1674.4797525405884,4,True,ok,167.87203156359462,16.278999745845795,1.0111007599205106,0.9666139736273652
V_8 generic,light_V_8s_2026_05_20-0061_flat_0p3_late_bias_cal.fits,2461181.683680787,117.35757965613078,210210.9133338928,1791.2001419067383,4,True,ok,174.74111023654294,16.55483342707157,0.9852603394380901,1.006166407522241
V_8 generic,light_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,2461181.683872454,118.86972739844148,218861.63068008423,1841.188967704773,4,True,ok,175.91433255753873,16.83083340525627,0.9979553796922861,1.0129218692813158
V_8 generic,light_V_8s_2026_05_20-0063_flat_0p3_late_bias_cal.fits,2461181.6840641205,119.93732873902599,192489.86711883545,1604.9204125404358,4,True,ok,173.24061449925676,17.10683338344097,1.0069182882857566,0.9975264921443201
V_8 generic,light_V_8s_2026_05_20-0064_flat_0p3_late_bias_cal.fits,2461181.684255671,120.91483235347339,217331.67095947263,1797.394634962082,4,True,ok,177.69687634358692,17.382666394114494,1.0151247931045708,1.023185828775629
V_8 generic,light_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,2461181.684446991,119.89564454415431,211296.21283721924,1762.334350347519,4,True,ok,177.6947264302711,17.65816681087017,1.0065683340338982,1.0231734494874665
V_8 generic,light_V_8s_2026_05_20-0066_flat_0p3_late_bias_cal.fits,2461181.684639352,120.23702666921892,184285.02447509769,1532.6811513900757,4,True,ok,174.25981270466002,17.935166582465172,1.009434363389691,1.0033950767921773
V_8 generic,light_V_8s_2026_05_20-0067_flat_0p3_late_bias_cal.fits,2461181.6848310186,116.66327048657733,227276.5429058075,1948.1413640975952,4,True,ok,169.4766101565938,18.211166560649872,0.9794313568527845,0.975853202314419
V_8 generic,light_V_8s_2026_05_20-0068_flat_0p3_late_bias_cal.fits,2461181.6850228007,118.9224063862296,226374.03174209595,1903.5439882278442,4,True,ok,174.28698872186968,18.487332835793495,0.9983976393021166,1.003551557402662
V_8 generic,light_V_8s_2026_05_20-0069_flat_0p3_late_bias_cal.fits,2461181.685213773,120.17021899589133,224703.19215011597,1869.8742003440857,4,True,ok,168.8416139907237,18.762333020567894,1.0088734882328185,0.9721968686094364
