period_min,model_type,N,k,dof,chi2,reduced_chi2,chi2_p_value,bic_chi2,sse,bic_sse,rms_pct,fundamental_amp_pct,harmonic_amp_pct,delta_chi2
14.0,double_wave,138,5,133,449.4134401621378,3.3790484222717128,5.8242064992264075e-36,474.0497085879238,0.03719504701125041,-1109.5627347827597,1.6417348329388677,0.1528632947529141,0.2740289906937913,112.94979501092706
14.00100016669445,double_wave,138,5,133,449.4141694955545,3.3790539059816127,5.822698074284303e-36,474.0504379213405,0.03719525912855534,-1109.5619477934436,1.641739514205591,0.15260553901061977,0.2741455468479957,112.95052434434376
14.002000333388898,double_wave,138,5,133,449.41493795499053,3.3790596838721094,5.821109149563475e-36,474.05120638077653,0.037195475443414144,-1109.5611452351493,1.6417442880953717,0.1523477104545686,0.2742611131202905,112.95129280377978
14.003000500083347,double_wave,138,5,133,449.4157455045238,3.379065755673111,5.819439865260554e-36,474.0520139303098,0.037195695949988825,-1109.560327129809,1.6417491544785623,0.15208981158312077,0.274375690142566,112.95210035331303
14.004000666777797,double_wave,138,5,133,449.4165921071635,3.3790721211064927,5.817690367016153e-36,474.0528605329495,0.03719592064234108,-1109.5594934997296,1.6417541132232882,0.15183184490808338,0.2744892785529915,112.95294695595277
14.005000833472245,double_wave,138,5,133,449.4174777248527,3.3790787798861106,5.815860805893242e-36,474.0537461506387,0.037196149514432834,-1109.5586443675952,1.6417591641954585,0.15157381295477268,0.27460187899602856,112.95383257364193
14.006001000166695,double_wave,138,5,133,449.41840231847044,3.3790857317178227,5.813951338351165e-36,474.05467074425644,0.03719638256012619,-1109.557779756463,1.6417643072587653,0.15131571826205406,0.27471349212243706,112.95475716725969
14.007001166861144,double_wave,138,5,133,449.41936584783593,3.379092976299518,5.81196212621921e-36,474.05563427362193,0.03719661977318408,-1109.5568996897646,1.6417695422746994,0.1510575633823959,0.27482411858929967,112.95572069662518
14.008001333555592,double_wave,138,5,133,449.420368271715,3.3791005133211653,5.809893336662056e-36,474.056636697501,0.03719686114727058,-1109.5560041913009,1.6417748691025542,0.15079935088192495,0.2749337590600143,112.95672312050425
14.009001500250042,double_wave,138,5,133,449.42140954781604,3.3791083424647823,5.807745142167235e-36,474.05767797360204,0.03719710667595093,-1109.5550932852452,1.64178028759943,0.15054108334046087,0.2750424142043205,112.95776439660528
14.010001666944492,double_wave,138,5,133,449.4224896328003,3.3791164634045137,5.8055177205026775e-36,474.0587580585863,0.03719735635269219,-1109.55416699614,1.6417857976202468,0.15028276335158952,0.27515008469830876,112.95884448158955
14.01100183363894,double_wave,138,5,133,449.4236084822822,3.379124875806633,5.80321125469347e-36,474.0598769080682,0.037197610170863385,-1109.5532253488952,1.641791399017747,0.15002439352268815,0.27525677122442443,112.95996333107144
14.01200200033339,double_wave,138,5,133,449.4247660508323,3.3791335793295665,5.800825932993161e-36,474.0610344766183,0.03719786812373593,-1109.5522683687877,1.6417970916425062,0.1497659764750015,0.2753624744715015,112.96112089962156
14.013002167027839,double_wave,138,5,133,449.4259622919809,3.3791425736239167,5.7983619488531394e-36,474.0622307177669,0.03719813020448383,-1109.55129608146,1.6418028753429368,0.14950751484368432,0.2754671951347589,112.96231714077015
14.014002333722287,double_wave,138,5,133,449.42719715822346,3.379151858332507,5.795819500886135e-36,474.06346558400946,0.03719839640618426,-1109.5503085129178,1.6418087499653022,0.14924901127785362,0.27557093391582765,112.96355200701271
14.015002500416736,double_wave,138,5,133,449.4284706010196,3.379161433090373,5.793198792845705e-36,474.0647390268056,0.037198666721817555,-1109.5493056895314,1.641814715353714,0.14899046844064007,0.2756736915227541,112.96482544980887
14.016002667111184,double_wave,138,5,133,449.42978257080125,3.3791712975248216,5.7905000335832554e-36,474.06605099658725,0.037198941144267736,-1109.5482876380318,1.6418207713501474,0.14873188900924514,0.275775468670015,112.9661374195905
14.017002833805634,double_wave,138,5,133,449.43113301697053,3.3791814512554175,5.787723437025572e-36,474.06740144275653,0.03719921966632281,-1109.547254385511,1.6418269177944447,0.14847327567500132,0.275876266078561,112.96748786575978
14.018003000500084,double_wave,138,5,133,449.43252188790984,3.379191893894059,5.784869222130186e-36,474.06879031369584,0.037199502280675194,-1109.5462059594195,1.6418331545243277,0.1482146311434165,0.2759760844757985,112.96887673669909
14.019003167194532,double_wave,138,5,133,449.43394913097825,3.3792026250449494,5.781937612863953e-36,474.07021755676425,0.03719978897992174,-1109.545142387567,1.6418394813753945,0.14795595813423498,0.27607492459562527,112.9703039797675
14.020003333888981,double_wave,138,5,133,449.4354146925185,3.3792136443046505,5.7789288381626326e-36,474.0716831183045,0.03720007975656436,-1109.5440636981186,1.6418458981811384,0.1476972593814963,0.27617278717844584,112.97176954130776
14.021003500583431,double_wave,138,5,133,449.4369185178616,3.3792249512621173,5.7758431318913e-36,474.0731869436476,0.03720037460301029,-1109.5429699195956,1.6418524047729495,0.1474385376335793,0.27626967297118277,112.97327336665086
14.022003667277879,double_wave,138,5,133,449.43846055132605,3.379236545498692,5.7726807328208886e-36,474.07472897711204,0.03720067351157249,-1109.5418610808726,1.6418590009801255,0.14717979565328107,0.27636558272731676,112.97481540011529
14.023003833972329,double_wave,138,5,133,449.44004073622375,3.3792484265881484,5.769441884583444e-36,474.07630916200975,0.03720097647446955,-1109.540737211179,1.6418656866298706,0.14692103621785244,0.27646051720686593,112.976395585013
14.024004000666778,double_wave,138,5,133,449.4416590148628,3.3792605940967126,5.7661268356394905e-36,474.0779274406488,0.03720128348382658,-1109.5395983400938,1.641872461547313,0.1466622621190702,0.2765544771764547,112.97801386365205
14.025004167361226,double_wave,138,5,133,449.44331532855136,3.379273047583093,5.7627358392386846e-36,474.07958375433736,0.03720159453167526,-1109.5384444975473,1.6418793255555089,0.14640347616328328,0.276647463409285,112.97967017734061
14.026004334055676,double_wave,138,5,133,449.44500961760167,3.379285786598509,5.759269153381272e-36,474.08127804338767,0.037201909609954315,-1109.5372757138182,1.6418862784754507,0.14614468117149432,0.2767394766852024,112.98136446639091
14.027004500750126,double_wave,138,5,133,449.4467418213282,3.379298810686678,5.755727040791737e-36,474.0830102471142,0.037202228710509426,-1109.5360920195346,1.6418933201260657,0.14588587997938937,0.276830517790672,112.98309667011745
14.028004667444574,double_wave,138,5,133,449.44851187805875,3.3793121193839,5.752109768862772e-36,474.08478030384475,0.03720255182509419,-1109.5348934456695,1.6419004503242396,0.14562707543741943,0.2769205875188378,112.984866726848
14.029004834139023,double_wave,138,5,133,449.45031972513164,3.379325712219035,5.748417609630793e-36,474.08658815091763,0.03720287894536994,-1109.5336800235418,1.6419076688848095,0.14536827041085504,0.27700968666951786,112.98667457392088
14.030005000833473,double_wave,138,5,133,449.4521652989022,3.3793395887135502,5.7446508397286755e-36,474.0884337246882,0.037203210062906444,-1109.5324517848144,1.641914975620581,0.14510946777984823,0.2770978160492481,112.98852014769142
14.03100516752792,double_wave,138,5,133,449.4540485347451,3.379353748381542,5.7408097403494434e-36,474.0903169605311,0.03720354516918194,-1109.5312087614927,1.6419223703423298,0.14485067043949,0.27718497647127566,112.99040338353433
14.03200533422237,double_wave,138,5,133,449.45596936705755,3.379368190729756,5.736894597205052e-36,474.09223779284355,0.03720388425558366,-1109.529950985924,1.6419298528588124,0.14459188129988187,0.2772711687556112,112.99232421584679
14.03300550091682,double_wave,138,5,133,449.4579277292612,3.379382915257603,5.732905700490288e-36,474.0941961550472,0.03720422731340796,-1109.528678490795,1.6419374229767685,0.14433310328618476,0.2773563937290365,112.99428257805044
14.034005667611268,double_wave,138,5,133,449.4599235538087,3.3793979214572083,5.728843344832455e-36,474.0961919795947,0.03720457433386101,-1109.527391309132,1.6419450805009383,0.1440743393386991,0.27744065222512304,112.99627840259797
14.035005834305718,double_wave,138,5,133,449.4619567721862,3.37941320881343,5.724707829253931e-36,474.0982251979722,0.037204925308058835,-1109.5260894742983,1.641952825234062,0.1438155924129133,0.2775239450842696,112.99831162097547
14.036006001000167,double_wave,138,5,133,449.46402731491276,3.3794287768038553,5.7204994571377556e-36,474.10029574069875,0.037205280227027654,-1109.5247730199937,1.6419606569768885,0.14355686547958046,0.2776062731537165,113.000382163702
14.037006167694615,double_wave,138,5,133,449.4661351115483,3.379444624898859,5.7162185361748944e-36,474.1024035373343,0.037205639081704246,-1109.523441980253,1.6419685755281819,0.1432981615247696,0.2776876372875649,113.00248996033753
14.038006334389065,double_wave,138,5,133,449.4682800906959,3.379460752561623,5.711865378324442e-36,474.1045485164819,0.037206001862936565,-1109.5220963894442,1.6419765806847377,0.14303948354994847,0.27776803834681857,113.00463493948513
14.039006501083515,double_wave,138,5,133,449.4704621800038,3.3794771592481485,5.707440299773027e-36,474.1067306057898,0.03720636856148363,-1109.5207362822684,1.6419846722413776,0.1427808345720347,0.2778474771993902,113.00681702879302
14.040006667777963,double_wave,138,5,133,449.4726813061689,3.379493844407285,5.702943620890472e-36,474.1089497319549,0.03720673916801612,-1109.5193616937572,1.641992849990967,0.142522217623469,0.2779259547201371,113.00903615495815
14.041006834472412,double_wave,138,5,133,449.47493739494087,3.3795108074807585,5.69837566618484e-36,474.11120582072687,0.03720711367311667,-1109.5179726592721,1.642001113724416,0.1422636357522835,0.27800347179088064,113.01129224373011
14.04200700116686,double_wave,138,5,133,449.4772303711252,3.379528047903197,5.69373676425896e-36,474.1134987969112,0.03720749206728015,-1109.5165692145038,1.6420094632306907,0.1420050920221597,0.2780800293004348,113.01358521991443
14.04300716786131,double_wave,138,5,133,449.4795601585877,3.379545565102163,5.689027247762494e-36,474.1158285843737,0.03720787434091422,-1109.5151513954686,1.6420178982968234,0.14174658951251318,0.2781556281446306,113.01591500737692
14.04400733455576,double_wave,138,5,133,449.48192668025445,3.379563358498154,5.6842474533541186e-36,474.11819510604045,0.03720826048433931,-1109.51371923851,1.6420264187079128,0.14148813131854623,0.27823026922634514,113.01828152904369
14.045007501250208,double_wave,138,5,133,449.48432985811803,3.3795814275046467,5.679397721651407e-36,474.12059828390403,0.0372086504877891,-1109.512272780296,1.642035024247133,0.14122972055132646,0.27830395345552095,113.02068470690728
14.046007667944657,double_wave,138,5,133,449.48676961324304,3.379599771528143,5.674478397179296e-36,474.12303803902904,0.037209044341411354,-1109.5108120578159,1.642043714695756,0.14097136033785024,0.27837668174919844,113.02312446203229
14.047007834639107,double_wave,138,5,133,449.4892458657621,3.379618389968136,5.6694898283397326e-36,474.1255142915481,0.0372094420352673,-1109.5093371083835,1.6420524898331341,0.14071305382112348,0.2784484550315447,113.02560071455133
14.048008001333555,double_wave,138,5,133,449.4917585348863,3.3796372822171903,5.66443236735064e-36,474.1280269606723,0.037209843559332684,-1109.5078479696317,1.6420613494367262,0.14045480416021586,0.278519274233868,113.02811338367553
14.049008168028005,double_wave,138,5,133,449.49430753890596,3.379656447660947,5.659306370204077e-36,474.13057596469196,0.037210248903498055,-1109.506344679513,1.642070293282102,0.1401966145303437,0.27858914029465237,113.0306623876952
14.050008334722454,double_wave,138,5,133,449.4968927951932,3.3796758856781444,5.654112196622835e-36,474.1331612209792,0.037210658057568756,-1109.5048272762976,1.6420793211429439,0.13993848812294113,0.27865805415959083,113.03324764398246
14.051008501416902,double_wave,138,5,133,449.4995142202059,3.379695595640646,5.648850210009839e-36,474.1357826459919,0.03721107101126558,-1109.5032957985725,1.6420884327910605,0.13968042814573306,0.278726016781604,113.03586906899517
14.052008668111352,double_wave,138,5,133,449.50217172949203,3.379715576913474,5.643520777399025e-36,474.13844015527803,0.03721148775422506,-1109.50175028524,1.642097627996393,0.13942243782279798,0.27879302912087434,113.03852657828128
14.053008834805802,double_wave,138,5,133,449.5048652376918,3.3797358288548254,5.638124269411492e-36,474.1411336634778,0.0372119082759997,-1109.500190775516,1.642106906527022,0.13916452039465288,0.27885909214486065,113.04122008648102
14.05400900150025,double_wave,138,5,133,449.50759465854117,3.379756350816099,5.6326610602048676e-36,474.14386308432717,0.037212332566058354,-1109.4986173089296,1.642116268149174,0.1389066791183178,0.27892420682833674,113.04394950733041
14.0550091681947,double_wave,138,5,133,449.5103599048756,3.3797771421419216,5.627131527426668e-36,474.1466283306616,0.0372127606137867,-1109.4970299253202,1.6421257126272337,0.13864891726740072,0.27898837415342653,113.04671475366484
14.056009334889149,double_wave,138,5,133,449.51316088863484,3.379798202170187,5.62153605216079e-36,474.14942931442084,0.03721319240848752,-1109.495428664838,1.642135239723749,0.13839123813216336,0.27905159510961836,113.04951573742409
14.057009501583597,double_wave,138,5,133,449.515997520862,3.3798195302320453,5.615875018889087e-36,474.152265946648,0.03721362793938093,-1109.4938135679415,1.642144849199437,0.1381336450195999,0.2791138706937971,113.05235236965126
14.058009668278046,double_wave,138,5,133,449.5188697117119,3.379841125651969,5.610148815431289e-36,474.1551381374979,0.03721406719560476,-1109.4921846753957,1.642154540813193,0.13787614125350464,0.2791752019102647,113.05522456050113
14.059009834972496,double_wave,138,5,133,449.5217773704519,3.379862987747759,5.604357832900489e-36,474.1580457962379,0.0372145101662152,-1109.4905420282728,1.6421643143221039,0.13761873017456674,0.2792355897707928,113.05813221924114
14.060010001666944,double_wave,138,5,133,449.5247204054641,3.3798851158305574,5.598502465657624e-36,474.1609888312501,0.03721495684018656,-1109.4888856679486,1.6421741694814438,0.13736141514042727,0.27929503529462585,113.06107525425335
14.061010168361394,double_wave,138,5,133,449.5276987242531,3.379907509204911,5.592583111251774e-36,474.1639671500391,0.037215407206412324,-1109.4872156361018,1.642184106044697,0.13710419952576963,0.2793535395085235,113.06405357304237
14.062010335055843,double_wave,138,5,133,449.530712233445,3.3799301671687596,5.5866001703797183e-36,474.166980659231,0.03721586125370496,-1109.485531974714,1.6421941237635542,0.13684708672238385,0.2794111034467786,113.06706708223425
14.063010501750291,double_wave,138,5,133,449.5337608387933,3.3799530890134832,5.580554046831005e-36,474.1700292645793,0.03721631897079656,-1109.4838347260657,1.642204222387927,0.13659008013925975,0.2794677281512588,113.07011568758253
14.064010668444741,double_wave,138,5,133,449.5368444451787,3.3799762740239,5.574445147443649e-36,474.1731128709647,0.03721678034633878,-1109.482123932738,1.6422144016659466,0.13633318320265592,0.27952341467142805,113.07319929396795
14.06501083513919,double_wave,138,5,133,449.5399629566205,3.3799997214783497,5.5682738820402033e-36,474.1762313824065,0.037217245368904105,-1109.4803996376083,1.6422246613439904,0.13607639935618027,0.2795781640643768,113.07631780540976
14.066011001833639,double_wave,138,5,133,449.54311627627,3.3800234306486465,5.562040663394516e-36,474.179384702056,0.03721771402698496,-1109.4786618838516,1.6422350011666667,0.13581973206086734,0.27963197739484635,113.07947112505923
14.067011168528088,double_wave,138,5,133,449.5463043064218,3.380047400800164,5.555745907167395e-36,474.1825727322078,0.03721818630899519,-1109.4769107149368,1.6422454208768418,0.1355631847952639,0.2796848557352652,113.08265915521105
14.068011335222536,double_wave,138,5,133,449.5495269485124,3.3800716311918224,5.549390031864551e-36,474.1857953742984,0.03721866220326961,-1109.4751461746268,1.6422559202156357,0.13530676105550657,0.279736800165781,113.08588179730162
