sample_fraction,N,period_median_min,period_p16_min,period_p84_min,fap_median,fap_below_0p05_frac,half_family_frac,long_family_frac
0.4,2500,8.906399943148797,8.696991763101417,18.578257121267516,0.43279114606760427,0.1072,0.5804,0.3748
0.6,2500,8.806632826123515,8.712652222594086,18.459709778355162,0.148010050004376,0.2612,0.6252,0.3664
0.8,2500,8.765982155295557,8.731566810603427,18.27297346916354,0.041150043585953304,0.5616,0.7108,0.2892
1.0,2500,8.765982155295557,8.765982155295557,8.765982155295557,0.00863041524889553,1.0,1.0,0.0
