best_period_min,best_power,false_alarm_probability,iteration
17.279193818081417,0.09881766046569922,0.5760048123247705,0
17.69154753584172,0.1436683598248389,0.03325988132819271,1
17.97756064683248,0.10210537555825842,0.4947679862964816,2
8.629923282528672,0.13655811797364528,0.05577463038156769,3
8.697420639195864,0.09009816610844637,0.7902631910983803,4
8.697420639195864,0.1323086509123637,0.07549232663501995,5
18.89391474010743,0.06085601597368912,0.9999772327652431,6
8.629923282528672,0.10010303357412635,0.5438021871568133,7
16.149928599310023,0.08756934293893963,0.8434751861629385,8
8.697420639195864,0.07803046032236938,0.9702324741511184,9
8.6635404954404,0.1584236009179427,0.011023098761576358,10
18.89391474010743,0.0905487002212128,0.780124129453237,11
8.6635404954404,0.1242721710006526,0.131590782068381,12
8.6635404954404,0.14712651447942138,0.0257635199377289,13
8.942210116522308,0.10424847421202223,0.44444885827931746,14
8.800669868694824,0.15221715323400575,0.017619206284841996,15
8.800669868694824,0.08716687117024162,0.8512912155759015,16
8.800669868694824,0.132148041579056,0.07635284984751554,17
18.12406336903554,0.15022354720477227,0.020457126125864145,18
8.800669868694824,0.10098139708550759,0.5220918529119334,19
8.800669868694824,0.06442599638298854,0.9998008951546014,20
8.800669868694824,0.08426554333816923,0.901504092350284,21
18.424350776951837,0.08324626829091716,0.9164209657717989,22
17.83340739180035,0.07393743721745118,0.9899793086485793,23
8.697420639195864,0.11730302954775046,0.20796314937005383,24
6.3778520317238,0.07487671181101502,0.986802554221039,25
8.835633197002942,0.12965147124643922,0.09096243751364114,26
8.6635404954404,0.14621100335386103,0.027571947266506514,27
17.97756064683248,0.1549790253758323,0.014310909366604592,28
17.69154753584172,0.09360252448314492,0.7074940818178079,29
19.38803931963581,0.12125528930049706,0.16095051782710446,30
17.97756064683248,0.15386178647683044,0.015569222452980718,31
8.697420639195864,0.07075214966984514,0.996544534311479,32
8.765982155295557,0.14130745404950992,0.039539562614325695,33
17.97756064683248,0.1406438198821749,0.04150011434238568,34
19.055800447552972,0.17551998340227323,0.002945114393576704,35
8.800669868694824,0.14338786164074793,0.033952489836440586,36
8.697420639195864,0.12833275153625293,0.09968724212377317,37
18.578257121267516,0.15100745406305247,0.019291960547476436,38
8.731566810603427,0.11875664486065098,0.18946490552610315,39
42.19254509640065,0.1051026920445819,0.4251511768462235,40
8.731566810603427,0.11639087292485417,0.2203266946419071,41
8.870875438213458,0.18144488393140548,0.0018479305916892404,42
17.4144925291895,0.09185637833783622,0.7497682790133672,43
8.731566810603427,0.16234516594227572,0.00817196531416929,44
8.530618973470192,0.12670832484767486,0.11149090565673671,45
8.870875438213458,0.11135766059999962,0.2996581179857513,46
8.731566810603427,0.15741309344929635,0.01190255751519709,47
8.6635404954404,0.12565849586279096,0.11978403179641738,48
8.6635404954404,0.11248255326337972,0.2802507185583647,49
8.731566810603427,0.1067186881087473,0.38997516948177124,50
8.765982155295557,0.14304055403272145,0.03482928865848849,51
8.765982155295557,0.08703435566845688,0.8538218293465799,52
8.800669868694824,0.1407956317831128,0.041043577619175875,53
8.697420639195864,0.10454766117388925,0.43763709475200113,54
8.731566810603427,0.1352647400345033,0.061191264061083835,55
8.765982155295557,0.10786874571167988,0.36607015248891245,56
8.731566810603427,0.15685303251612343,0.012419049500359318,57
8.6635404954404,0.0843564360992592,0.9001031430120324,58
8.6635404954404,0.08983889036277182,0.7960159825930823,59
8.731566810603427,0.13781439712339183,0.05095098279819585,60
17.97756064683248,0.18355051130454705,0.0015642420553036876,61
8.697420639195864,0.09324186629694482,0.7163585955580829,62
8.870875438213458,0.10358020106539083,0.4598613126676858,63
19.055800447552972,0.14057432153773822,0.04171073106175824,64
19.055800447552972,0.09810684254769232,0.5939678207894953,65
8.6635404954404,0.13358402275070855,0.06897467219412053,66
18.27297346916354,0.08252945795789725,0.9260324081360274,67
8.731566810603427,0.07738839331549169,0.9744464580949048,68
8.765982155295557,0.12041440172070976,0.17010009202064344,69
18.734756414310624,0.09177081624975006,0.7517928543741854,70
17.014806963505382,0.12377897691256874,0.13603716497442517,71
8.697420639195864,0.11630457835854577,0.22152722800072258,72
18.27297346916354,0.14053772947988658,0.041822034905874036,73
18.578257121267516,0.10232828244852342,0.4894188726462672,74
10.864219148907697,0.12466170957326757,0.12817160582043252,75
9.7241744944611,0.07452074150209786,0.988087617390657,76
8.765982155295557,0.1641557052544087,0.007112187017094545,77
17.551926780804948,0.07506438880735056,0.9860829565527897,78
18.27297346916354,0.16052852360604059,0.009389780738950691,79
18.12406336903554,0.12173311303053572,0.15594569468573533,80
18.12406336903554,0.18269749053400763,0.0016736120894732247,81
8.800669868694824,0.08125143514868252,0.9413692684412266,82
19.055800447552972,0.138073300222751,0.050007443410760605,83
8.629923282528672,0.07054535119797081,0.996799758863441,84
8.731566810603427,0.09945313883123394,0.5600297340711277,85
8.697420639195864,0.10657416503851457,0.3930470054601605,86
