period_min,model_type,N,k,dof,chi2,reduced_chi2,chi2_p_value,bic_chi2,sse,bic_sse,rms_pct,fundamental_amp_pct,delta_chi2
7.0,sine,138,3,135,451.39660123977797,3.343678527702059,9.828218046603265e-36,466.1783622952496,0.03741161996486951,-1118.6160496387813,1.646507501949521,0.2754866249063564,67.63588075611318
7.000500083347225,sine,138,3,135,451.390463556218,3.3436330633793925,9.849570509208054e-36,466.1722246116896,0.03741117119489214,-1118.6177050236158,1.6464976266039604,0.275622977578645,67.6297430725532
7.001000166694449,sine,138,3,135,451.3843753170331,3.3435879653113565,9.870796671368697e-36,466.16613637250475,0.03741072701276493,-1118.6193435047294,1.6464878521573751,0.2757582491917671,67.62365483336833
7.001500250041674,sine,138,3,135,451.37833656684364,3.3435432338284716,9.891895364216462e-36,466.1600976223153,0.03741028742053897,-1118.6209650739543,1.6464781786566982,0.27589243981848394,67.61761608317886
7.0020003333888985,sine,138,3,135,451.3723473490438,3.3434988692521763,9.912865426369734e-36,466.15410840451545,0.03740985242015399,-1118.622569723538,1.6464686061463945,0.27602554954127073,67.61162686537904
7.0025004167361224,sine,138,3,135,451.36640770580766,3.3434548718948713,9.93370570405951e-36,466.1481687612793,0.03740942201343869,-1118.6241574461446,1.6464591346684674,0.2761575784523452,67.60568722214288
7.003000500083347,sine,138,3,135,451.3605176780882,3.3434112420599122,9.95441505127716e-36,466.1422787335598,0.03740899620211091,-1118.6257282348524,1.6464497642624636,0.2762885266536946,67.59979719442339
7.003500583430572,sine,138,3,135,451.3546773056164,3.343367980041603,9.97499232991936e-36,466.13643836108804,0.03740857498777722,-1118.6272820831564,1.6464404949654625,0.2764183942570987,67.59395682195162
7.004000666777796,sine,138,3,135,451.34888662690696,3.343325086125237,9.995436409913636e-36,466.1306476823786,0.037408158371933745,-1118.6288189849647,1.6464313268120971,0.2765471813841594,67.58816614324218
7.004500750125021,sine,138,3,135,451.343145679253,3.3432825605870593,1.0015746169378198e-35,466.1249067347246,0.03740774635596559,-1118.6303389346015,1.6464222598345377,0.27667488816632685,67.5824251955882
7.005000833472246,sine,138,3,135,451.33745449873516,3.3432404036943346,1.0035920494729074e-35,466.1192155542068,0.03740733894114754,-1118.6318419268032,1.6464132940625098,0.276801514744927,67.57673401507037
7.00550091681947,sine,138,3,135,451.3318131202146,3.343198615705293,1.0055958280846186e-35,466.1135741756862,0.037406936128643695,-1118.6333279567216,1.6464044295232843,0.27692706127119565,67.57109263654979
7.006001000166695,sine,138,3,135,451.32622157734056,3.3431571968691896,1.0075858431186526e-35,466.1079826328122,0.037406537919507835,-1118.6347970199201,1.646395666241687,0.2770515279063003,67.56550109367578
7.006501083513919,sine,138,3,135,451.3206799025469,3.343116147426273,1.0095619857931763e-35,466.1024409580185,0.03740614431468331,-1118.6362491123775,1.646387004240095,0.2771749148213651,67.5599594188821
7.007001166861143,sine,138,3,135,451.31518812705724,3.3430754676078314,1.0115241482112283e-35,466.0969491825289,0.037405755315003515,-1118.6376842304824,1.6463784435384474,0.2772972221975276,67.55446764339246
7.007501250208368,sine,138,3,135,451.30974628088404,3.343035157636178,1.0134722233741798e-35,466.0915073363557,0.037405370921191616,-1118.6391023710376,1.6463699841542394,0.2774184502259266,67.54902579721926
7.008001333555592,sine,138,3,135,451.30435439282667,3.342995217724642,1.0154061051959897e-35,466.0861154482983,0.037404991133860685,-1118.6405035312573,1.6463616261025242,0.27753859910776535,67.54363390916188
7.008501416902817,sine,138,3,135,451.2990124904808,3.3429556480776355,1.017325688513517e-35,466.0807735459524,0.037404615953514256,-1118.6418877087667,1.6463533693959274,0.2776576690543364,67.538292006816
7.009001500250042,sine,138,3,135,451.29372060023144,3.342916448890603,1.019230869102122e-35,466.0754816557031,0.037404245380545945,-1118.6432549016022,1.6463452140446355,0.27777566028704354,67.53300011656665
7.009501583597266,sine,138,3,135,451.2884787472583,3.3428776203500616,1.0211215436869782e-35,466.07023980272993,0.03740387941523968,-1118.6446051082116,1.646337160056404,0.2778925730374452,67.52775826359351
7.010001666944491,sine,138,3,135,451.2832869555357,3.342839162633598,1.0229976099560888e-35,466.0650480110073,0.03740351805776991,-1118.6459383274523,1.6463292074365592,0.27800840754726514,67.5225664718709
7.0105017502917155,sine,138,3,135,451.27814524783605,3.3428010759098967,1.02485896657208e-35,466.0599063033077,0.037403161308201864,-1118.6472545585912,1.6463213561880057,0.2781231640684654,67.51742476417127
7.0110018336389395,sine,138,3,135,451.27305364572703,3.3427633603387186,1.0267055131859519e-35,466.05481470119867,0.03740280916649126,-1118.6485538013055,1.6463136063112196,0.27823684286322886,67.51233316206225
7.011501916986164,sine,138,3,135,451.2680121695776,3.3427260160709453,1.028537150447772e-35,466.04977322504925,0.037402461632484806,-1118.6498360556807,1.646305957804259,0.2783494442040319,67.50729168591283
7.012002000333389,sine,138,3,135,451.26302083855614,3.342689043248564,1.0303537800196486e-35,466.0447818940278,0.03740211870592024,-1118.6511013222114,1.6462984106627636,0.27846096837366036,67.50230035489136
7.012502083680613,sine,138,3,135,451.25807967063076,3.342652442004672,1.0321553045884054e-35,466.0398407261024,0.037401780386426144,-1118.6523496017999,1.646290964879955,0.2785714156652436,67.49735918696598
7.013002167027838,sine,138,3,135,451.2531886825768,3.342616212463532,1.033941627874904e-35,466.03494973804845,0.03740144667352275,-1118.6535808957553,1.6462836204466484,0.2786807863822918,67.49246819891204
7.013502250375063,sine,138,3,135,451.24834788996924,3.342580354740513,1.0357126546490857e-35,466.0301089454409,0.037401117566621254,-1118.6547952057958,1.6462763773512419,0.27878908083873327,67.48762740630445
7.014002333722287,sine,138,3,135,451.24355730719094,3.3425448689421553,1.0374682907390809e-35,466.0253183626626,0.037400793065024376,-1118.6559925340455,1.646269235579727,0.27889629935893784,67.48283682352616
7.014502417069512,sine,138,3,135,451.2388169474334,3.3425097551661733,1.0392084430428313e-35,466.02057800290504,0.03740047316792687,-1118.6571728830336,1.6462621951157004,0.27900244227776605,67.47809646376862
7.0150025004167365,sine,138,3,135,451.2341268226937,3.342475013501435,1.0409330195408759e-35,466.01588787816536,0.03740015787441471,-1118.6583362556971,1.646255255940345,0.27910750994058986,67.47340633902894
7.01550258376396,sine,138,3,135,451.2294869437811,3.3424406440280086,1.0426419293057541e-35,466.01124799925276,0.03739984718346613,-1118.6594826553765,1.646248418032454,0.2792115027033416,67.46876646011634
7.016002667111185,sine,138,3,135,451.2248973203153,3.34240664681715,1.0443350825138186e-35,466.0066583757869,0.03739954109395124,-1118.6606120858178,1.6462416813684215,0.2793144209325361,67.4641768366505
7.01650275045841,sine,138,3,135,451.22035796072794,3.342373021931318,1.0460123904565563e-35,466.0021190161996,0.03739923960463225,-1118.6617245511716,1.6462350459222483,0.2794162650053206,67.45963747706315
7.017002833805634,sine,138,3,135,451.2158688722668,3.3423397694241985,1.0476737655496248e-35,465.99762992773844,0.03739894271416392,-1118.6628200559917,1.6462285116655508,0.2795170353094951,67.45514838860203
7.017502917152859,sine,138,3,135,451.21143006099464,3.342306889340701,1.0493191213448303e-35,465.9931911164663,0.03739865042109329,-1118.663898605235,1.6462220785675552,0.27961673224356093,67.45070957732986
7.018003000500084,sine,138,3,135,451.2070415317915,3.342274381716974,1.0509483725398724e-35,465.98880258726314,0.03739836272386,-1118.6649602042623,1.6462157465951057,0.2797153562167462,67.44632104812672
7.018503083847308,sine,138,3,135,451.20270328835716,3.3422422465804233,1.0525614349883717e-35,465.9844643438288,0.0373980796207966,-1118.6660048588346,1.6462095157126697,0.2798129076490577,67.44198280469237
7.0190031671945325,sine,138,3,135,451.1984153332099,3.3422104839497027,1.05415822571065e-35,465.9801763886815,0.03739780111012829,-1118.6670325751168,1.6462033858823326,0.2799093869712967,67.4376948495451
7.019503250541757,sine,138,3,135,451.1941776676923,3.342179093834758,1.0557386629024188e-35,465.97593872316395,0.03739752718997362,-1118.6680433596725,1.6461973570638135,0.2800047946251177,67.43345718402753
7.020003333888981,sine,138,3,135,451.1899902919694,3.3421480762368105,1.0573026659452091e-35,465.97175134744106,0.03739725785834409,-1118.6690372194678,1.6461914292144573,0.2800991310630429,67.42926980830464
7.020503417236206,sine,138,3,135,451.18585320503087,3.342117431148377,1.0588501554162428e-35,465.9676142605025,0.03739699311314469,-1118.6700141618676,1.6461856022892432,0.28019239674851704,67.42513272136608
7.02100350058343,sine,138,3,135,451.1817664046952,3.342087158553298,1.0603810530962357e-35,465.96352746016686,0.037396732952174,-1118.670974194636,1.6461798762407907,0.28028459215594037,67.42104592103044
7.021503583930655,sine,138,3,135,451.17772988760726,3.3420572584267205,1.0618952819806403e-35,465.9594909430789,0.0373964773731241,-1118.6719173259373,1.646174251019356,0.2803757177706872,67.41700940394247
7.02200366727788,sine,138,3,135,451.17374364924325,3.3420277307351354,1.0633927662868333e-35,465.9555047047149,0.037396226373581115,-1118.6728435643322,1.6461687265728435,0.2804657740891816,67.41302316557847
7.022503750625104,sine,138,3,135,451.16980768391113,3.341998575436379,1.0648734314639593e-35,465.95156873938276,0.03739597995102506,-1118.6737529187797,1.6461633028468037,0.28055476161889376,67.40908720024635
7.023003833972329,sine,138,3,135,451.16592198475286,3.341969792479651,1.0663372042009882e-35,465.9476830402245,0.0373957381028302,-1118.6746453986361,1.6461579797844388,0.2806426808784018,67.40520150108807
7.0235039173195535,sine,138,3,135,451.1620865437438,3.3419413818055097,1.0677840124361e-35,465.9438475992154,0.03739550082626505,-1118.6755210136535,1.6461527573266064,0.2807295323974227,67.401366060079
7.024004000666777,sine,138,3,135,451.1583013516997,3.341913343345924,1.0692137853630172e-35,465.94006240717135,0.037395268118492864,-1118.6763797739798,1.646147635411826,0.28081531671684984,67.39758086803494
7.024504084014002,sine,138,3,135,451.1545663982719,3.3418856770242367,1.0706264534416532e-35,465.93632745374356,0.0373950399765713,-1118.6772216901577,1.6461426139762754,0.28090003438878713,67.39384591460714
7.025004167361227,sine,138,3,135,451.15088167195466,3.3418583827552197,1.0720219484039053e-35,465.9326427274263,0.037394816397453144,-1118.6780467731248,1.6461376929538036,0.280983685976593,67.39016118828988
7.025504250708451,sine,138,3,135,451.147247160083,3.3418314604450594,1.073400203262486e-35,465.92900821555463,0.037394597377986075,-1118.6788550342126,1.646132872275928,0.2810662720549107,67.38652667641821
7.026004334055676,sine,138,3,135,451.1436628488369,3.3418049099913847,1.0747611523180924e-35,465.92542390430856,0.03739438291491307,-1118.6796464851443,1.6461281518718416,0.2811477932097152,67.38294236517214
7.026504417402901,sine,138,3,135,451.14012872324395,3.3417787312832883,1.0761047311662167e-35,465.9218897787156,0.03739417300487256,-1118.680421138037,1.646123531668418,0.2812282500383378,67.37940823957916
7.027004500750125,sine,138,3,135,451.13664476717776,3.341752924201317,1.0774308767053979e-35,465.9184058226494,0.03739396764439854,-1118.6811790053985,1.6461190115902116,0.28130764314951556,67.37592428351297
7.02750458409735,sine,138,3,135,451.13321096336136,3.3417274886174915,1.0787395271439703e-35,465.914972018833,0.03739376682992068,-1118.6819201001285,1.6461145915594628,0.2813859731634197,67.37249047969658
7.028004667444574,sine,138,3,135,451.1298272933724,3.341702424395351,1.0800306220050774e-35,465.911588348844,0.03739357055776486,-1118.682644435516,1.6461102714961078,0.2814632407117041,67.3691068097076
7.028504750791798,sine,138,3,135,451.12649373764026,3.341677731389928,1.0813041021356655e-35,465.9082547931119,0.03739337882415301,-1118.6833520252399,1.646106051317776,0.2815394464375275,67.36577325397548
7.029004834139023,sine,138,3,135,451.1232102754513,3.341653409447787,1.0825599097110907e-35,465.90497133092293,0.03739319162520344,-1118.6840428833684,1.6461019309397968,0.28161459099560315,67.36248979178652
7.029504917486248,sine,138,3,135,451.1199768849486,3.3416294584070267,1.0837979882424105e-35,465.9017379404202,0.037393008956931054,-1118.6847170243568,1.6460979102752047,0.2816886750522304,67.3592564012838
7.030005000833472,sine,138,3,135,451.11679354313486,3.3416058780972953,1.0850182825817222e-35,465.8985545986065,0.03739283081524743,-1118.6853744630487,1.6460939892347402,0.2817616992853343,67.35607305947008
7.030505084180697,sine,138,3,135,451.11366022587526,3.3415826683398167,1.0862207389281665e-35,465.8954212813469,0.03739265719596119,-1118.6860152146742,1.6460901677268602,0.2818336643845004,67.35293974221048
7.031005167527922,sine,138,3,135,451.1105769078998,3.341559828947406,1.0874053048326073e-35,465.89233796337146,0.03739248809477821,-1118.6866392948482,1.6460864456577395,0.28190457105101496,67.34985642423504
7.031505250875146,sine,138,3,135,451.1075435628029,3.341537359724466,1.0885719292045826e-35,465.88930461827454,0.03739232350730164,-1118.6872467195722,1.646082822931275,0.2819744199978949,67.34682307913812
7.0320053342223705,sine,138,3,135,451.1045601630473,3.341515260467017,1.0897205623163756e-35,465.88632121851896,0.03739216342903224,-1118.6878375052306,1.646079299449088,0.28204321194993237,67.34383967938254
7.032505417569595,sine,138,3,135,451.1016266799677,3.341493530962724,1.090851155807681e-35,465.8833877354393,0.037392007855368725,-1118.6884116685917,1.6460758751105375,0.28211094764373185,67.34090619630291
7.033005500916819,sine,138,3,135,451.0987430837681,3.341472170990875,1.091963662691839e-35,465.88050413923975,0.037391856781607544,-1118.6889692268066,1.6460725498127122,0.2821776278277379,67.33802260010333
7.033505584264044,sine,138,3,135,451.0959093435298,3.341451180322443,1.0930580373584845e-35,465.87767039900143,0.03739171020294363,-1118.6895101974085,1.6460693234504467,0.2822432532622746,67.33518885986501
7.034005667611268,sine,138,3,135,451.093125427209,3.3414305587200666,1.0941342355794126e-35,465.8748864826806,0.03739156811447026,-1118.690034598311,1.64606619591632,0.28230782471959176,67.33240494354419
7.034505750958493,sine,138,3,135,451.09039130164234,3.3414103059380915,1.0951922145115574e-35,465.872152357114,0.037391430511179484,-1118.6905424478084,1.6460631671006647,0.2823713429838868,67.32967081797756
7.035005834305718,sine,138,3,135,451.08770693254803,3.341390421722578,1.0962319327011752e-35,465.86946798801966,0.03739129738796231,-1118.6910337645731,1.6460602368915693,0.28243380885135017,67.32698644888325
7.035505917652942,sine,138,3,135,451.08507228452504,3.3413709058112966,1.0972533500888668e-35,465.8668333399967,0.03739116873960862,-1118.691508567658,1.6460574051748802,0.28249522313019343,67.32435180086026
7.036006001000167,sine,138,3,135,451.08248732106125,3.3413517579337872,1.0982564280110102e-35,465.8642483765329,0.03739104456080797,-1118.6919668764922,1.6460546718342146,0.282555586640694,67.32176683739647
7.036506084347391,sine,138,3,135,451.07995200453166,3.3413329778113456,1.0992411292040699e-35,465.8617130600033,0.037390924846149434,-1118.6924087108812,1.6460520367509612,0.282614900215221,67.31923152086688
7.037006167694615,sine,138,3,135,451.07746629620135,3.341314565157047,1.10020741780795e-35,465.859227351673,0.03739080959012177,-1118.6928340910074,1.6460494998042814,0.2826731646982759,67.31674581253657
7.03750625104184,sine,138,3,135,451.0750301562291,3.341296519675771,1.1011552593681413e-35,465.85679121170074,0.03739069878711409,-1118.693243037427,1.6460470608711253,0.2827303809465316,67.31430967256432
7.038006334389065,sine,138,3,135,451.07264354366777,3.341278841064206,1.1020846208393355e-35,465.8544045991394,0.03739059243141559,-1118.6936355710716,1.6460447198262254,0.2827865498288513,67.31192306000298
