N,baseline_min,median_cadence_s,median_formal_error_pct,robust_scatter_pct,best_bic_model,best_bic_reduced_chi2,error_scale_from_best_bic_model,precession_cycles_covered_13p38h
138,111.20149970054626,48.55000823736191,0.9003448935157883,1.512890971306458,double_wave_best_period,2.5298018432421863,1.5905350807958265,0.13851706489853793
