period_min,model_type,N,k,dof,chi2,reduced_chi2,chi2_p_value,bic_chi2,sse,bic_sse,rms_pct,model,fundamental_amp_pct,harmonic_amp_pct,delta_bic_chi2_vs_constant,delta_bic_sse_vs_constant
,constant,138,1,137,457.8482911211901,3.3419583293517525,3.4033256048441737e-36,462.7755448063473,0.03799293561307003,-1126.3427505876614,1.659250215100008,constant_flux,,,0.0,0.0
8.742153194917773,sine,138,3,135,383.7949674392405,2.842925684735115,1.0446671243232233e-25,398.57672849471214,0.03209741563206806,-1139.7584546510752,1.5250900574992918,sine_free_half_period,0.9428873905674734,,-64.19881631163514,-13.415704063413841
17.484306389835545,sine,138,3,135,404.7614225548661,2.998232759665675,9.79042713592783e-29,419.54318361033773,0.033694028299527314,-1133.0592304548315,1.5625607999655358,sine_doubled_half_as_fundamental,0.8009719842854227,,-43.23236119600955,-6.716479867170165
17.586597766294382,sine,138,3,135,402.59212759201125,2.9821639080889724,2.0313299179846514e-28,417.3738886474829,0.03349607070727901,-1133.872392726582,1.5579638957714854,sine_double_wave_best_period,0.8186721325007285,,-45.4016561588644,-7.529642138920508
17.586597766294382,double_wave,138,5,133,336.46364515121076,2.5298018432421863,1.3217481127152334e-19,361.09991357699676,0.028287824204167613,-1147.3394254985608,1.4317270457860793,double_wave_best_period,0.7672145741742387,0.8934684284803653,-101.67563122935053,-20.9966749108994
17.145536666666665,sine,138,3,135,412.493485746428,3.0555073018253927,7.151834314592738e-30,427.27524680189964,0.034389872082413855,-1130.2383055303917,1.5786132256246133,sine_literature_1028p732s_orbital,0.735114804247578,,-35.50029800444764,-3.895554942730314
17.52,sine,138,3,135,403.9892574929953,2.992513018466632,1.2697691488271217e-28,418.77101854846694,0.03362373393605874,-1133.3474344997178,1.5609299981532456,sine_literature_1051p2s_superhump,0.8073249153718502,,-44.00452625788034,-7.004683912056407
