period_min,frequency_cpd,power,window
12.0,120.0,0.0032361300756523987,short_5_to_12min
11.935600148304946,120.6474732822299,0.0016988602640132064,short_5_to_12min
11.871887830337107,121.2949465644598,0.0006564253825944515,short_5_to_12min
11.808852094377155,121.9424198466897,0.0002533299025208402,short_5_to_12min
11.746482220077052,122.5898931289196,0.0006073572481511058,short_5_to_12min
11.684767712382085,123.23736641114951,0.0018021773805131272,short_5_to_12min
11.62369829564348,123.8848396933794,0.0038820753043428643,short_5_to_12min
11.563263907914697,124.5323129756093,0.006847941467042649,short_5_to_12min
11.503454695424693,125.17978625783921,0.010653839548268842,short_5_to_12min
11.444261007221877,125.82725954006911,0.015203997453517887,short_5_to_12min
11.38567338998253,126.474732822299,0.020350733944846357,short_5_to_12min
11.327682582977909,127.12220610452891,0.02589442620346006,short_5_to_12min
11.270279513194364,127.76967938675881,0.031586987791286304,short_5_to_12min
11.213455290601095,128.4171526689887,0.037140356116736016,short_5_to_12min
11.15720120356033,129.0646259512186,0.042241099366545215,short_5_to_12min
11.101508714374974,129.7120992334485,0.04657138412767713,short_5_to_12min
11.04636945496895,130.35957251567842,0.04983522266092098,short_5_to_12min
10.991775222695628,131.00704579790832,0.05178735473778945,short_5_to_12min
10.937717976269928,131.65451908013821,0.052260755670460374,short_5_to_12min
10.884189831819892,132.3019923623681,0.051188168102632346,short_5_to_12min
10.831183059053611,132.949465644598,0.04861365951475569,short_5_to_12min
10.778690077537625,133.5969389268279,0.04469200862732408,short_5_to_12min
10.726703453083013,134.24441220905783,0.03967618694765222,short_5_to_12min
10.675215894235576,134.89188549128772,0.03389546971223976,short_5_to_12min
10.624220248866594,135.53935877351762,0.027728028789547454,short_5_to_12min
10.573709500860861,136.18683205574752,0.021571939906503138,short_5_to_12min
10.523676766898731,136.8343053379774,0.015817630960891407,short_5_to_12min
10.474115293329108,137.4817786202073,0.01082348349161247,short_5_to_12min
10.425018453130361,138.1292519024372,0.006895146340561639,short_5_to_12min
10.376379742956347,138.77672518466713,0.004268462359135804,short_5_to_12min
10.32819278026471,139.42419846689702,0.0030957944310898845,short_5_to_12min
10.280451300524838,140.07167174912692,0.003435822212923458,short_5_to_12min
10.2331491545029,140.71914503135682,0.005247353570545045,short_5_to_12min
10.186280305621501,141.3666183135867,0.008388148984786323,short_5_to_12min
10.13983882739154,142.01409159581664,0.012620005998693668,short_5_to_12min
10.093818900914037,142.66156487804653,0.01762122001394646,short_5_to_12min
10.048214812449638,143.30903816027643,0.02300690038408797,short_5_to_12min
10.003020951053752,143.95651144250633,0.028356482787405234,short_5_to_12min
9.95823180627519,144.60398472473622,0.03324636272212952,short_5_to_12min
9.913841965916369,145.25145800696612,0.03728431046581626,short_5_to_12min
9.869846113853157,145.898931289196,0.040141700533632085,short_5_to_12min
9.826239027912498,146.54640457142594,0.04157989915384598,short_5_to_12min
9.783015577806077,147.19387785365583,0.04146833221778182,short_5_to_12min
9.740170723118256,147.84135113588573,0.039793370609308855,short_5_to_12min
9.697699511346661,148.48882441811563,0.03665863459951867,short_5_to_12min
9.65559707599382,149.13629770034552,0.03227818473337481,short_5_to_12min
9.613858634708278,149.78377098257542,0.026964209602799726,short_5_to_12min
9.572479487473734,150.43124426480534,0.021110439190793525,short_5_to_12min
9.531455014844733,151.07871754703524,0.015171964285212279,short_5_to_12min
9.490780676227528,151.72619082926514,0.009641747148975572,short_5_to_12min
9.450452008204786,152.37366411149503,0.00502402657150064,short_5_to_12min
9.410464622902818,153.02113739372493,0.0018050551799463268,short_5_to_12min
9.370814206400077,153.66861067595482,0.00042208661346256125,short_5_to_12min
9.33149651717574,154.31608395818472,0.0012321793282264594,short_5_to_12min
9.292507384597174,154.96355724041464,0.004483120078572895,short_5_to_12min
9.253842707445157,155.61103052264454,0.010289437667032017,short_5_to_12min
9.215498452475773,156.25850380487444,0.018616799422668237,short_5_to_12min
9.177470653017906,156.90597708710433,0.02927772232548367,short_5_to_12min
9.139755407605326,157.55345036933423,0.04194027645464824,short_5_to_12min
9.102348878642356,158.20092365156415,0.05614943529017503,short_5_to_12min
