precession_period_hr,superhump_period_min,superhump_period_s,orbital_period_s,N,k,dof,chi2,reduced_chi2,aic_chi2,bic_chi2,sse,bic_sse,rms_pct,fundamental_amp_pct,harmonic_amp_pct,fundamental_phase_cycles,harmonic_phase_cycles,delta_chi2
19.188396132044016,17.404732799522368,1044.283967971342,1028.7322,138,5,133,340.5431725652813,2.560474981693844,350.5431725652813,365.1794409910673,0.028745104323431886,-1145.1264579943913,1.4432527755600302,0.7338459524884184,0.8919498046712123,0.7723943169202151,0.7315001528115506,4.079532925128774
19.19639879959987,17.404623112039612,1044.2773867223768,1028.7322,138,5,133,340.5480285886149,2.5605114931474806,350.5480285886149,365.1842970144009,0.028745572434584747,-1145.124210696473,1.4432645271258364,0.7338274962323342,0.8919330216977615,0.7723679726998978,0.7314642189261162,4.08438894846239
19.20440146715572,17.404513517353415,1044.270811041205,1028.7322,138,5,133,340.552883251413,2.560547994371526,350.552883251413,365.189151677199,0.028746040366616342,-1145.1219642950516,1.4432762740993132,0.7338090580838931,0.89191623410643,0.7723416501028317,0.7314283150711485,4.0892436112604855
19.21240413471157,17.404404015346067,1044.264240920764,1028.7322,138,5,133,340.5577365515577,2.560584485350058,350.5577365515577,365.1940049773437,0.02874650811944337,-1145.1197187904834,1.4432880164784814,0.7337906380176414,0.8918994419278178,0.7723153491024105,0.7313924412093402,4.094096911405188
19.220406802267423,17.404294605900056,1044.2576763540033,1028.7322,138,5,133,340.56258848694154,2.5606209660672294,350.56258848694154,365.19885691272754,0.028746975692983227,-1145.117474183122,1.4432997542613795,0.7337722360081439,0.8918826451924273,0.7722890696720812,0.731356597303455,4.098948846789028
19.228409469823276,17.404185288898066,1044.251117333884,1028.7322,138,5,133,340.5674390554657,2.560657436507261,350.5674390554657,365.2037074812517,0.028747443087153893,-1145.1152304733175,1.4433114874460609,0.733753852030026,0.8918658439306764,0.7722628117853276,0.7313207833163138,4.103799415313176
19.236412137379126,17.40407606422299,1044.2445638533795,1028.7322,138,5,133,340.57228825504404,2.5606938966544663,350.57228825504404,365.20855668083004,0.028747910301874242,-1145.1129876614168,1.4433232160306007,0.7337354860579687,0.8918490381728743,0.7722365754156756,0.7312849992108006,4.1086486148915355
19.244414804934976,17.403966931757907,1044.2380159054744,1028.7322,138,5,133,340.57713608359904,2.560730346493226,350.57713608359904,365.21340450938504,0.028748377337063688,-1145.110745747763,1.4433349400130886,0.7337171380666762,0.8918322279492469,0.7722103605367007,0.7312492449498543,4.113496443446536
19.252417472490833,17.403857891386096,1044.2314734831657,1028.7322,138,5,133,340.58198253906414,2.560766786008001,350.58198253906414,365.21825096485014,0.028748844192642405,-1145.1085047326967,1.4433466593916326,0.7336988080309151,0.8918154132899245,0.7721841671220122,0.7312135204964785,4.118342898911635
19.260420140046683,17.403748942991037,1044.224936579462,1028.7322,138,5,133,340.58682761938326,2.560803215183333,350.58682761938326,365.22309604516926,0.028749310868531292,-1145.106264616554,1.4433583741643596,0.7336804959254906,0.8917985942249466,0.7721579951452726,0.7311778258137426,4.1231879792307495
