iteration,single_sine_free_period_min,single_sine_free_period_s,single_sine_free_chi2,double_wave_free_period_min,double_wave_free_period_s,double_wave_free_chi2
65,8.707762557077626,522.4657534246576,289.18518205588356,17.47826086956522,1048.695652173913,276.89012912218067
66,8.707762557077626,522.4657534246576,258.3824338929213,17.451505016722408,1047.0903010033444,243.64797486499685
67,8.707762557077626,522.4657534246576,278.25812709049467,17.531772575250837,1051.9063545150502,265.5528254282824
68,8.73972602739726,524.3835616438356,242.3938422166017,17.638795986622075,1058.3277591973244,220.02032451867206
69,8.73972602739726,524.3835616438356,297.83611071679275,17.585284280936456,1055.1170568561874,282.2159526567293
70,8.73972602739726,524.3835616438356,314.1641559541521,17.505016722408026,1050.3010033444816,283.61580310934664
71,8.771689497716896,526.3013698630137,299.19610136100243,17.585284280936456,1055.1170568561874,274.6260137987598
72,8.771689497716896,526.3013698630137,313.7925780408106,17.638795986622075,1058.3277591973244,296.44936922770233
73,8.707762557077626,522.4657534246576,298.155780209661,17.505016722408026,1050.3010033444816,284.6750352307927
74,8.73972602739726,524.3835616438356,251.10258619528372,17.585284280936456,1055.1170568561874,235.16562144617745
75,8.707762557077626,522.4657534246576,305.5867291969473,17.692307692307693,1061.5384615384617,281.51541653414984
76,8.643835616438356,518.6301369863013,340.21371455008045,17.34448160535117,1040.6688963210702,324.8248772849133
77,8.771689497716896,526.3013698630137,269.06343893025326,17.7190635451505,1063.14381270903,239.66491651970694
78,8.771689497716896,526.3013698630137,352.33198287375023,19.53846153846154,1172.3076923076924,317.6278040330426
79,8.771689497716896,526.3013698630137,318.42700764184326,17.692307692307693,1061.5384615384617,275.79662708105695
80,8.707762557077626,522.4657534246576,285.9640292196568,17.585284280936456,1055.1170568561874,259.3315196048284
81,8.707762557077626,522.4657534246576,262.43176376910367,17.505016722408026,1050.3010033444816,248.30503361562745
82,8.73972602739726,524.3835616438356,311.6026087341204,19.51170568561873,1170.7023411371238,285.8652845039309
83,8.867579908675799,532.054794520548,367.33503473949236,17.77257525083612,1066.3545150501673,339.256751826013
84,8.73972602739726,524.3835616438356,256.13738205369077,17.531772575250837,1051.9063545150502,235.80125595068307
85,8.771689497716896,526.3013698630137,275.1126656318022,17.638795986622075,1058.3277591973244,263.46909394984687
86,8.771689497716896,526.3013698630137,312.48328909141327,17.7190635451505,1063.14381270903,270.0472576176905
87,8.67579908675799,520.5479452054794,296.54245123560446,17.505016722408026,1050.3010033444816,254.44241281713136
88,8.73972602739726,524.3835616438356,303.33961051340094,17.638795986622075,1058.3277591973244,281.9062499033181
89,8.67579908675799,520.5479452054794,274.05336249935164,17.451505016722408,1047.0903010033444,255.502810307517
90,8.835616438356164,530.1369863013698,279.3992617168103,17.85284280936455,1071.1705685618729,262.90148136515444
91,8.73972602739726,524.3835616438356,301.39095279958707,17.585284280936456,1055.1170568561874,290.5761086247263
92,8.771689497716896,526.3013698630137,289.3680883262878,17.77257525083612,1066.3545150501673,257.1122405015385
93,8.73972602739726,524.3835616438356,261.23774492788465,17.585284280936456,1055.1170568561874,230.65748217619787
94,8.867579908675799,532.054794520548,295.88348656980367,17.85284280936455,1071.1705685618729,275.81250036269677
95,8.643835616438356,518.6301369863013,329.78331218227237,17.39799331103679,1043.8795986622074,302.6682159381772
96,8.80365296803653,528.2191780821918,298.56883026648427,17.745819397993312,1064.7491638795987,289.51033765945215
97,8.835616438356164,530.1369863013698,307.67230697618237,17.531772575250837,1051.9063545150502,285.73114471666497
98,8.643835616438356,518.6301369863013,272.87989602362325,17.317725752508363,1039.0635451505018,265.06728734673055
99,8.707762557077626,522.4657534246576,290.7355142944893,17.47826086956522,1048.695652173913,259.7359656013676
100,8.643835616438356,518.6301369863013,246.98936271658872,19.591973244147155,1175.5183946488294,239.82033106752442
101,8.771689497716896,526.3013698630137,288.65914659224023,17.558528428093645,1053.5117056856186,274.219564458192
102,8.67579908675799,520.5479452054794,287.67687984726047,17.317725752508363,1039.0635451505018,270.1490262115713
103,8.707762557077626,522.4657534246576,260.01275883775764,17.4247491638796,1045.484949832776,242.41225713807486
104,8.707762557077626,522.4657534246576,271.63161239433566,17.665551839464882,1059.9331103678928,249.41052829397495
105,8.835616438356164,530.1369863013698,282.0851565865315,17.77257525083612,1066.3545150501673,253.79272899918155
106,8.67579908675799,520.5479452054794,301.08695109016634,19.351170568561873,1161.0702341137123,279.700655754962
107,8.771689497716896,526.3013698630137,283.2231828463897,17.638795986622075,1058.3277591973244,271.8014106188517
108,8.67579908675799,520.5479452054794,300.22093813966376,21.51839464882943,1291.103678929766,293.61381347385634
109,8.835616438356164,530.1369863013698,245.20770642878574,17.79933110367893,1067.9598662207359,225.6437433181298
110,8.771689497716896,526.3013698630137,277.95863734031053,17.85284280936455,1071.1705685618729,252.41949949187853
111,5.639269406392694,338.35616438356163,268.76343598467406,17.82608695652174,1069.5652173913043,257.1940740922219
112,8.80365296803653,528.2191780821918,287.7328147973436,17.665551839464882,1059.9331103678928,273.7123606062814
113,8.835616438356164,530.1369863013698,284.1029946277689,17.692307692307693,1061.5384615384617,270.7539622116858
114,8.643835616438356,518.6301369863013,307.6716431054145,17.39799331103679,1043.8795986622074,286.7988033988853
115,8.73972602739726,524.3835616438356,270.3595467044037,17.612040133779264,1056.7224080267558,250.87793348931103
116,10.785388127853881,647.1232876712329,290.6831127890873,21.51839464882943,1291.103678929766,287.6787408697384
117,8.80365296803653,528.2191780821918,289.6105321683279,17.692307692307693,1061.5384615384617,276.15465764266014
118,8.707762557077626,522.4657534246576,280.9914529423605,17.4247491638796,1045.484949832776,270.55851420133274
119,8.867579908675799,532.054794520548,282.7376743430676,17.745819397993312,1064.7491638795987,255.27284259257732
120,8.80365296803653,528.2191780821918,246.3742083562752,17.745819397993312,1064.7491638795987,223.73980364007664
121,8.452054794520548,507.12328767123284,299.6183085513515,16.755852842809364,1005.3511705685619,283.0089834507005
122,8.73972602739726,524.3835616438356,283.64014325416883,17.505016722408026,1050.3010033444816,257.1201787712932
123,8.73972602739726,524.3835616438356,261.2122035373517,17.531772575250837,1051.9063545150502,230.69631147190148
124,8.67579908675799,520.5479452054794,275.4598234412624,17.39799331103679,1043.8795986622074,258.96036556519954
125,8.707762557077626,522.4657534246576,314.1067495354796,17.451505016722408,1047.0903010033444,299.5144627183447
126,8.835616438356164,530.1369863013698,209.93495858756017,17.745819397993312,1064.7491638795987,190.8730835237812
127,8.80365296803653,528.2191780821918,285.4393779809797,17.585284280936456,1055.1170568561874,269.3821363131134
128,8.67579908675799,520.5479452054794,293.2117406794681,17.4247491638796,1045.484949832776,271.10762789102034
129,8.73972602739726,524.3835616438356,291.6038411213859,17.612040133779264,1056.7224080267558,283.2248932657521
130,8.73972602739726,524.3835616438356,312.21711384756566,17.558528428093645,1053.5117056856186,273.93310310271323
131,8.80365296803653,528.2191780821918,307.14727591821975,17.558528428093645,1053.5117056856186,291.1625372543185
132,8.707762557077626,522.4657534246576,272.7500770788647,17.665551839464882,1059.9331103678928,251.02042301697804
133,8.771689497716896,526.3013698630137,275.15372627426507,17.638795986622075,1058.3277591973244,220.8532003592554
134,8.835616438356164,530.1369863013698,313.9740086855867,17.665551839464882,1059.9331103678928,288.4955785191263
135,8.867579908675799,532.054794520548,281.9822679180811,17.77257525083612,1066.3545150501673,257.9760546521952
136,8.73972602739726,524.3835616438356,303.20063229480235,17.585284280936456,1055.1170568561874,289.32651293612827
137,8.771689497716896,526.3013698630137,251.36382905963967,17.585284280936456,1055.1170568561874,233.72243055477674
138,8.899543378995434,533.972602739726,287.6066406558038,17.906354515050168,1074.38127090301,250.54550507883667
139,8.73972602739726,524.3835616438356,314.8484237675032,17.47826086956522,1048.695652173913,288.3064394446208
140,8.771689497716896,526.3013698630137,315.4886929059239,17.505016722408026,1050.3010033444816,305.93398855620853
141,8.707762557077626,522.4657534246576,271.3731546870557,17.505016722408026,1050.3010033444816,253.6771037293066
142,8.73972602739726,524.3835616438356,303.2254125274603,17.558528428093645,1053.5117056856186,272.6775764841951
143,6.054794520547945,363.28767123287673,251.56618412235983,17.47826086956522,1048.695652173913,232.3683902853851
144,8.643835616438356,518.6301369863013,274.3043982431521,17.39799331103679,1043.8795986622074,243.5999217804902
145,8.771689497716896,526.3013698630137,254.47040409328713,17.7190635451505,1063.14381270903,225.65201312161557
146,10.785388127853881,647.1232876712329,248.59194091773622,17.37123745819398,1042.2742474916388,242.02502197466487
147,9.76255707762557,585.7534246575342,245.3976181606979,19.40468227424749,1164.2809364548496,221.58615713070395
148,8.73972602739726,524.3835616438356,316.86754005179046,17.612040133779264,1056.7224080267558,292.0068189627913
149,8.771689497716896,526.3013698630137,288.7292378206875,17.531772575250837,1051.9063545150502,271.40391235886784
150,8.835616438356164,530.1369863013698,263.41906116780876,17.77257525083612,1066.3545150501673,249.38628109438093
151,8.73972602739726,524.3835616438356,291.27767181061097,17.531772575250837,1051.9063545150502,264.21649895536444
152,8.835616438356164,530.1369863013698,277.63174557064235,17.7190635451505,1063.14381270903,263.8392199713709
153,8.643835616438356,518.6301369863013,271.3906524173743,17.29096989966555,1037.4581939799332,253.11751582925282
154,8.707762557077626,522.4657534246576,239.78413740966488,17.47826086956522,1048.695652173913,230.64577402465125
155,8.67579908675799,520.5479452054794,259.6692015527446,17.4247491638796,1045.484949832776,252.249839850638
156,8.80365296803653,528.2191780821918,265.44962607716985,17.558528428093645,1053.5117056856186,242.69899608491764
157,8.771689497716896,526.3013698630137,277.89385859221045,17.638795986622075,1058.3277591973244,248.06965504513354
158,6.438356164383562,386.3013698630137,290.21550782048485,17.77257525083612,1066.3545150501673,260.93304522590114
159,8.67579908675799,520.5479452054794,269.84661511100546,17.451505016722408,1047.0903010033444,253.7199827156954
160,8.707762557077626,522.4657534246576,306.440660380815,17.47826086956522,1048.695652173913,277.1926302712507
161,8.771689497716896,526.3013698630137,221.1572555049674,17.612040133779264,1056.7224080267558,209.6811120782303
162,8.707762557077626,522.4657534246576,276.21186909818675,17.531772575250837,1051.9063545150502,252.9089962639744
163,9.858447488584474,591.5068493150684,285.64277890241226,19.618729096989966,1177.123745819398,264.64729727043476
164,8.73972602739726,524.3835616438356,302.72787141558473,17.47826086956522,1048.695652173913,283.2745701304839
165,8.80365296803653,528.2191780821918,248.94347858407417,17.77257525083612,1066.3545150501673,220.54888911324937
166,8.73972602739726,524.3835616438356,288.25791421749045,17.558528428093645,1053.5117056856186,275.9784586505402
167,8.67579908675799,520.5479452054794,343.3882304255884,17.451505016722408,1047.0903010033444,332.7891083109475
168,8.835616438356164,530.1369863013698,301.56852634717035,17.612040133779264,1056.7224080267558,277.9225259920638
169,8.80365296803653,528.2191780821918,233.8856632526485,17.692307692307693,1061.5384615384617,214.0719867676474
170,8.80365296803653,528.2191780821918,321.90533164249484,17.665551839464882,1059.9331103678928,299.60365671122827
171,8.67579908675799,520.5479452054794,252.03301743078657,19.270903010033443,1156.2541806020065,230.6182203008698
172,10.817351598173516,649.041095890411,270.0454018361182,19.190635451505017,1151.438127090301,252.8058701941202
173,8.80365296803653,528.2191780821918,290.6146731854473,17.692307692307693,1061.5384615384617,267.1683581584959
174,8.73972602739726,524.3835616438356,283.18048651052777,17.4247491638796,1045.484949832776,250.94536936855252
175,8.80365296803653,528.2191780821918,366.93663737263984,17.665551839464882,1059.9331103678928,348.21282222350624
176,8.835616438356164,530.1369863013698,339.84749194142967,17.77257525083612,1066.3545150501673,315.95908769000744
177,8.643835616438356,518.6301369863013,284.61444503763886,17.34448160535117,1040.6688963210702,267.01013214720695
178,8.73972602739726,524.3835616438356,256.0436894793687,17.47826086956522,1048.695652173913,241.05533173084325
179,8.835616438356164,530.1369863013698,255.28595968143216,17.745819397993312,1064.7491638795987,243.23785833874803
180,8.67579908675799,520.5479452054794,308.26781148740963,17.34448160535117,1040.6688963210702,274.6409686411168
181,8.73972602739726,524.3835616438356,285.99140178556877,17.558528428093645,1053.5117056856186,251.7015489932403
182,5.639269406392694,338.35616438356163,272.0592916447638,17.933110367892976,1075.9866220735785,243.66366562470535
183,8.61187214611872,516.7123287671233,318.2517012671142,17.34448160535117,1040.6688963210702,300.0627584693441
184,10.945205479452055,656.7123287671233,311.06423529951167,19.645484949832777,1178.7290969899666,298.08698762114324
185,8.80365296803653,528.2191780821918,231.45213215328496,17.7190635451505,1063.14381270903,211.45588071090847
186,8.771689497716896,526.3013698630137,298.71558458923266,17.692307692307693,1061.5384615384617,271.6588179092175
187,8.80365296803653,528.2191780821918,344.07190665744747,17.79933110367893,1067.9598662207359,312.8067394485604
188,10.753424657534246,645.2054794520548,292.73735356800154,21.277591973244146,1276.6555183946487,276.96200236577306
189,8.80365296803653,528.2191780821918,265.53196927348773,19.565217391304348,1173.9130434782608,253.0611712852158
190,8.73972602739726,524.3835616438356,275.79229178958,17.585284280936456,1055.1170568561874,248.58439125209415
191,8.835616438356164,530.1369863013698,266.0515649186184,17.79933110367893,1067.9598662207359,246.9343795191134
192,8.899543378995434,533.972602739726,313.89854770796427,17.879598662207357,1072.7759197324415,284.71995136123184
193,8.707762557077626,522.4657534246576,276.0816052735559,17.47826086956522,1048.695652173913,248.33634232774642
194,8.867579908675799,532.054794520548,316.8654547493989,17.879598662207357,1072.7759197324415,293.46998306294233
195,8.707762557077626,522.4657534246576,279.1395103342628,17.4247491638796,1045.484949832776,253.4405173927802
196,8.73972602739726,524.3835616438356,281.9953495805571,17.505016722408026,1050.3010033444816,265.7993505614479
197,8.835616438356164,530.1369863013698,286.0831901864593,17.77257525083612,1066.3545150501673,252.8286408312184
198,8.67579908675799,520.5479452054794,331.84334178979367,17.39799331103679,1043.8795986622074,317.2663816524183
199,8.771689497716896,526.3013698630137,299.5615397268757,17.745819397993312,1064.7491638795987,273.4696097254323
200,8.73972602739726,524.3835616438356,224.8693955917733,17.47826086956522,1048.695652173913,223.0557253172023
201,8.73972602739726,524.3835616438356,296.7873705687229,17.558528428093645,1053.5117056856186,274.38516088699043
202,8.73972602739726,524.3835616438356,306.2558411421315,17.692307692307693,1061.5384615384617,293.8123445352908
203,8.61187214611872,516.7123287671233,295.5377659450001,17.264214046822744,1035.8528428093646,269.6153204313039
204,8.67579908675799,520.5479452054794,298.7091846392773,17.959866220735787,1077.5919732441473,261.56480049957696
205,8.67579908675799,520.5479452054794,254.78644640583747,17.451505016722408,1047.0903010033444,236.75457728950352
206,8.835616438356164,530.1369863013698,278.91721990254587,19.913043478260867,1194.782608695652,258.4614478527545
207,8.771689497716896,526.3013698630137,320.60876696856053,17.665551839464882,1059.9331103678928,294.3503297222263
208,8.707762557077626,522.4657534246576,237.24309369801838,17.505016722408026,1050.3010033444816,219.91926875027957
209,8.67579908675799,520.5479452054794,237.48497729610432,17.39799331103679,1043.8795986622074,228.49476591375986
210,8.73972602739726,524.3835616438356,298.6115826580478,17.692307692307693,1061.5384615384617,275.5035503801622
211,8.643835616438356,518.6301369863013,243.26732709733932,19.53846153846154,1172.3076923076924,230.7184345845567
212,8.80365296803653,528.2191780821918,250.5751530934297,17.612040133779264,1056.7224080267558,244.2743404360808
213,8.707762557077626,522.4657534246576,322.66232014762477,17.531772575250837,1051.9063545150502,305.76656883906145
214,8.73972602739726,524.3835616438356,304.3418613658134,18.013377926421406,1080.8026755852843,275.81586155250244
215,8.80365296803653,528.2191780821918,280.64704800713946,17.665551839464882,1059.9331103678928,250.83572838767014
216,8.771689497716896,526.3013698630137,293.9373195448395,17.7190635451505,1063.14381270903,264.00051772891766
217,8.643835616438356,518.6301369863013,286.66793765760406,17.264214046822744,1035.8528428093646,268.92717122220444
218,8.67579908675799,520.5479452054794,303.2002177533107,17.37123745819398,1042.2742474916388,291.7157739468261
219,8.73972602739726,524.3835616438356,311.85127237885825,17.665551839464882,1059.9331103678928,282.9061643434187
220,8.80365296803653,528.2191780821918,255.15612341187375,17.77257525083612,1066.3545150501673,221.37751228565693
221,8.579908675799086,514.7945205479451,244.63184520036765,17.34448160535117,1040.6688963210702,211.80454499371655
222,8.61187214611872,516.7123287671233,277.9492002649121,17.34448160535117,1040.6688963210702,259.3368671190847
223,8.73972602739726,524.3835616438356,296.59448972769144,17.531772575250837,1051.9063545150502,283.2975148405724
224,8.707762557077626,522.4657534246576,285.60813426998004,17.4247491638796,1045.484949832776,262.9363696921657
225,8.73972602739726,524.3835616438356,308.5412754690774,17.531772575250837,1051.9063545150502,298.43642452696247
226,8.707762557077626,522.4657534246576,255.76765893060735,17.531772575250837,1051.9063545150502,241.1854410205711
227,8.73972602739726,524.3835616438356,308.6881352233345,19.40468227424749,1164.2809364548496,271.0586130140602
228,8.707762557077626,522.4657534246576,282.83902592352064,17.558528428093645,1053.5117056856186,252.7988972373198
229,8.80365296803653,528.2191780821918,342.94387591449674,17.933110367892976,1075.9866220735785,307.7861328666427
230,8.835616438356164,530.1369863013698,286.9734813561246,17.692307692307693,1061.5384615384617,272.3537877264072
231,8.931506849315069,535.8904109589041,303.744027009405,17.959866220735787,1077.5919732441473,274.41073845631524
232,8.80365296803653,528.2191780821918,276.20082589200007,17.638795986622075,1058.3277591973244,260.95199280043647
233,8.80365296803653,528.2191780821918,289.6697491806904,17.692307692307693,1061.5384615384617,259.5897501374345
234,8.67579908675799,520.5479452054794,322.31058493124993,17.39799331103679,1043.8795986622074,297.81684126872835
235,8.867579908675799,532.054794520548,277.7649156345381,17.745819397993312,1064.7491638795987,252.02743291262365
236,8.73972602739726,524.3835616438356,297.017828820795,17.505016722408026,1050.3010033444816,287.3070410380592
237,8.80365296803653,528.2191780821918,274.2106751140195,19.51170568561873,1170.7023411371238,244.55371255572592
238,8.643835616438356,518.6301369863013,273.1542966314762,17.34448160535117,1040.6688963210702,263.9227682980752
239,8.835616438356164,530.1369863013698,259.7102027134998,17.77257525083612,1066.3545150501673,241.35914999114775
240,8.835616438356164,530.1369863013698,268.35716395638894,17.7190635451505,1063.14381270903,244.7260045319237
241,8.73972602739726,524.3835616438356,274.3966152764337,17.47826086956522,1048.695652173913,258.25045894308755
242,8.771689497716896,526.3013698630137,274.0215274446829,19.51170568561873,1170.7023411371238,253.40438491791423
243,8.73972602739726,524.3835616438356,260.5992923342388,17.531772575250837,1051.9063545150502,236.67451177351018
244,8.61187214611872,516.7123287671233,235.67025566279167,17.183946488294314,1031.0367892976587,227.30751969930074
245,8.707762557077626,522.4657534246576,284.0581637952687,17.34448160535117,1040.6688963210702,252.42740100052157
246,8.867579908675799,532.054794520548,282.7778778510953,17.77257525083612,1066.3545150501673,264.57403047358764
247,8.80365296803653,528.2191780821918,259.0831413377293,17.665551839464882,1059.9331103678928,242.00702734712797
248,8.835616438356164,530.1369863013698,218.94951710522147,17.79933110367893,1067.9598662207359,204.70089459456102
249,8.73972602739726,524.3835616438356,274.82762631118817,17.47826086956522,1048.695652173913,253.94849977156213
