bootstrap,fit_space,family,weight,model_period_mean_min,model_period_sigma_min,model_period_mean_s,model_period_sigma_s,hard_assigned_n,hard_assigned_median_min,hard_assigned_p16_min,hard_assigned_p84_min
row_resample,period_min,half_period_family,0.5492118488159018,8.756749014168532,0.06901495782709381,525.404940850112,4.140897469625629,555,8.765982155295557,8.697266243801863,8.819089111897904
row_resample,period_min,fundamental_family,0.45078815118409826,18.54180632202338,8.116981700569088,1112.5083793214028,487.0189020341453,445,18.24387570360624,17.32285173382825,19.05528719242707
row_resample,frequency_cpd,half_period_family,0.6087609800061282,8.746065575112413,0.7161753069102524,524.7639345067447,42.97051841461515,609,8.765982155295557,8.681286378281316,8.835633197002942
row_resample,frequency_cpd,fundamental_family,0.39123901999387173,18.88827373456917,2.759880688814818,1133.2964240741503,165.59284132888908,391,18.3286705124908,17.83340739180035,19.0989347296939
perturbed_scaled_errors,period_min,half_period_family,0.5295382024304883,8.752743458068563,0.06770967470604414,525.1646074841138,4.062580482362648,532,8.765982155295557,8.697420639195864,8.835633197002942
perturbed_scaled_errors,period_min,fundamental_family,0.4704617975695117,18.545930037253157,5.0192228167426025,1112.7558022351895,301.15336900455617,468,18.424350776951837,17.69154753584172,19.055800447552972
perturbed_scaled_errors,frequency_cpd,half_period_family,0.5559999986898994,8.758841633727773,0.4874455582351727,525.5304980236664,29.246733494110362,556,8.765982155295557,8.697420639195864,8.835633197002942
perturbed_scaled_errors,frequency_cpd,fundamental_family,0.4440000013101006,18.654416351983922,1.8688459459902982,1119.2649811190354,112.13075675941789,444,18.424350776951837,17.83340739180035,19.055800447552972
