run,N,best_period_min,best_power,false_alarm_probability,best_sine_period_min,best_sine_amp_pct,best_sine_delta_sse,best_sine_bic_constant,best_sine_bic_sine,best_sine_bic_delta,best_sine_rms_sine_pct
short_5_to_90min,138,8.765982155295557,0.15561117084307644,0.013767495678242111,8.765982155295557,0.930049680026143,0.005907433052465348,-1126.3539179597508,-1139.8229069108115,-13.468988951060737,1.5247339559620219
wide_3_to_180min,138,8.74377810285232,0.15536956527360019,0.014021248024370972,8.74377810285232,0.929066251500341,0.005897255436338546,-1126.3539179597508,-1139.7791356511764,-13.425217691425587,1.5249757850138415
