window,min_period_min,max_period_min,best_period_min,best_period_s,best_power,false_alarm_probability,half_power_width_min,family,iteration,experiment
bootstrap,5,90,8.765982155295557,525.9589293177335,0.1411298460630072,0.04005539162501689,10.395891280347952,half_period_family,0,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.16175787400398997,0.008547749812715597,12.57301093947573,half_period_family,1,perturb_formal_errors
bootstrap,5,90,18.12406336903554,1087.4438021421324,0.13156518844701512,0.0795533405056394,11.992427529344258,long_period_family,2,perturb_formal_errors
bootstrap,5,90,8.59656595153282,515.7939570919692,0.0952806267573384,0.6656002744463928,34.76250708297133,half_period_family,3,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.10659924390492313,0.39251288660941885,12.246323425561995,half_period_family,4,perturb_formal_errors
bootstrap,5,90,8.6635404954404,519.8124297264239,0.14665501755564622,0.02668008040152673,10.65408589668556,half_period_family,5,perturb_formal_errors
bootstrap,5,90,8.731566810603427,523.8940086362056,0.10999573918975274,0.32446855760958865,11.901536845884266,half_period_family,6,perturb_formal_errors
bootstrap,5,90,18.578257121267516,1114.6954272760509,0.13599683219801087,0.05806702442440592,12.08457247594573,long_period_family,7,perturb_formal_errors
bootstrap,5,90,8.731566810603427,523.8940086362056,0.12849287916005322,0.0985881199578696,11.266392875624831,half_period_family,8,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.13715627895099952,0.05342620970706204,11.805955609862337,half_period_family,9,perturb_formal_errors
bootstrap,5,90,16.758388882257538,1005.5033329354522,0.11686791639481522,0.21378673677229165,33.66192612293046,long_period_family,10,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.10668146177199175,0.39076498923752356,11.557909421295273,half_period_family,11,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.13089450330153138,0.08339089725423104,12.605112982346517,half_period_family,12,perturb_formal_errors
bootstrap,5,90,18.27297346916354,1096.3784081498122,0.14809236532283393,0.023980006360369458,11.960080162521765,long_period_family,13,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.1458160062810732,0.0283894824871888,10.395891280347952,half_period_family,14,perturb_formal_errors
bootstrap,5,90,18.12406336903554,1087.4438021421324,0.16331361624683582,0.007587242876533109,11.675065751266501,long_period_family,15,perturb_formal_errors
bootstrap,5,90,18.734756414310624,1124.0853848586376,0.148065938710303,0.024027176521808746,12.08457247594573,long_period_family,16,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.12429719117929632,0.1313687283235227,11.219829142267784,half_period_family,17,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.12966505563968328,0.09087635346649395,0.5447353679598415,half_period_family,18,perturb_formal_errors
bootstrap,5,90,18.734756414310624,1124.0853848586376,0.1246267304168423,0.12847533584291168,14.251843574516627,long_period_family,19,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.12408451627090547,0.13326698437575432,10.080233661508037,half_period_family,20,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.14217021722366227,0.037123085225837064,12.21446392636321,half_period_family,21,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.15408475194940782,0.01530980286562965,11.201449995091624,half_period_family,22,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.13806225017134932,0.050047371959011475,11.590504935005987,half_period_family,23,perturb_formal_errors
bootstrap,5,90,18.578257121267516,1114.6954272760509,0.1068940896024795,0.3862670987855307,11.708166202315645,long_period_family,24,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.15647662317260858,0.012778373639309117,11.060517953361343,half_period_family,25,perturb_formal_errors
bootstrap,5,90,8.800669868694824,528.0401921216894,0.10475234498268972,0.43300945874620117,11.410679774686608,half_period_family,26,perturb_formal_errors
bootstrap,5,90,8.731566810603427,523.8940086362056,0.1053145027614869,0.42043928078105675,63.98340401988743,half_period_family,27,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.16148079887358074,0.008730845364561795,9.658387276098555,half_period_family,28,perturb_formal_errors
bootstrap,5,90,18.734756414310624,1124.0853848586376,0.13218167393056715,0.07617189610110404,12.57301093947573,long_period_family,29,perturb_formal_errors
bootstrap,5,90,18.12406336903554,1087.4438021421324,0.1549552697457672,0.014336605199673697,11.443027141509102,long_period_family,30,perturb_formal_errors
bootstrap,5,90,18.578257121267516,1114.6954272760509,0.12051508586681682,0.16898121044334075,12.182361883492423,long_period_family,31,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.10723914824104479,0.37903723913377174,12.540663572653235,half_period_family,32,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.13767954693139972,0.05144911019238852,11.686813843898053,half_period_family,33,perturb_formal_errors
bootstrap,5,90,18.578257121267516,1114.6954272760509,0.12754778835941613,0.10524004970701335,47.53908598136009,long_period_family,34,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.1442635326113167,0.03183500137809519,12.540663572653235,half_period_family,35,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.10214090451531249,0.49391375419879024,81.53432390706301,half_period_family,36,perturb_formal_errors
bootstrap,5,90,18.27297346916354,1096.3784081498122,0.11109701317275704,0.30429504951991354,13.456843192419827,long_period_family,37,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.14967889856234237,0.021306525427501104,11.298494918495619,half_period_family,38,perturb_formal_errors
bootstrap,5,90,8.765982155295557,525.9589293177335,0.12442750075155838,0.13021766544375635,40.155656691424106,half_period_family,39,perturb_formal_errors
bootstrap,5,90,8.697420639195864,521.8452383517518,0.1542622682633579,0.015106272521036393,10.622226397486775,half_period_family,40,perturb_formal_errors
bootstrap,5,90,8.835633197002942,530.1379918201765,0.14776521574203325,0.024570311481104123,11.74101272932913,half_period_family,41,perturb_formal_errors
bootstrap,5,90,8.800669868694824,528.0401921216894,0.1199525487055824,0.17531534113352606,11.960080162521765,half_period_family,42,perturb_formal_errors
bootstrap,5,90,17.14598125614478,1028.7588753686869,0.10653506215170506,0.3938806941894753,11.590504935005987,long_period_family,43,perturb_formal_errors
bootstrap,5,90,18.424350776951837,1105.4610466171102,0.12242333056860082,0.14895815114275957,11.805955609862337,long_period_family,44,perturb_formal_errors
bootstrap,5,90,18.578257121267516,1114.6954272760509,0.12190109234034698,0.1542190345231007,12.21446392636321,long_period_family,45,perturb_formal_errors
bootstrap,5,90,8.731566810603427,523.8940086362056,0.2132965003427912,0.00014037094906392168,10.786910198211961,half_period_family,46,perturb_formal_errors
bootstrap,5,90,18.424350776951837,1105.4610466171102,0.14319613909062454,0.03443384747211328,11.443027141509102,long_period_family,47,perturb_formal_errors
bootstrap,5,90,8.835633197002942,530.1379918201765,0.1418370861262956,0.03803886202773681,11.525062894281788,half_period_family,48,perturb_formal_errors
bootstrap,5,90,18.27297346916354,1096.3784081498122,0.13039943892447362,0.08633339808324061,11.557909421295273,long_period_family,49,perturb_formal_errors
bootstrap,5,90,8.731566810603427,523.8940086362056,0.1725052020290866,0.0037271543418739513,11.686813843898053,half_period_family,50,perturb_formal_errors
