candidate,median,robust_sigma,p01,p99,frac_abs_deviation_gt_10pct,preferred_by_metric
no_flat,1.0,0.0,1.0,1.0,0.0,False
flat_4s_masked,1.0,0.011487905236907667,0.9723013893836836,1.020573566084788,0.0010355151079535615,True
flat_0p3_late_bias,1.0,0.01160748609843135,0.9716712313608321,1.019503693252552,0.0010499008950052024,False
flat_0p3_early_bias,1.0,0.01160748609843135,0.971643566547708,1.019503693252552,0.0010501624547697777,False
flat_6s_masked,1.0,0.011728092930444686,0.9689994298745724,1.0213084378563284,0.0010781493495793334,False
