file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,good,reject_reason
light_V0399_V_8s_2026_05_20-0067_flat_0p3_late_bias_cal.fits,2461181.70170544,8.0,21962.75322658813,37.1057593695533,260994.58959960938,11.883509635925293,7,True,True,ok
light_V0399_V_8s_2026_05_20-0068_flat_0p3_late_bias_cal.fits,2461181.7018971066,8.0,27.96353346981094,0.0603334818607842,239436.9409713745,8562.4708776474,6,True,True,ok
light_V0399_V_8s_2026_05_20-0069_flat_0p3_late_bias_cal.fits,2461181.7020890047,8.0,27.80831022827372,0.08889416423745565,205170.08976745605,7378.013553619385,6,True,True,ok
light_V0399_V_8s_2026_05_20-0070_flat_0p3_late_bias_cal.fits,2461181.702280787,8.0,28.60788611192172,0.08438014264413217,207100.23192977905,7239.270707368851,6,True,True,ok
light_V0399_V_8s_2026_05_20-0071_flat_0p3_late_bias_cal.fits,2461181.7024725694,8.0,12.552209636966547,0.02860134845084494,238952.70917892456,19036.704778671265,4,True,True,ok
light_V0399_V_8s_2026_05_20-0072_flat_0p3_late_bias_cal.fits,2461181.7026641206,8.0,14.226174953734231,0.028016015813288612,245099.63958740234,17228.780075073242,5,True,True,ok
light_V0399_V_8s_2026_05_20-0073_flat_0p3_late_bias_cal.fits,2461181.7028560187,8.0,28.021534727990616,0.059330994040235625,242907.13757514954,8668.587924718857,6,True,True,ok
light_V0399_V_8s_2026_05_20-0074_flat_0p3_late_bias_cal.fits,2461181.7030475694,8.0,28.90323369701984,0.10814632672783034,190775.7830810547,6600.499621629715,6,True,True,ok
light_V0399_V_8s_2026_05_20-0075_flat_0p3_late_bias_cal.fits,2461181.7032395834,8.0,29.02590423705239,0.051850013296809945,254214.48093605042,8758.193331718445,6,True,True,ok
light_V0399_V_8s_2026_05_20-0076_flat_0p3_late_bias_cal.fits,2461181.703431134,8.0,28.447860754784315,0.07322790105768782,221191.1690196991,7775.318183898926,6,True,True,ok
light_V0399_V_8s_2026_05_20-0077_flat_0p3_late_bias_cal.fits,2461181.703622338,8.0,24945.89759751445,46.544654963285005,250204.75310325623,10.029895782470703,7,True,True,ok
light_V0399_V_8s_2026_05_20-0078_flat_0p3_late_bias_cal.fits,2461181.703814236,8.0,32681.741169230972,91.18693427609675,218499.7227783203,6.6856818199157715,8,True,True,ok
light_V0399_V_8s_2026_05_20-0079_flat_0p3_late_bias_cal.fits,2461181.7040060186,8.0,12.603242976892037,0.01960587079274701,268106.16564941406,21272.791942596436,4,True,True,ok
light_V0399_V_8s_2026_05_20-0080_flat_0p3_late_bias_cal.fits,2461181.7041976852,8.0,32879.60292083092,53.35486379216873,261798.965467453,7.9623517990112305,7,True,True,ok
light_V0399_V_8s_2026_05_20-0081_flat_0p3_late_bias_cal.fits,2461181.704389352,8.0,41032.32287851916,80.50183516916626,249815.5061340332,6.088261365890503,8,True,True,ok
light_V0399_V_8s_2026_05_20-0082_flat_0p3_late_bias_cal.fits,2461181.704580671,8.0,,,287236.0617656708,9.306591033935547,7,True,False,saturated
light_V0399_V_8s_2026_05_20-0083_flat_0p3_late_bias_cal.fits,2461181.704772338,8.0,28.46854806247766,0.07186005373987603,227200.09252929688,7980.740430831909,6,True,True,ok
light_V0399_V_8s_2026_05_20-0084_flat_0p3_late_bias_cal.fits,2461181.704964236,8.0,14.351729849647011,0.037873221377461276,219999.396982193,15329.120551109314,5,True,True,ok
light_V0399_V_8s_2026_05_20-0085_flat_0p3_late_bias_cal.fits,2461181.7051554397,8.0,34484.08845388035,66.4597617003429,244224.54489135742,7.082238674163818,7,True,True,ok
light_V0399_V_8s_2026_05_20-0086_flat_0p3_late_bias_cal.fits,2461181.705346875,8.0,21707.337658909117,53.08174400412577,222623.6554222107,10.25568675994873,7,True,True,ok
light_V0399_V_8s_2026_05_20-0087_flat_0p3_late_bias_cal.fits,2461181.705539352,8.0,28.619070661692977,0.07696936562110364,219467.5806465149,7668.578174352646,6,True,True,ok
light_V0399_V_8s_2026_05_20-0088_flat_0p3_late_bias_cal.fits,2461181.7057315973,8.0,,,286215.9263305664,8.758700847625732,7,True,False,saturated
light_V0399_V_8s_2026_05_20-0089_flat_0p3_late_bias_cal.fits,2461181.705923148,8.0,14.201548091599037,0.030292799986204412,237148.92865753174,16698.808265686035,5,True,True,ok
light_V0399_V_8s_2026_05_20-0090_flat_0p3_late_bias_cal.fits,2461181.7061149306,8.0,28.87117306077465,0.05280885035902995,251952.29607009888,8726.777243852615,6,True,True,ok
light_V0399_V_8s_2026_05_20-0091_flat_0p3_late_bias_cal.fits,2461181.706306713,8.0,59989.24032865133,119.38324625017621,247653.96411132812,4.1283063888549805,7,True,True,ok
light_V0399_V_8s_2026_05_20-0092_flat_0p3_late_bias_cal.fits,2461181.706498958,8.0,44270.89278189281,106.72985300422782,227921.80810546875,5.14834451675415,7,True,True,ok
light_V0399_V_8s_2026_05_20-0093_flat_0p3_late_bias_cal.fits,2461181.7066908563,8.0,64666.45494132746,104.75723774295308,260963.2859916687,4.035527944564819,8,True,True,ok
light_V0399_V_8s_2026_05_20-0094_flat_0p3_late_bias_cal.fits,2461181.706882639,8.0,22106.868037029068,56.7506585332303,220744.19573020935,9.985321998596191,7,True,True,ok
light_V0399_V_8s_2026_05_20-0095_flat_0p3_late_bias_cal.fits,2461181.7070737267,8.0,28.398469595363963,0.05033389371432806,257497.88716125488,9067.31562757492,6,True,True,ok
light_V0399_V_8s_2026_05_20-0096_flat_0p3_late_bias_cal.fits,2461181.7072653933,8.0,26139.821533780658,37.777637498142695,276574.8903808594,10.580595970153809,7,True,True,ok
light_V0399_V_8s_2026_05_20-0097_flat_0p3_late_bias_cal.fits,2461181.707456597,8.0,23940.371674100563,49.271148343675705,248023.498046875,10.360052108764648,7,True,True,ok
light_V0399_V_8s_2026_05_20-0098_flat_0p3_late_bias_cal.fits,2461181.7076488426,8.0,22779.132959458937,48.72895230793292,238526.73048591614,10.471282243728638,8,True,True,ok
light_V0399_V_8s_2026_05_20-0099_flat_0p3_late_bias_cal.fits,2461181.707839815,8.0,28.11199735246839,0.04010493010933631,275634.7908592224,9804.881076335907,6,True,True,ok
light_V0399_V_8s_2026_05_20-0100_flat_0p3_late_bias_cal.fits,2461181.7080314816,8.0,13.897625062949194,0.03309819583632626,229199.96141815186,16492.023664474487,5,True,True,ok
light_V0399_V_8s_2026_05_20-0101_flat_0p3_late_bias_cal.fits,2461181.7082226854,8.0,14.188579177128355,0.02368487414637641,270164.6859512329,19040.99646472931,5,True,True,ok
light_V0399_V_8s_2026_05_20-0102_flat_0p3_late_bias_cal.fits,2461181.7084144675,8.0,26760.43150410653,62.47393619186015,230227.1424255371,8.603267192840576,7,True,True,ok
light_V0399_V_8s_2026_05_20-0103_flat_0p3_late_bias_cal.fits,2461181.7086069444,8.0,14.088696695954432,0.02463393610680689,254406.69688415527,18057.503995895386,5,True,True,ok
light_V0399_V_8s_2026_05_20-0104_flat_0p3_late_bias_cal.fits,2461181.708799537,8.0,22125.640178061472,56.51650401628379,218690.84701919556,9.884046077728271,7,True,True,ok
light_V0399_V_8s_2026_05_20-0105_flat_0p3_late_bias_cal.fits,2461181.7089913194,8.0,45869.80614786889,121.86489350647476,219466.10537719727,4.784543991088867,7,True,True,ok
light_V0399_V_8s_2026_05_20-0106_flat_0p3_late_bias_cal.fits,2461181.709182986,8.0,87088.67067055659,143.79935431815514,262697.68003845215,3.016439199447632,10,True,True,ok
light_V0399_V_8s_2026_05_20-0107_flat_0p3_late_bias_cal.fits,2461181.7093744213,8.0,48435.74940711196,81.64047443774945,260122.1408996582,5.370457649230957,7,True,True,ok
light_V0399_V_8s_2026_05_20-0108_flat_0p3_late_bias_cal.fits,2461181.7095659724,8.0,28.145267680115477,0.044141307253278916,265232.46862983704,9423.696787834167,6,True,True,ok
light_V0399_V_8s_2026_05_20-0109_flat_0p3_late_bias_cal.fits,2461181.7097577546,8.0,65745.46525103948,107.23107209397986,262552.0541381836,3.993462562561035,8,True,True,ok
