file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,good,reject_reason
light_V0399_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,2461181.6965310187,8.0,28.62322972938528,0.04881654746872214,267027.10497283936,9329.034755945206,6,True,True,ok
light_V0399_V_8s_2026_05_20-0041_flat_0p3_late_bias_cal.fits,2461181.696722801,8.0,28.707048327651577,0.05410165927412055,253016.73992919922,8813.749746799469,6,True,True,ok
light_V0399_V_8s_2026_05_20-0042_flat_0p3_late_bias_cal.fits,2461181.696914352,8.0,14.44324335545096,0.03643409630104141,222051.34427261353,15374.06376171112,5,True,True,ok
light_V0399_V_8s_2026_05_20-0043_flat_0p3_late_bias_cal.fits,2461181.697106134,8.0,14.569415777771619,0.029915023255601428,244107.74700927734,16754.8068318367,5,True,True,ok
light_V0399_V_8s_2026_05_20-0044_flat_0p3_late_bias_cal.fits,2461181.6972972224,8.0,10.964328294269734,0.024080534901494973,238742.98565673828,21774.519993305206,3,True,True,ok
light_V0399_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal.fits,2461181.6974885417,8.0,12.265259922856552,0.02851183012723732,230200.0648803711,18768.46200799942,4,True,True,ok
light_V0399_V_8s_2026_05_20-0046_flat_0p3_late_bias_cal.fits,2461181.697679977,8.0,10.86018091184695,0.0241105710508095,234916.31085586548,21630.975833892822,3,True,True,ok
light_V0399_V_8s_2026_05_20-0047_flat_0p3_late_bias_cal.fits,2461181.6978716436,8.0,10.425792946558813,0.025133818274210795,226104.6503982544,21687.045921325684,3,True,True,ok
light_V0399_V_8s_2026_05_20-0048_flat_0p3_late_bias_cal.fits,2461181.6980633102,8.0,10.811673178469517,0.02413746137622082,234272.60078811646,21668.487099170685,3,True,True,ok
light_V0399_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.698254977,8.0,10.938365402546518,0.024904323691621405,235494.7014465332,21529.240684509277,3,True,True,ok
light_V0399_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.698446412,8.0,10.806162667868323,0.03348600813245693,204334.7206993103,18909.09168958664,3,True,True,ok
light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.698638773,8.0,10.70493349347324,0.022966678287456296,236134.6334991455,22058.486738204956,3,True,True,ok
light_V0399_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.6988304397,8.0,12.205067062894027,0.029321166538985092,228602.5525817871,18730.134902477264,4,True,True,ok
light_V0399_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.6990222223,8.0,10.854820792546958,0.025498547755038046,229403.2650527954,21133.7680683136,3,True,True,ok
light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.699213773,8.0,10.903286631042592,0.024178958919084944,239345.4339542389,21951.677696228027,3,True,True,ok
light_V0399_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.699405208,8.0,14.04166065658896,0.028725342605674747,242748.7881679535,17287.75492477417,5,True,True,ok
light_V0399_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,2461181.699596991,8.0,12.22507324092857,0.02377101382588537,245069.3776512146,20046.45475912094,4,True,True,ok
light_V0399_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,2461181.699788773,8.0,12.280380809443107,0.022662852932451107,252993.58805847168,20601.44485616684,4,True,True,ok
light_V0399_V_8s_2026_05_20-0058_flat_0p3_late_bias_cal.fits,2461181.6999804396,8.0,11.057446319908783,0.02992140794993146,222733.07095336914,20143.26495552063,3,True,True,ok
light_V0399_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,2461181.7001721063,8.0,12.49031386187385,0.026257933023738658,240993.7637939453,19294.45220184326,4,True,True,ok
light_V0399_V_8s_2026_05_20-0060_flat_0p3_late_bias_cal.fits,2461181.7003641203,8.0,12.431473976383813,0.03514281324217607,216444.2181892395,17410.985905647278,4,True,True,ok
light_V0399_V_8s_2026_05_20-0061_flat_0p3_late_bias_cal.fits,2461181.70055544,8.0,12.214242194035737,0.023822402570760598,244067.78340148926,19982.22890329361,4,True,True,ok
light_V0399_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,2461181.700747222,8.0,13.978054605231007,0.03142687261281933,233304.4708480835,16690.768310546875,5,True,True,ok
light_V0399_V_8s_2026_05_20-0063_flat_0p3_late_bias_cal.fits,2461181.70093831,8.0,12.415812779133987,0.028930833345471026,232477.3215637207,18724.29342317581,4,True,True,ok
light_V0399_V_8s_2026_05_20-0064_flat_0p3_late_bias_cal.fits,2461181.701130209,8.0,28.751865985226505,0.06575623206233311,236397.12132263184,8221.974930047989,6,True,True,ok
light_V0399_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,2461181.7013217593,8.0,18669.608269419354,40.37902541200388,233315.5585899353,12.49707841873169,7,True,True,ok
light_V0399_V_8s_2026_05_20-0066_flat_0p3_late_bias_cal.fits,2461181.701513542,8.0,28.511807912119504,0.060371512436031234,238203.39588165283,8354.552493333817,6,True,True,ok
