period_min,frequency_cpd,power
45.0,32.0,0.011294022681937984
43.551130767698595,33.06458350486808,0.012700935023595056
42.192650045903704,34.129167009736165,0.014046426385129736
40.91635528877342,35.193750514604254,0.01530617580478277
39.71500729257599,36.258334019472336,0.016476684560424868
38.58219280582482,37.32291752434042,0.01757198371728825
37.51221000044584,38.3875010292085,0.018616251527514886
36.49997248576829,39.45208453407658,0.019634674039077697
35.540928454824325,40.51666803894467,0.0206448410103155
34.63099225098409,41.581251543812755,0.021650520126363017
33.766486184552825,42.64583504868084,0.02263904244454533
32.94409085183843,43.71041855354892,0.02358271842824005
32.16080254158922,44.775002058417,0.02444367077910936
31.413896576616494,45.839585563285084,0.02518050247163251
30.70089564762648,46.904169068153166,0.025754794524386244
30.01954236370719,47.968752573021256,0.026135811545052057
29.3677753786233,49.03333607788934,0.026302760521991354
28.743708561016085,50.09791958275742,0.02624495310625543
28.145612765148066,51.16250308762551,0.025960803673080058
27.571899831130267,52.22708659249359,0.0254566317829725
27.021108502870703,53.291670097361674,0.024745886124299083
26.491892000830045,54.356253602229756,0.023848911425458315
25.98300702707316,55.42083710709784,0.022792938355686486
25.493304013654615,56.48542061196592,0.02161171996003053
25.021718453340377,57.550004116834,0.02034424785399924
24.567263175060525,58.614587621702086,0.019032274842051868
24.129021446125407,59.679171126570175,0.017716857229163163
23.706140799777305,60.74375463143826,0.016434602523389213
23.297827500625537,61.80833813630634,0.01521452904500565
22.903341572359313,62.87292164117443,0.014076292867265045
22.521992322203246,63.93750514604251,0.01303009750342346
22.153134305167093,65.0020886509106,0.012078098996835164
21.796163678482586,66.06667215577868,0.011216768489036797
21.450514902913508,67.13125566064676,0.010439564016018222
21.11565775303454,68.19583916551484,0.00973935213274167
20.791094603235383,69.26042267038292,0.009110211785924565
20.476357960232487,70.32500617525102,0.008548466141825823
20.171008216356483,71.38958968011909,0.00805297831970582
19.8746316009079,72.45417318498718,0.007624892206112997
19.58683830950454,73.51875668985525,0.007267082249707065
19.307260793636026,74.58334019472335,0.006983582752163805
19.035552194643742,75.64792369959143,0.006779200550619789
18.77138490809604,76.71250720445951,0.006659401774305465
18.51444926606524,77.7770907093276,0.006630444484127937
18.264452326162345,78.84167421419568,0.006699640207583219
18.02111675737318,79.90625771906376,0.006875585568232423
17.784179813786988,80.97084122393184,0.0071682088497842565
17.553392388233267,82.03542472879994,0.007588514802501433
17.328518138661067,83.100008233668,0.008147972446022875
17.109332680819897,84.1645917385361,0.008857562917222714
16.895622841445256,85.22917524340417,0.009726571961749891
16.68718596672359,86.29375874827227,0.010761255416565956
16.48382928132127,87.35834225314035,0.011963511263548875
16.285369293716,88.42292575800843,0.01332966016030175
16.091631243974934,89.48750926287651,0.01484939116036887
15.902448590486248,90.5520927677446,0.016504906141768423
15.717662532475703,91.61667627261268,0.01827032124547395
15.537121565430903,92.68125977748076,0.0201114529324758
15.360681066817323,93.74584328234886,0.021986192567377633
15.1882029097052,94.81042678721693,0.023845699184147674
15.0195551021378,95.87501029208502,0.025636564480774213
14.854611450262345,96.9395937969531,0.027303912305353163
14.69325124341655,98.00417730182119,0.028795127713746642
14.53535895951945,99.06876080668927,0.030063661058449
14.380823989255255,100.13334431155735,0.03107223151989719
14.229540377666446,101.19792781642543,0.031794836271263165
14.081406581887425,102.26251132129352,0.03221724844234417
13.93632524385466,103.3270948261616,0.03233606635159076
13.794202976924172,104.39167833102968,0.0321567245417464
13.654950165413675,105.45626183589776,0.03169108354698538
13.51848077616511,106.52084534076586,0.030955235404405815
13.384712181294972,107.58542884563394,0.029968018506389058
13.253564991365106,108.65001235050202,0.028750490789246116
13.12496289826617,109.7145958553701,0.027326334898648497
12.998832527160397,110.77917936023819,0.025722923865543874
12.875103296880049,111.84376286510627,0.02397260820057271
12.753707288223454,112.90834636997435,0.022113726682573723
12.634579119632296,113.97292987484244,0.020190902542959174
12.51765582977193,115.03751337971052,0.018254343354085323
12.402876766571731,116.1020968845786,0.01635806839851329
12.2901834823145,117.1666803894467,0.014557183829792682
12.179519634393785,118.23126389431478,0.01290447161940857
12.070830891384938,119.29584739918286,0.01144664304206805
11.964064844100973,120.36043090405094,0.010220648115393577
11.85917092132729,121.42501440891903,0.009250450803143778
11.756100309950623,122.48959791378711,0.008544680072570181
11.654805879217111,123.55418141865519,0.008095528605582257
11.555242108872665,124.61876492352327,0.007879163323686643
11.457365020955393,125.68334842839135,0.00785772075332914
11.361132115025342,126.74793193325944,0.007982709858102338
11.266502306631205,127.81251543812752,0.008199398052841821
11.17343586882674,128.87709894299562,0.008451589025173106
11.08189437656211,129.94168244786368,0.008686167118309713
10.991840653786474,131.00626595273178,0.008856887142898482
10.903238723108982,132.07084945759988,0.00892708714941278
10.816053757874876,133.13543296246795,0.008871227324319646
10.730252036522609,134.200016467336,0.008675350009487189
10.64580089909636,135.2645999722041,0.008336680256620443
10.56266870579606,136.3291834770722,0.00786263929916677
10.480824797454463,137.39376698194027,0.007269539612056644
10.400239457837513,138.45835048680834,0.006581189211578381
10.320883877670651,139.52293399167644,0.005827569291388802
10.242730120299573,140.58751749654454,0.005043671945318578
10.165751088899412,141.65210100141263,0.004268500526796367
10.089920495151555,142.7166845062807,0.0035441543710898063
10.01521282931197,143.78126801114877,0.0029148576150478103
9.9416033315995,144.84585151601686,0.0024257666338181306
9.869067964836681,145.91043502088496,0.0021214164870150473
9.797583388279572,146.97501852575303,0.0020437474832552373
9.727126932576763,148.0396020306211,0.00222977653234638
9.657676575801133,149.1041855354892,0.0027091153386076643
9.58921092050109,150.1687690403573,0.0035016474046562036
9.521709171721081,151.23335254522536,0.004615716522229545
9.455151115943941,152.29793605009345,0.006047125431924602
9.38951710091029,153.36251955496152,0.007779100116839738
9.324788016272645,154.42710305982962,0.009783182898308335
9.260945275044257,155.49168656469772,0.012020838410773631
9.197970795804832,156.55627006956578,0.014445450346491424
9.13584698562734,157.62085357443385,0.017004385900968134
9.074556723692105,158.68543707930195,0.019640901844312487
9.01408334555603,159.75002058417004,0.02229581950902042
8.954410628046668,160.8146040890381,0.024909047853525552
8.895522774752346,161.8791875939062,0.027421131198647485
8.83740440208108,162.94377109877428,0.02977500972092582
8.780040525862455,164.00835460364237,0.031918104349732336
8.723416548467915,165.07293810851044,0.033804700072028765
8.667518246426287,166.13752161337854,0.035398448832569006
8.612331758512376,167.2021051182466,0.036674694602801615
8.55784357428775,168.2666886231147,0.03762227389128607
8.504040523073785,169.3312721279828,0.03824447414446614
8.45090976333805,170.39585563285087,0.03855892368677751
8.398438772476116,171.46043913771896,0.038596310189237676
8.34661533697166,172.52502264258703,0.03839795338421545
8.29542754291865,173.58960614745513,0.03801237897898726
8.24486376689015,174.6541896523232,0.03749115424367494
8.194912667139048,175.7187731571913,0.03688435280937437
8.145563175116743,176.78335666205936,0.03623610695391813
8.096804487296401,177.84794016692746,0.035580754965964904
8.048626057288171,178.91252367179553,0.034940067706175276
8.001017588234214,179.97710717666362,0.0343219228279107
7.953969025472076,181.04169068153172,0.033720596133030425
7.907470549455366,182.1062741863998,0.03311859729451193
7.861512568921314,183.17085769126788,0.03248974908487193
7.816085714295245,184.23544119613595,0.03180304690059196
7.771180831322346,185.30002470100405,0.03102676572045606
7.726788974917756,186.36460820587212,0.03013230240031861
7.682901403226207,187.4291917107402,0.02909733037620581
7.639509571882989,188.49377521560828,0.02790797463765472
7.596605128468275,189.55835872047638,0.02655986610831578
7.554179907147312,190.62294222534445,0.025058091954719947
7.51222592348917,191.68752573021254,0.02341620840990568
7.470735369457227,192.75210923508064,0.021654606996930996
7.429700608564729,193.8166927399487,0.019798600123021447
7.389114171189133,194.8812762448168,0.017876596947739947
7.3489687500392105,195.94585974968487,0.015918667624431216
