file,jd,minutes,object_id,role,x,y,pred_x,pred_y,match_dist,flux,flux_err,flux_rate,flux_rate_err,flag,n_sources
light_V_8s_2026_05_20-0004_flat_0p3_late_bias_cal.fits,2461181.6727600694,0.8289997279644012,gaia_774289488578357504_src6,comparison,806.964706570965,1048.779371937641,807.5317480355601,1048.5180189026175,0.6243728305156642,7295.395942687988,106.25828260687399,911.9244928359985,13.282285325859249,ok,17
light_V_8s_2026_05_20-0004_flat_0p3_late_bias_cal.fits,2461181.6727600694,0.8289997279644012,gaia_774290626745586944_src8,comparison,892.2114261117015,1395.624537763399,892.3474508028488,1395.397120762865,0.2649928465707705,2366.8101654052734,72.50246544393032,295.8512706756592,9.06280818049129,ok,17
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,target_V0399_direct,target,1849.3380563283938,714.9581307711196,1849.3380563283938,714.9581307711196,0.0,1561809.5745239258,5189.221516909476,195226.19681549072,648.6526896136845,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,DN_UMa_direct,check,1768.0714147908902,759.2153640135182,1768.0714147908902,759.2153640135182,0.0,2283602.7356567383,9099.321288992167,285450.3419570923,1137.4151611240209,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774287774887292672_src5,comparison,1894.7640248995367,1173.2072208994437,1894.7008858816237,1173.2482731889882,0.07531152673972892,9953.31527709961,116.75135750242993,1244.1644096374512,14.59391968780374,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774288805679445888_src7,comparison,1771.1482275950657,1430.094568687236,1770.9997349503428,1430.0331317647817,0.16070022083819208,7672.134536743164,105.71565323140709,959.0168170928955,13.214456653925886,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774289041901756032_src4,comparison,1855.154220642495,1532.6606609271385,1855.1259821730787,1532.6528615657116,0.02929575384996457,10037.174240112305,119.39255648798277,1254.646780014038,14.924069560997847,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774271076054448768_src2,comparison,1471.7191257264578,351.0198643885303,1471.7459642923845,351.0751625167745,0.061466996089891174,16299.392189025879,147.4760049028001,2037.4240236282349,18.434500612850012,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774272862760870784_src1,comparison,580.9761876479209,169.24839422664448,581.0502712625694,169.31268290437868,0.09808881712095674,24300.36644744873,182.98723045943018,3037.5458059310913,22.873403807428772,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774384016513181696_src3,comparison,242.71652139269008,1129.9092192957594,242.47034858448046,1130.2111405391859,0.3895606355036418,10848.630920410156,131.13657831866064,1356.0788650512695,16.39207228983258,ok,21
