file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,good,reject_reason
light_V0399_V_8s_2026_05_20-0073_flat_0p3_early_bias_cal.fits,2461181.7028560187,8.0,,,-0.040198326110839844,4.842633247375488,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0074_flat_0p3_early_bias_cal.fits,2461181.7030475694,8.0,10.03576012700566,41.21540965186254,26.161158084869385,2.6067938804626465,4,True,True,ok
light_V0399_V_8s_2026_05_20-0075_flat_0p3_early_bias_cal.fits,2461181.7032395834,8.0,,,-13.348743915557861,4.6585681438446045,2,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0076_flat_0p3_early_bias_cal.fits,2461181.703431134,8.0,,,-1.4331965446472168,0.5029873847961426,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0077_flat_0p3_early_bias_cal.fits,2461181.703622338,8.0,,,-17.637864112854004,3.8660097122192383,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0078_flat_0p3_early_bias_cal.fits,2461181.703814236,8.0,0.20725556902044004,14.16659080599752,0.49897193908691406,2.407520055770874,6,True,True,ok
light_V0399_V_8s_2026_05_20-0079_flat_0p3_early_bias_cal.fits,2461181.7040060186,8.0,,,-19.809458255767822,0.9324307441711426,2,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0080_flat_0p3_early_bias_cal.fits,2461181.7041976852,8.0,,,-11.366488933563232,5.6507673263549805,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0081_flat_0p3_early_bias_cal.fits,2461181.704389352,8.0,,,-23.810044765472412,3.1495766639709473,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0082_flat_0p3_early_bias_cal.fits,2461181.704580671,8.0,,,-7.902872562408447,5.1564459800720215,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0083_flat_0p3_early_bias_cal.fits,2461181.704772338,8.0,,,-12.568934440612793,4.66554069519043,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0084_flat_0p3_early_bias_cal.fits,2461181.704964236,8.0,,,-1.0514016151428223,3.7491393089294434,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0085_flat_0p3_early_bias_cal.fits,2461181.7051554397,8.0,,,-6.438058376312256,2.7007009983062744,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0086_flat_0p3_early_bias_cal.fits,2461181.705346875,8.0,,,-16.42482566833496,1.445225715637207,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0087_flat_0p3_early_bias_cal.fits,2461181.705539352,8.0,0.1711119168423751,2.6148578044552937,0.5652847290039062,3.3035964965820312,3,True,True,ok
light_V0399_V_8s_2026_05_20-0088_flat_0p3_early_bias_cal.fits,2461181.7057315973,8.0,,,-20.25538396835327,8.115143775939941,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0089_flat_0p3_early_bias_cal.fits,2461181.705923148,8.0,,,-9.323350429534912,3.8775715827941895,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0090_flat_0p3_early_bias_cal.fits,2461181.7061149306,8.0,,,-16.98846960067749,4.9143452644348145,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0091_flat_0p3_early_bias_cal.fits,2461181.706306713,8.0,,,-9.89636754989624,3.6103432178497314,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0092_flat_0p3_early_bias_cal.fits,2461181.706498958,8.0,,,-16.165475368499756,0.8617391586303711,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0093_flat_0p3_early_bias_cal.fits,2461181.7066908563,8.0,,,-8.841094017028809,3.1354146003723145,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0094_flat_0p3_early_bias_cal.fits,2461181.706882639,8.0,,,-5.759380340576172,2.8226218223571777,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0095_flat_0p3_early_bias_cal.fits,2461181.7070737267,8.0,,,-10.23230791091919,4.452483654022217,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0096_flat_0p3_early_bias_cal.fits,2461181.7072653933,8.0,,,-16.153237342834473,3.496887683868408,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0097_flat_0p3_early_bias_cal.fits,2461181.707456597,8.0,,,-24.380724906921387,6.712370872497559,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0098_flat_0p3_early_bias_cal.fits,2461181.7076488426,8.0,,,-14.203102588653564,6.14286994934082,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0099_flat_0p3_early_bias_cal.fits,2461181.707839815,8.0,,,-7.052180290222168,1.8362212181091309,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0100_flat_0p3_early_bias_cal.fits,2461181.7080314816,8.0,,,-23.34319019317627,1.3111484050750732,2,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0101_flat_0p3_early_bias_cal.fits,2461181.7082226854,8.0,,,-10.573168277740479,5.374735593795776,2,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0102_flat_0p3_early_bias_cal.fits,2461181.7084144675,8.0,,,-13.347627639770508,2.4991164207458496,5,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0103_flat_0p3_early_bias_cal.fits,2461181.7086069444,8.0,,,-6.955079078674316,0.8767948150634766,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0104_flat_0p3_early_bias_cal.fits,2461181.708799537,8.0,,,-2.1662449836730957,5.9887919425964355,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0105_flat_0p3_early_bias_cal.fits,2461181.7089913194,8.0,,,-10.707449913024902,3.05086612701416,4,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0106_flat_0p3_early_bias_cal.fits,2461181.709182986,8.0,,,-9.040860176086426,2.2369093894958496,6,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0107_flat_0p3_early_bias_cal.fits,2461181.7093744213,8.0,,,-4.311225414276123,3.3562541007995605,3,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0108_flat_0p3_early_bias_cal.fits,2461181.7095659724,8.0,,,-14.454122066497803,1.3782639503479004,2,True,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0109_flat_0p3_early_bias_cal.fits,2461181.7097577546,8.0,,,-12.760313510894775,3.07930850982666,5,True,False,nonpositive_flux
