file,jd,exptime,object_id,role,x,y,registered,dx,dy,matches,flux,flux_err,flux_rate,flux_rate_err,saturated,flag
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774384016513181696_src3,comparison,397.1742605353439,1257.8976833078455,True,6.562123975318286,3.382895271987536,8,64.4768180847168,526.8851053232318,8.0596022605896,65.86063816540397,False,ok
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774289041901756032_src4,comparison,2047.949561482861,1445.7336451635233,True,6.562123975318286,3.382895271987536,8,-14.307804107666016,455.0444291423817,-1.788475513458252,56.880553642797715,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774287774887292672_src5,comparison,2040.3707083098338,1084.1164726275135,True,6.562123975318286,3.382895271987536,8,44.3226318359375,445.488829869809,5.5403289794921875,55.68610373372613,False,ok
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774289488578357504_src6,comparison,947.2162474950845,1103.8736685596393,True,6.562123975318286,3.382895271987536,8,40.23638916015625,406.2833948211213,5.029548645019531,50.78542435264016,False,ok
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774288805679445888_src7,comparison,1951.1600935004499,1355.1217583554103,True,6.562123975318286,3.382895271987536,8,-84.13335418701172,349.9280084418036,-10.516669273376465,43.74100105522545,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,gaia_774290626745586944_src8,comparison,1078.023200982992,1437.3814528152734,True,6.562123975318286,3.382895271987536,8,18.035545349121094,135.30581749070444,2.2544431686401367,16.913227186338055,False,ok
light_V0399_V_8s_2026_05_20-0055_flat_0p3_early_bias_cal.fits,2461181.699405208,8.0,DN_UMa,check,1859.3821239753183,690.0128952719875,True,6.562123975318286,3.382895271987536,8,32206.7872467041,97386.37717156691,4025.8484058380127,12173.297146445864,False,ok
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,target,target,1933.582668599385,635.8456978022841,True,5.642668599384933,3.3256978022841395,8,12982.89183807373,62219.70213550318,1622.8614797592163,7777.462766937898,False,ok
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774272862760870784_src1,comparison,605.2211293908839,261.4115580315275,True,5.642668599384933,3.3256978022841395,8,82.41470336914062,1011.3299343547945,10.301837921142578,126.41624179434932,False,ok
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774271076054448768_src2,comparison,1512.3605544227964,324.6419088337602,True,5.642668599384933,3.3256978022841395,8,-45.41997528076172,710.7241036922055,-5.677496910095215,88.84051296152569,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774384016513181696_src3,comparison,396.2548051594105,1257.840485838142,True,5.642668599384933,3.3256978022841395,8,-102.79224014282227,462.07484377271265,-12.849030017852783,57.75935547158908,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774289041901756032_src4,comparison,2047.0301061069279,1445.67644769382,True,5.642668599384933,3.3256978022841395,8,-61.20539855957031,406.43363745604233,-7.650674819946289,50.80420468200529,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774287774887292672_src5,comparison,2039.4512529339006,1084.0592751578101,True,5.642668599384933,3.3256978022841395,8,-79.30921173095703,430.7423371358212,-9.913651466369629,53.84279214197765,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774289488578357504_src6,comparison,946.2967921191512,1103.816471089936,True,5.642668599384933,3.3256978022841395,8,-56.49111557006836,365.601536852378,-7.061389446258545,45.70019210654725,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774288805679445888_src7,comparison,1950.2406381245166,1355.064560885707,True,5.642668599384933,3.3256978022841395,8,-154.9520378112793,315.3067975472068,-19.369004726409912,39.41334969340085,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,gaia_774290626745586944_src8,comparison,1077.1037456070585,1437.32425534557,True,5.642668599384933,3.3256978022841395,8,-45.9525260925293,133.41128957699834,-5.744065761566162,16.676411197124793,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0056_flat_0p3_early_bias_cal.fits,2461181.699596991,8.0,DN_UMa,check,1858.4626685993849,689.9556978022841,True,5.642668599384933,3.3256978022841395,8,19238.11164855957,90237.93554660225,2404.7639560699463,11279.741943325282,False,ok
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,target,target,1931.7950879637237,634.9340396818916,True,3.8550879637235766,2.414039681891609,8,3491.8651580810547,29614.627201763506,436.48314476013184,3701.828400220438,False,ok
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774272862760870784_src1,comparison,603.4335487552225,260.49989991113495,True,3.8550879637235766,2.414039681891609,8,-145.83330917358398,537.8970905365362,-18.229163646697998,67.23713631706703,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774271076054448768_src2,comparison,1510.5729737871352,323.7302507133677,True,3.8550879637235766,2.414039681891609,8,-138.0602684020996,432.37750147373856,-17.25753355026245,54.04718768421732,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774384016513181696_src3,comparison,394.46722452374917,1256.9288277177495,True,3.8550879637235766,2.414039681891609,8,-234.00919342041016,275.86139527850804,-29.25114917755127,34.482674409813505,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774289041901756032_src4,comparison,2045.2425254712666,1444.7647895734274,True,3.8550879637235766,2.414039681891609,8,-86.13077926635742,204.04495002571133,-10.766347408294678,25.505618753213916,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774287774887292672_src5,comparison,2037.6636722982394,1083.1476170374176,True,3.8550879637235766,2.414039681891609,8,-151.68787002563477,215.95917657422382,-18.960983753204346,26.994897071777977,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774289488578357504_src6,comparison,944.5092114834898,1102.9048129695434,True,3.8550879637235766,2.414039681891609,8,-90.37598419189453,222.38725554702543,-11.296998023986816,27.79840694337818,False,nonpositive_flux
