file,jd,minutes,HD_103187_norm_diff_flux,ensemble
light_V0399_V_8s_2026_05_20-0028_flat_0p3_late_bias_cal.fits,2461181.6942291665,7.441332936286926,0.9991362581376689,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0029_flat_0p3_late_bias_cal.fits,2461181.694420139,7.716333121061325,1.0305184795553528,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0030_flat_0p3_late_bias_cal.fits,2461181.6946113426,7.991666570305824,1.0040854896166358,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0031_flat_0p3_late_bias_cal.fits,2461181.6948032407,8.267999812960625,1.0137718842905385,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0032_flat_0p3_late_bias_cal.fits,2461181.6949944445,8.543333262205124,1.0248832551389284,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0033_flat_0p3_late_bias_cal.fits,2461181.695186111,8.819333240389824,1.001643781967884,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0034_flat_0p3_late_bias_cal.fits,2461181.695378125,9.0958334505558,0.9983223522213295,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0035_flat_0p3_late_bias_cal.fits,2461181.695569792,9.3718334287405,1.0267055714218116,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0036_flat_0p3_late_bias_cal.fits,2461181.695762153,9.648833200335504,1.051428880272081,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0037_flat_0p3_late_bias_cal.fits,2461181.6959542823,9.925499707460403,0.9907469082607895,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal.fits,2461181.69614699,10.202999711036682,1.015656221295376,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0039_flat_0p3_late_bias_cal.fits,2461181.696338542,10.47883339226246,1.0167848784890094,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,2461181.6965310187,10.756000131368635,0.9956104406428316,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0041_flat_0p3_late_bias_cal.fits,2461181.696722801,11.03216640651226,0.9905643300069625,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0042_flat_0p3_late_bias_cal.fits,2461181.696914352,11.308000087738035,0.9919203201164655,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0043_flat_0p3_late_bias_cal.fits,2461181.697106134,11.58416636288166,1.011285687686434,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0044_flat_0p3_late_bias_cal.fits,2461181.6972972224,11.859333515167236,0.9868672442843324,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal.fits,2461181.6974885417,12.13483326137066,0.9884037804583722,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0046_flat_0p3_late_bias_cal.fits,2461181.697679977,12.410499975085258,0.9826045469575084,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0047_flat_0p3_late_bias_cal.fits,2461181.6978716436,12.686499953269958,1.0417137024678824,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0048_flat_0p3_late_bias_cal.fits,2461181.6980633102,12.96249993145466,1.011580015659744,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.698254977,13.23849990963936,0.9787199981309844,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.698446412,13.514166623353958,1.003682412028399,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.698638773,13.79116639494896,1.0384023569148906,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.6988304397,14.06716637313366,0.9840342825980944,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.6990222223,14.343333318829536,0.9893943400103744,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.699213773,14.61916632950306,0.9797076025750201,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.699405208,14.89483304321766,0.9961579171751155,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,2461181.699596991,15.170999988913536,0.9961614075760875,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,2461181.699788773,15.44716626405716,0.9920046042401577,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0058_flat_0p3_late_bias_cal.fits,2461181.6999804396,15.72316624224186,0.9851170560810676,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,2461181.7001721063,15.99916622042656,0.9982019849301464,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0060_flat_0p3_late_bias_cal.fits,2461181.7003641203,16.275666430592537,0.9934560323759919,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0061_flat_0p3_late_bias_cal.fits,2461181.70055544,16.551166847348213,0.9963247221133678,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,2461181.700747222,16.827333122491837,1.0294348547081205,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0063_flat_0p3_late_bias_cal.fits,2461181.70093831,17.10249960422516,1.0034016834523494,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0064_flat_0p3_late_bias_cal.fits,2461181.701130209,17.378833517432213,0.9742265913508432,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,2461181.7013217593,17.654666528105736,1.0188253180013525,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0066_flat_0p3_late_bias_cal.fits,2461181.701513542,17.930833473801613,1.029266051111212,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0067_flat_0p3_late_bias_cal.fits,2461181.70170544,18.207166716456413,0.9941505521294473,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0068_flat_0p3_late_bias_cal.fits,2461181.7018971066,18.483166694641113,1.0030436082284524,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0069_flat_0p3_late_bias_cal.fits,2461181.7020890047,18.759499937295914,0.9999399291639408,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0070_flat_0p3_late_bias_cal.fits,2461181.702280787,19.035666212439537,0.9709179410260136,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0071_flat_0p3_late_bias_cal.fits,2461181.7024725694,19.311833158135418,0.9946466723532764,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0072_flat_0p3_late_bias_cal.fits,2461181.7026641206,19.58766683936119,0.9914827039986859,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0073_flat_0p3_late_bias_cal.fits,2461181.7028560187,19.86400008201599,0.9974773199049428,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0074_flat_0p3_late_bias_cal.fits,2461181.7030475694,20.13983309268951,1.0116875083119783,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0075_flat_0p3_late_bias_cal.fits,2461181.7032395834,20.41633330285549,1.0206738443575285,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0076_flat_0p3_late_bias_cal.fits,2461181.703431134,20.692166313529015,1.0302494806879772,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0077_flat_0p3_late_bias_cal.fits,2461181.703622338,20.96749976277351,0.9885359497230845,all_comps_without_HD
light_V0399_V_8s_2026_05_20-0078_flat_0p3_late_bias_cal.fits,2461181.703814236,21.24383300542831,1.0165061786664156,all_comps_without_HD
