flat,sequence,file,jd,minutes,target_rate,dn_rate,ensemble_rate,diff_flux,check_diff_flux,n_comps,n_sources,good,reject_reason,minutes_combined,diff_flux_norm,check_diff_flux_norm
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0001_flat_6s_masked_cal.fits,2461181.689061574,0.0,213165.44598960876,315627.6379394531,1338.5549776554108,159.2504226931236,235.79729126427137,8,27,True,ok,24.303166642785072,1.003479591766288,1.0224585112522255
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0002_flat_6s_masked_cal.fits,2461181.689252662,0.27516648173332214,212774.39082336426,309780.87771606445,1327.0532290935516,160.33598815678295,233.4351561223067,8,26,True,ok,24.578333124518394,1.0103200306793303,1.0122158779815875
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0003_flat_6s_masked_cal.fits,2461181.68944375,0.5503329634666443,207342.84118652344,300100.1737060547,1285.3174040317535,161.31645034614428,233.48331919003624,8,27,True,ok,24.853499606251717,1.016498185693829,1.012424721510977
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0004_flat_6s_masked_cal.fits,2461181.6896349536,0.8256664127111435,213326.02313232422,310692.46897888184,1351.6259937286377,157.8291806477,229.8657102041933,8,25,True,ok,25.128833055496216,0.9945239647517776,0.9967381329241212
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0005_flat_6s_masked_cal.fits,2461181.6898260415,1.1008328944444656,194061.80094909668,283100.02964782715,1225.2411241531372,158.38662049743752,231.05658475469502,8,24,True,ok,25.403999537229538,0.9980365426362758,1.001901974346835
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0006_flat_6s_masked_cal.fits,2461181.6900171298,1.3760000467300415,215896.56285095215,317256.7067260742,1381.0538263320923,156.32740645912887,229.72073982711353,8,28,True,ok,25.679166689515114,0.9850608831210524,0.9961095158813641
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0007_flat_6s_masked_cal.fits,2461181.6902081016,1.6509995609521866,215412.27545928955,314843.4614639282,1386.3314576148987,155.38295281122282,227.1054730342755,8,29,True,ok,25.95416620373726,0.9791096275763859,0.9847692592685956
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0008_flat_6s_masked_cal.fits,2461181.690400463,1.9280000030994415,222054.39965820312,318171.7840499878,1379.140423297882,161.00927498536626,230.70296445169566,8,28,True,ok,26.231166645884514,1.0145625914239906,1.0003686145418316
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0009_flat_6s_masked_cal.fits,2461181.690591667,2.2033334523439407,197794.85628509521,297873.4263038635,1266.7250456809998,156.1466373144611,235.152393425461,8,26,True,ok,26.506500095129013,0.9839218082952058,1.0196621208414436
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0010_flat_6s_masked_cal.fits,2461181.690783102,2.4790001660585403,226086.44319343567,317849.5977783203,1419.0853123664856,159.31842943001848,223.9820220873614,8,29,True,ok,26.782166808843613,1.0039081204409537,0.9712254268181545
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0011_flat_6s_masked_cal.fits,2461181.690974884,2.7551664412021637,191807.81600952148,283920.2713851929,1198.421203136444,160.05041925788052,236.91192265468257,8,27,True,ok,27.058333083987236,1.0085205845162017,1.0272917489282156
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0012_flat_6s_masked_cal.fits,2461181.691166551,3.0311664193868637,219335.22637939453,305215.25549316406,1369.2373046875,160.18788388872684,222.90895409311327,8,29,True,ok,27.334333062171936,1.0093867859950498,0.9665724153353309
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0013_flat_6s_masked_cal.fits,2461181.6913577546,3.306499868631363,197565.59978103638,281771.31385421753,1240.0856873989105,159.31608741927485,227.21922905604617,8,24,True,ok,27.609666511416435,1.0038933628036102,0.9852625253788295
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0014_flat_6s_masked_cal.fits,2461181.6915494213,3.582499846816063,221942.13463974,329686.96642303467,1403.1075100898743,158.17899415670846,234.96914103318923,8,30,True,ok,27.885666489601135,0.9967282334204427,1.0188675062503216
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0015_flat_6s_masked_cal.fits,2461181.6917408565,3.8581665605306625,159522.13610839844,223908.6216430664,977.1886508464813,163.24599755657596,229.13551180635127,8,19,True,ok,28.161333203315735,1.0286567797764894,0.9935718642923939
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0016_flat_6s_masked_cal.fits,2461181.691932523,4.1341665387153625,221894.61016082764,319039.8549308777,1403.7978143692017,158.06735691530926,227.2690922191232,8,29,True,ok,28.437333181500435,0.996024777244122,0.9854787408205452
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0017_flat_6s_masked_cal.fits,2461181.692123727,4.409499987959862,223445.45972442627,326374.5766906738,1404.1324529647827,159.1341751646207,232.43859651669177,8,28,True,ok,28.712666630744934,1.0027470849353912,1.0078946203230796
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0018_flat_6s_masked_cal.fits,2461181.6923153936,4.685499966144562,232115.75720214844,336822.91315078735,1449.608283996582,160.1230896406051,232.35443455259775,8,29,True,ok,28.988666608929634,1.0089785000730758,1.0075296792499646
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0019_flat_6s_masked_cal.fits,2461181.6925069443,4.961332976818085,223865.44701385498,325821.7166290283,1395.233588218689,160.45015609154493,233.52485159492807,8,27,True,ok,29.264499619603157,1.0110394334327442,1.0126048133205425
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0020_flat_6s_masked_cal.fits,2461181.692698148,5.236666426062584,234340.06268310547,333580.61043548584,1483.0364599227905,158.01368949169708,224.93082230281286,8,29,True,ok,29.539833068847656,0.9956866044253202,0.9753395913641715
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0021_flat_6s_masked_cal.fits,2461181.6928898147,5.512666404247284,228849.46612548828,326083.306388855,1429.2269673347473,160.1211503532232,228.15361999287072,8,27,True,ok,29.815833047032356,1.0089662801035624,0.9893142087593755
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0022_flat_6s_masked_cal.fits,2461181.6930810185,5.787999853491783,220150.72174072266,323251.0070800781,1391.0170593261719,158.2660113797359,232.38464612120964,8,27,True,ok,30.091166496276855,0.997276552262952,1.0076606819230651
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0023_flat_6s_masked_cal.fits,2461181.693271991,6.063000038266182,213348.7794189453,304862.67834472656,1330.7137384414673,160.3265775769472,229.09711498265727,8,26,True,ok,30.366166681051254,1.0102607320937933,0.9934053689141794
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0024_flat_6s_masked_cal.fits,2461181.6934636575,6.339000016450882,200820.00706481934,301112.37661743164,1300.691975593567,154.39474589914013,231.5016793119062,8,25,True,ok,30.642166659235954,0.9728826709884699,1.0038319826005029
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0025_flat_6s_masked_cal.fits,2461181.6936555556,6.615333259105682,232164.84230804443,340902.36264038086,1457.1053340435028,159.3329163539477,233.95862651491947,8,27,True,ok,30.918499901890755,1.0039994064310604,1.0144857376370813
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0026_flat_6s_masked_cal.fits,2461181.6938471063,6.891166269779205,215967.09449005127,312999.70345306396,1329.1136713027954,162.48955913481848,235.4950597613386,8,25,True,ok,31.194332912564278,1.0238902585589964,1.0211479823191523
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0027_flat_6s_masked_cal.fits,2461181.6940381946,7.166333422064781,224999.01741790771,333281.9253540039,1410.9849252700806,159.46238219011448,236.20516377253958,8,29,True,ok,31.469500064849854,1.0048152053609927,1.0242271181575409
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0028_flat_6s_masked_cal.fits,2461181.6942291665,7.441332936286926,222250.44912719727,327636.4287185669,1406.6608982086182,157.99859753707028,232.9178476033646,8,24,True,ok,31.744499579072,0.9955915059746426,1.00997273729367
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0029_flat_6s_masked_cal.fits,2461181.694420139,7.716333121061325,227030.38061904907,329138.74574279785,1398.2496409416199,162.3675586758317,235.39340623119827,8,27,True,ok,32.0194997638464,1.0231215009713617,1.020707194740408
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0030_flat_6s_masked_cal.fits,2461181.6946113426,7.991666570305824,241761.24164009094,353354.64335632324,1552.9643688201904,155.6772624627315,,8,27,True,ok,32.2948332130909,0.9809641515641678,
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0031_flat_6s_masked_cal.fits,2461181.6948032407,8.267999812960625,238522.48495864868,344498.75495910645,1483.4197072982788,160.79231237467155,,8,29,True,ok,32.5711664557457,1.0131954518690267,
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0032_flat_6s_masked_cal.fits,2461181.6949944445,8.543333262205124,233414.28493499756,334809.2629585266,1467.4785928726196,159.05805104664884,228.1527407518297,8,30,True,ok,32.846499904990196,1.0022674064671389,0.9893103962156392
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0033_flat_6s_masked_cal.fits,2461181.695186111,8.819333240389824,205682.3637084961,312172.2866821289,1306.0680165290833,157.482122757361,239.0168679819115,8,27,True,ok,33.122499883174896,0.9923370599748417,1.0364191619447363
flat_6s_masked,V0399 named,light_V0399_V_8s_2026_05_20-0034_flat_6s_masked_cal.fits,2461181.695378125,9.095833450555801,241714.16088485718,353824.21895599365,1527.8226976394653,158.2082536529358,,8,30,True,ok,33.399000093340874,0.996912605347581,
