sequence,N_calibrations,target_scatter_min_pct,target_scatter_max_pct,target_scatter_span_pct,target_scatter_std_pct,check_scatter_min_pct,check_scatter_max_pct,check_scatter_span_pct,check_scatter_std_pct
V0399 named,5,1.3313060811375297,1.3889044070554124,0.05759832591788272,0.02161703066609371,1.521554983353402,1.8552659822686108,0.33371099891520895,0.12572736446174135
V_8 generic,5,1.4699931160311328,1.5788901282501555,0.1088970122190227,0.045858649782864976,1.5840727127362404,1.7569234183371327,0.17285070560089233,0.08047241678203945
combined,5,1.392485904018365,1.4444787206082306,0.05199281658986554,0.02284280440051948,1.5741092320678436,1.7569234183371327,0.18281418626928914,0.07733110835555643
