file,minutes,diff_flux,diff_flux_err,n_comparisons,plot
light_V0399_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal.fits,10.202999040484428,163.3012309788279,323.58431783564413,8,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal_min10_15_overlay.png
light_V0399_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,10.756000131368637,28.4991115882738,95.45598916528478,6,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal_min10_15_overlay.png
light_V0399_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal.fits,12.134833261370659,16.027389680851122,64.52061817917506,4,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal_min10_15_overlay.png
light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,13.79116639494896,8.588474350280528,66.14302395508543,2,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal_min10_15_overlay.png
light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,14.61916632950306,85.02673511884616,527.1280752378126,3,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal_min10_15_overlay.png
light_V0399_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,14.894833043217659,37.89296602049453,339.9389341978099,3,analysis/may20/qc/V0399_UMa/min10_15_overlays/light_V0399_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal_min10_15_overlay.png
